Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RP11-798G7.4,ENSG00000266504.1,transcribed_unprocessed_pseudogene,FUSION,4.26E+00,2.08E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Adult Cerebral Cortex,RP11-798G7.7,ENSG00000267246.1,processed_transcript,FUSION,4.75E+00,2.08E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RP11-798G7.7,ENSG00000267246.1,processed_transcript,FUSION,4.75E+00,2.08E-06,TWASP000004
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Hippocampus,TMEM161B-DT,ENSG00000247828,ncRNA,FUSION,-4.25E+00,2.18E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,MLF1,ENSG00000178053.17,protein-coding,FUSION,4.24E+00,2.21E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,AF131215.4,ENSG00000254556.1,sense_intronic,FUSION,-5.18E+00,2.25E-07,TWASP000004
Autism Spectrum Disorder,Autism Spectrum Disorder,Dorsal Lateral Prefrontal Cortex,MSRA,ENSG00000175806.14,protein-coding,FUSION,9.10E-02,2.26E-07,TWASP000117
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Hippocampus,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.73E+00,2.29E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Caudate Basal Ganglia,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,4.23E+00,2.31E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RDM1P2,ENSG00000266497,pseudogene,FUSION,4.23E+00,2.32E-05,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Stomach,MITF,ENSG00000187098.14,protein-coding,UTMOST,4.72E+00,2.34E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,4.23E+00,2.36E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,PINX1,ENSG00000254093.8,protein-coding,FUSION,-4.23E+00,2.38E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Blood,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,4.22E+00,2.39E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Tibial Nerve,ATXN1,ENSG00000124788.17,protein-coding,UTMOST,-4.72E+00,2.40E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RN7SL199P,ENSG00000265315.1,misc_RNA,FUSION,4.72E+00,2.41E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,NKX2-2,ENSG00000125820.5,protein-coding,FUSION,-5.58E+00,2.41E-08,TWASP000004
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RP11-798G7.8,ENSG00000266918.1,TEC,FUSION,-4.22E+00,2.46E-05,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Dorsal Lateral Prefrontal Cortex,ARHGAP27,ENSG00000159314.11,protein-coding,FUSION,3.00E-02,2.47E-05,TWASP000117
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,TM2D2,ENSG00000169490.16,protein-coding,FUSION,-4.21E+00,2.58E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Blood,ANXA1,ENSG00000135046.13,protein-coding,FUSION,-4.21E+00,2.58E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,MAPK8IP1P2,ENSG00000263503.1,processed_pseudogene,Summary data-based Mendelian Randomization(SMR),5.00E-02,2.60E-05,TWASP000098
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellum,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,4.20E+00,2.63E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Hippocampus,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,4.20E+00,2.68E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cortex,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,4.20E+00,2.71E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Adipose,ADGRG6,ENSG00000112414.14,protein-coding,FUSION,4.19E+00,2.79E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,ARL17B,ENSG00000228696.8,protein-coding,FUSION,-4.19E+00,2.83E-05,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellar Hemisphere,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,4.18E+00,2.90E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RN7SL656P,ENSG00000265411.1,misc_RNA,FUSION,4.67E+00,2.95E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Skin Not Sun Exposed,FERMT2,ENSG00000073712.14,protein-coding,UTMOST,-5.49E+00,3.10E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Frontal Cortex,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,4.66E+00,3.13E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Esophagus Muscularis,MANBA,ENSG00000109323.8,protein-coding,UTMOST,4.66E+00,3.20E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellar Hemisphere,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.66E+00,3.22E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-4.65E+00,3.24E-06,TWASP000004
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RSRC1,ENSG00000174891.12,protein-coding,FUSION,4.15E+00,3.29E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,CTSB,ENSG00000164733.20,protein-coding,FUSION,4.15E+00,3.35E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Thyroid,CTSB,ENSG00000164733.20,protein-coding,UTMOST,4.65E+00,3.36E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,LINC02210-CRHR1,ENSG00000263715.7,protein-coding,FUSION,4.64E+00,3.48E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,LRRC37A,ENSG00000176681.14,protein-coding,FUSION,4.14E+00,3.55E-05,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Hippocampus,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.63E+00,3.57E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Nucleus Accumbens,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,4.13E+00,3.68E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Blood,RSRC1,ENSG00000174891.12,protein-coding,FUSION,4.12E+00,3.76E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Putamen Basal Ganglia,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,4.12E+00,3.82E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,CIPC,ENSG00000198894.7,protein-coding,UTMOST,-4.62E+00,3.82E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,PINX1,ENSG00000254093.8,protein-coding,UTMOST,4.62E+00,3.82E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Esophagus Muscularis,ERI1,ENSG00000104626.14,protein-coding,UTMOST,4.62E+00,3.84E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellum,MAPT,ENSG00000186868.15,protein-coding,FUSION,-4.62E+00,3.85E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,CRHR1,ENSG00000120088.14,protein-coding,FUSION,4.11E+00,3.96E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,KANSL1,ENSG00000120071.13,protein-coding,Summary data-based Mendelian Randomization(SMR),7.00E-02,4.00E-05,TWASP000098
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-4.61E+00,4.02E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,LRRC37A,ENSG00000176681.14,protein-coding,Summary data-based Mendelian Randomization(SMR),5.00E-02,4.10E-05,TWASP000098
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cortex,MAPT,ENSG00000186868.15,protein-coding,FUSION,-4.10E+00,4.11E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cortex,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,4.59E+00,4.33E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Blood,TNPO3,ENSG00000064419.13,protein-coding,FUSION,4.09E+00,4.35E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Putamen Basal Ganglia,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.59E+00,4.43E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Caudate Basal Ganglia,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.59E+00,4.43E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Hippocampus,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,4.59E+00,4.45E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Frontal Cortex,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,4.08E+00,4.50E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cortex,PLEKHM1,ENSG00000225190.10,protein-coding,FUSION,4.08E+00,4.56E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Blood,KANSL1,ENSG00000120071.13,protein-coding,FUSION,4.07E+00,4.62E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Adult Cerebral Cortex,MAPK8IP1P2,ENSG00000263503.1,processed_pseudogene,FUSION,4.58E+00,4.76E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,XRN2,ENSG00000088930.7,protein-coding,FUSION,-4.57E+00,4.86E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Liver,DOK5,ENSG00000101134.11,protein-coding,UTMOST,-4.10E+02,4.86E-07,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellar Hemisphere,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.57E+00,4.97E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,LRRC37A2,ENSG00000238083.7,protein-coding,Summary data-based Mendelian Randomization(SMR),7.00E-02,5.00E-05,TWASP000098
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Nucleus Accumbens,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,4.56E+00,5.01E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RP11-259G18.1,ENSG00000261575.2,transcribed_unprocessed_pseudogene,FUSION,5.03E+00,5.03E-07,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,MAPT,ENSG00000186868.15,protein-coding,FUSION,-4.56E+00,5.23E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RPS26P8,ENSG00000204652.6,processed_pseudogene,FUSION,4.55E+00,5.24E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RP11-798G7.7,ENSG00000267246.1,processed_transcript,FUSION,4.04E+00,5.26E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Nucleus Accumbens,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.55E+00,5.28E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Colon Transverse,NKX2-2,ENSG00000125820.5,protein-coding,UTMOST,-4.55E+00,5.28E-06,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-4.55E+00,5.29E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,KANSL1-AS1,ENSG00000214401.4,antisense,Summary data-based Mendelian Randomization(SMR),6.00E-02,5.30E-05,TWASP000098
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RP11-274B21.1,ENSG00000280828.1,unprocessed_pseudogene,FUSION,4.04E+00,5.41E-05,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellar Hemisphere,PLEKHM1,ENSG00000225190.10,protein-coding,FUSION,-4.55E+00,5.44E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Frontal Cortex,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.55E+00,5.44E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,TDH,ENSG00000154316.16,transcribed_unitary_pseudogene,FUSION,4.03E+00,5.51E-05,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Hippocampus,POU3F2,ENSG00000184486.9,protein-coding,UTMOST,8.50E-02,5.56E-07,TWASP000117
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RN7SL656P,ENSG00000265411.1,misc_RNA,FUSION,4.54E+00,5.61E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Nucleus Accumbens,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.54E+00,5.75E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Frontal Cortex,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.54E+00,5.76E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.53E+00,5.84E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Adult Cerebral Cortex,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.53E+00,5.93E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Caudate Basal Ganglia,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,4.53E+00,5.94E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellar Hemisphere,MAPT,ENSG00000186868.15,protein-coding,FUSION,-4.53E+00,5.94E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Putamen Basal Ganglia,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.53E+00,5.96E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cortex,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.52E+00,6.06E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Caudate Basal Ganglia,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.52E+00,6.15E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellum,LRRC37A,ENSG00000176681.14,protein-coding,FUSION,4.01E+00,6.18E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.52E+00,6.19E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Putamen Basal Ganglia,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,4.51E+00,6.38E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellum,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-4.51E+00,6.38E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,MAPT-AS1,ENSG00000264589.2,antisense,FUSION,-4.50E+00,6.74E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Frontal Cortex,MAPT,ENSG00000186868.15,protein-coding,FUSION,-4.50E+00,6.89E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Adipose,RSRC1,ENSG00000174891.12,protein-coding,FUSION,3.98E+00,6.91E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,AP3B1,ENSG00000132842.13,protein-coding,FUSION,-3.98E+00,6.98E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RP11-10A14.3,ENSG00000254340.1,antisense,FUSION,-3.97E+00,7.21E-05,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,MTMR9,ENSG00000104643.9,protein-coding,FUSION,-3.97E+00,7.30E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,KIZ,ENSG00000088970.15,protein-coding,FUSION,4.95E+00,7.48E-07,TWASP000004
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Nucleus Accumbens,WNT3,ENSG00000108379.9,protein-coding,FUSION,3.95E+00,7.89E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,TMCO3,ENSG00000150403.17,protein-coding,FUSION,-3.95E+00,7.93E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Adult Cerebral Cortex,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.46E+00,8.18E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,MFHAS1,ENSG00000147324.10,protein-coding,FUSION,3.94E+00,8.27E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Nucleus Accumbens Basal Ganglia,LRRC37A2,ENSG00000238083.7,protein-coding,UTMOST,4.00E-02,8.38E-05,TWASP000117
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cortex,TMEM161B-DT,ENSG00000247828,ncRNA,FUSION,-3.93E+00,8.51E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,ARHGAP27,ENSG00000159314.11,protein-coding,FUSION,4.92E+00,8.56E-07,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RDM1P1,ENSG00000266504,pseudogene,FUSION,4.45E+00,8.63E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Adipose,PTGDR,ENSG00000168229.3,protein-coding,FUSION,-4.45E+00,8.74E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Adipose,UGP2,ENSG00000169764.15,protein-coding,FUSION,-3.92E+00,9.05E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain Cerebellum,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,4.91E+00,9.05E-07,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RN7SL199P,ENSG00000265315.1,misc_RNA,FUSION,4.44E+00,9.07E-06,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Blood,MDH1,ENSG00000014641.17,protein-coding,FUSION,-3.91E+00,9.34E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,NKX2-2,ENSG00000125820.5,protein-coding,UTMOST,-5.74E+00,9.38E-09,TWASP000162
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,MUTYH,ENSG00000132781.17,protein-coding,FUSION,3.90E+00,9.54E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,RP11-995C19.2,ENSG00000266497.1,unprocessed_pseudogene,FUSION,3.90E+00,9.61E-05,TWASP000042
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,TM2D2,ENSG00000169490.16,protein-coding,FUSION,-4.42E+00,9.67E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,NSF,ENSG00000073969.18,protein-coding,FUSION,-4.42E+00,9.79E-06,TWASP000083
Autism Spectrum Disorder,Autism Spectrum Disorder,Brain,PINX1,ENSG00000254093.8,protein-coding,FUSION,-4.89E+00,9.96E-07,TWASP000004
Autism Spectrum Disorder,Autism Spectrum Disorder,Dorsal Lateral Prefrontal Cortex,C2orf15,ENSG00000273045.5,protein-coding,FUSION,-,0.00E+00,TWASP000028
