ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000177352	CCDC71	3	49199968	49203754	-1	protein_coding	64925	CCDC71	0.0169896394893115	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00175189	rs62262671	8
ENSG00000185909	KLHDC8B	3	49209044	49213917	1	protein_coding	200942	KLHDC8B	0.010421420264697	-0.077352225	0	0	0	NA	NA	NA	NA	Yes	EP_links_oneway:Promoter_anchored_loops	9.31604e-05	rs62262671	8
ENSG00000236980	C3orf84	3	49215065	49229291	-1	protein_coding	646498	C3orf84	0.000221291799515334	0.059049684	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	1.26291e-05	rs62262671	8
ENSG00000225399	RP11-3B7.1	3	49297518	49298744	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00175189	rs62262671	8
ENSG00000114316	USP4	3	49315264	49378145	-1	protein_coding	7375	USP4	6.20193619608728e-07	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	9.31604e-05	rs62262671	8
ENSG00000233276	GPX1	3	49394609	49396033	-1	protein_coding	2876	GPX1	0.00693165111693131	-0.616399091	0	0	85	0.00191563	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	6.54536e-05	rs62262671	8
ENSG00000067560	RHOA	3	49396578	49450431	-1	protein_coding	387	RHOA	0.804697934205436	-0.430262742	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.92542e-05	rs62262671	8
ENSG00000145022	TCTA	3	49449639	49453908	1	protein_coding	6988	TCTA	0.0132648475524679	-0.59594101	0	0	1	0.047978	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Adult_Cortex	6.92542e-05	rs62262671	8
ENSG00000145020	AMT	3	49454211	49460186	-1	protein_coding	275	AMT	0.000569475286585638	-0.022637077	0	0	87	7.5682e-05	0.000130905	GTEx/v8/Brain_Hypothalamus	+	Yes	Adult_Cortex	2.0227e-06	rs62262671	8
ENSG00000145029	NICN1	3	49460379	49466759	-1	protein_coding	84276	NICN1	0.257245528868092	-1.087291051	0	0	67	0.00768139	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.86895e-05	rs62262671	8
ENSG00000164061	BSN	3	49591922	49708978	1	protein_coding	8927	BSN	0.999999992077176	-1.285114003	47	11.57	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	2.0227e-06	rs62262671	8
ENSG00000164062	APEH	3	49711435	49721396	1	protein_coding	327	APEH	0.0132157073381975	-0.27180506	4	13.52	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	2.19927e-06	rs62262671	8
ENSG00000173531	MST1	3	49721380	49726934	-1	protein_coding	4485	MST1	1.72735679966035e-10	0.158165154	2	13.52	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	1.26291e-05	rs62262671	8
ENSG00000164068	RNF123	3	49726932	49758962	1	protein_coding	63891	RNF123	0.969714693858756	-0.46199081	8	22.4	68	0.0111132	NA	GTEx/v8/Brain_Hypothalamus	+	Yes	Promoter_anchored_loops	1.26291e-05	rs62262671	8
ENSG00000176020	AMIGO3	3	49754267	49761349	-1	protein_coding	386724	AMIGO3	7.50516210752013e-06	NA	7	22.4	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	6.86895e-05	rs62262671	8
ENSG00000173540	GMPPB	3	49754277	49761384	-1	protein_coding	386724	GMPPB	8.24535896597197e-05	-0.65955402	7	22.4	89	7.38237e-15	3.29043e-10	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops:Adult_Cortex	2.0227e-06	rs62262671	8
ENSG00000176095	IP6K1	3	49761727	49823975	-1	protein_coding	9807	IP6K1	0.235179980766781	-2.10342675	28	22.4	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	6.99522e-05	rs62262671	8
ENSG00000187492	CDHR4	3	49828165	49837268	-1	protein_coding	389118	CDHR4	0.0134739491219744	0.043609676	8	18.12	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	7.4942e-05	rs62262671	8
ENSG00000185614	FAM212A	3	49840687	49842463	1	protein_coding	389119	FAM212A	0.000589161385315042	NA	5	18.12	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000123178	rs62262671	8
ENSG00000182179	UBA7	3	49842640	49851379	-1	protein_coding	100847079	UBA7	2.68227797741532e-14	-0.315380801	7	18.12	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	6.99846e-05	rs62262671	8
ENSG00000183763	TRAIP	3	49866034	49894007	-1	protein_coding	10293	TRAIP	0.125103591601554	-0.132254904	17	6.995	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.92542e-05	rs62262671	8
ENSG00000164076	CAMKV	3	49895421	49907655	-1	protein_coding	79012	CAMKV	0.996846171233152	-0.638322632	6	6.995	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	6.92542e-05	rs62262671	8
ENSG00000164078	MST1R	3	49924435	49941299	-1	protein_coding	4486	MST1R	1.6934911102813e-20	-0.377644955	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	6.92542e-05	rs62262671	8
ENSG00000228008	CTD-2330K9.3	3	49941278	49954370	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	6.92542e-05	rs62262671	8
ENSG00000164077	MON1A	3	49946302	49967606	-1	protein_coding	84315	MON1A	0.00636811048934964	-0.629673162	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.92542e-05	rs62262671	8
ENSG00000004534	RBM6	3	49977440	50137478	1	protein_coding	10180	RBM6	0.999999963583324	-0.685653183	0	0	89	0.000127488	7.83225e-12	GTEx/v8/Brain_Hypothalamus	+	Yes	Promoter_anchored_loops	2.0227e-06	rs62262671	8
ENSG00000003756	RBM5	3	50126341	50156454	1	protein_coding	10181	RBM5	0.999999469802352	-0.605888711	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000384941	rs62262671	8
ENSG00000001617	SEMA3F	3	50192478	50226508	1	protein_coding	6405	SEMA3F	0.999917700468544	NA	0	0	83	0.0106826	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.54536e-05	rs62262671	8
ENSG00000114349	GNAT1	3	50229045	50233949	1	protein_coding	2779	GNAT1	2.50523154178956e-06	-0.274733411	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.92542e-05	rs62262671	8
ENSG00000114353	GNAI2	3	50263724	50296787	1	protein_coding	2771	GNAI2	0.861160290278213	-0.965006324	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.92542e-05	rs62262671	8
ENSG00000179564	LSMEM2	3	50316458	50325545	1	protein_coding	132228	LSMEM2	2.89143693080036e-05	-0.548022292	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	6.86895e-05	rs62262671	8
ENSG00000214706	IFRD2	3	50325163	50330349	-1	protein_coding	7866	IFRD2	5.52609563426163e-06	-0.616737733	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	6.92542e-05	rs62262671	8
ENSG00000186792	HYAL3	3	50330262	50336899	-1	protein_coding	8372	HYAL3	1.52465574848001e-05	-0.353149956	0	0	84	0.00777379	NA	GTEx/v8/Brain_Hypothalamus	+	Yes	Promoter_anchored_loops	6.54536e-05	rs62262671	8
ENSG00000243477	NAT6	3	50333833	50336852	-1	protein_coding	24142	NAT6	0.402945153314903	-0.113189262	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	6.99522e-05	rs62262671	8
ENSG00000114378	HYAL1	3	50337320	50349812	-1	protein_coding	3373	HYAL1	0.0055367061124395	0.476164437	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	6.99522e-05	rs62262671	8
ENSG00000068001	HYAL2	3	50355221	50360337	-1	protein_coding	8692	HYAL2	0.0206315124398338	-1.374380742	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	6.99522e-05	rs62262671	8
ENSG00000114383	TUSC2	3	50357458	50365682	-1	protein_coding	11334	TUSC2	0.703033003634111	-0.593776389	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.99522e-05	rs62262671	8
ENSG00000068028	RASSF1	3	50367219	50378411	-1	protein_coding	11186	RASSF1	4.85820372401728e-08	-0.411946648	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	7.27346e-05	rs62262671	8
ENSG00000004838	ZMYND10	3	50378541	50384283	-1	protein_coding	51364	ZMYND10	3.60239883453688e-07	-0.824530982	0	0	1	0.0480816	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	1.26291e-05	rs62262671	8
ENSG00000114388	NPRL2	3	50384761	50388522	-1	protein_coding	10641	NPRL2	0.345174793559064	-0.107063929	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	8.01759e-05	rs62262671	8
ENSG00000126062	TMEM115	3	50392180	50397041	-1	protein_coding	11070	TMEM115	0.876895269487346	-0.780371829	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	8.01759e-05	rs62262671	8
ENSG00000144724	PTPRG	3	61547243	62283288	1	protein_coding	5793	PTPRG	0.00417657315674374	-1.584694992	6	1.603	0	NA	NA	NA	NA	No	NA	3.40324e-06	rs66718394	9
ENSG00000175161	CADM2	3	85008132	86123579	1	protein_coding	253559	CADM2	0.984668909563275	0.117806454	6	7.879	0	NA	NA	NA	NA	No	NA	3.75969e-06	rs115464251	10
ENSG00000164096	C4orf3	4	120218207	120225600	-1	protein_coding	401152	C4orf3	0.868030873638966	-0.553423225	1	9.497	0	NA	NA	NA	NA	No	NA	5.20462e-06	rs74476316	11
ENSG00000145384	FABP2	4	120238405	120243545	-1	protein_coding	2169	FABP2	0.00117790515234333	2.964328679	1	0.355	0	NA	NA	NA	NA	No	NA	7.39211e-06	rs74476316	11
ENSG00000154162	CDH12	5	21750782	22853731	-1	protein_coding	1010	CDH12	0.00145119382648096	1.599390212	6	11.3	0	NA	NA	NA	NA	No	NA	NA	rs566124676	12
ENSG00000198961	PJA2	5	108670410	108745695	-1	protein_coding	9867	PJA2	0.466603861583053	-0.019617374	2	5.147	0	NA	NA	NA	NA	No	NA	2.43256e-05	rs185722480	13
ENSG00000112893	MAN2A1	5	109025067	109205326	1	protein_coding	4124	MAN2A1	0.0186444331521237	NA	1	4.392	0	NA	NA	NA	NA	Yes	Adult_Cortex	2.2292e-06	rs185722480	13
ENSG00000134970	TMED7	5	114949205	114968689	-1	protein_coding	100302736	TMED7	0.363701354530081	-0.629660622	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	9.79741e-06	rs185054753	14
ENSG00000268714	CTD-2287O16.3	5	115358088	115394625	1	protein_coding	NA	NA	NA	NA	2	2.861	0	NA	NA	NA	NA	No	NA	9.79741e-06	rs185054753	14
ENSG00000268223	ARL14EPL	5	115387163	115395815	1	protein_coding	644100	ARL14EPL	NA	2.482783818	1	0.859	0	NA	NA	NA	NA	No	NA	9.79741e-06	rs185054753	14
ENSG00000145781	COMMD10	5	115420688	115748459	1	protein_coding	51397	COMMD10	7.83686369938315e-06	0.466030076	1	0.507	0	NA	NA	NA	NA	No	NA	NA	rs185054753	14
ENSG00000172461	FUT9	6	96463860	96663488	1	protein_coding	10690	FUT9	0.0813711620521245	5.37195294	3	5.67	0	NA	NA	NA	NA	Yes	Adult_Cortex	1.2712e-05	rs111410739	17
ENSG00000112214	FHL5	6	97010424	97064512	1	protein_coding	9457	FHL5	1.6770876188147e-08	-0.641947008	1	2.792	0	NA	NA	NA	NA	No	NA	NA	rs111410739	17
ENSG00000146263	MMS22L	6	97590037	97731093	-1	protein_coding	253714	MMS22L	0.671142491080048	-0.337966422	1	3.011	0	NA	NA	NA	NA	No	NA	NA	rs111410739	17
ENSG00000155130	MARCKS	6	114178541	114184648	1	protein_coding	4082	MARCKS	0.266490060221299	-0.336607548	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs149454763	18
ENSG00000196591	HDAC2	6	114254192	114332472	-1	protein_coding	3066	HDAC2	0.999390588066461	-3.030737984	1	0.766	0	NA	NA	NA	NA	No	NA	NA	rs149454763	18
ENSG00000249853	HS3ST5	6	114376750	114664209	-1	protein_coding	222537	HS3ST5	0.569245912900789	NA	5	7.36	0	NA	NA	NA	NA	No	NA	8.76062e-06	rs149454763	18
ENSG00000122574	WIPF3	7	29846102	29956682	1	protein_coding	644150	WIPF3	0.000296998615800264	1.385602278	2	6.602	0	NA	NA	NA	NA	No	NA	5.2961e-05	rs186739451	19
ENSG00000106086	PLEKHA8	7	30067020	30170096	1	protein_coding	84725	PLEKHA8	2.06117242932264e-06	-0.089822757	3	2.556	0	NA	NA	NA	NA	No	NA	6.65858e-06	rs186739451	19
ENSG00000180354	MTURN	7	30174426	30202378	1	protein_coding	222166	MTURN	0.306492233024659	0.454225698	1	2.556	0	NA	NA	NA	NA	No	NA	3.72247e-05	rs186739451	19
ENSG00000106100	NOD1	7	30464143	30518400	-1	protein_coding	10392	NOD1	5.05414452036266e-13	0.992876566	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	3.72247e-05	rs186739451	19
ENSG00000164758	MED30	8	118532952	118552501	1	protein_coding	90390	MED30	0.606541510277703	0.245003676	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	6.66925e-07	rs73312370	20
ENSG00000182197	EXT1	8	118806729	119124092	-1	protein_coding	2131	EXT1	0.999320485111258	0.987829441	5	15.85	0	NA	NA	NA	NA	No	NA	6.66925e-07	rs73312370	20
ENSG00000184374	COLEC10	8	120007691	120118821	1	protein_coding	10584	COLEC10	0.09853673511482	0.263250796	0	0	1	0.0399951	NA	GTEx/v8/Brain_Hypothalamus	NA	No	NA	NA	rs73312370	20
ENSG00000184156	KCNQ3	8	133133108	133493200	-1	protein_coding	3786	KCNQ3	0.985604293672352	4.015419742	1	1.794	0	NA	NA	NA	NA	No	NA	NA	rs188996711	21
ENSG00000129295	LRRC6	8	133584320	133687838	-1	protein_coding	23639	LRRC6	8.29727962409699e-08	-0.489983494	1	0.843	0	NA	NA	NA	NA	No	NA	NA	rs188996711	21
ENSG00000165071	TMEM71	8	133697253	133772958	-1	protein_coding	137835	TMEM71	4.16584061056541e-10	0.169537614	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	8.05041e-06	rs553541810	21
ENSG00000042832	TG	8	133879203	134147147	1	protein_coding	7038	TG	2.62956477021395e-29	-0.23993182	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	8.05041e-06	rs553541810	21
ENSG00000104419	NDRG1	8	134249414	134314265	-1	protein_coding	10397	NDRG1	0.0538232412513876	-0.014490555	1	4.35	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	8.05041e-06	rs553541810;rs188996711:rs553541810	21
ENSG00000130222	GADD45G	9	92219928	92221470	1	protein_coding	10912	GADD45G	0.72098224781391	0.241975206	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	1.01691e-05	rs10820837	22
ENSG00000148090	AUH	9	93976097	94124195	-1	protein_coding	549	AUH	0.00725253971720532	0.080397243	6	2.916	0	NA	NA	NA	NA	No	NA	1.35076e-05	rs10820837	22
ENSG00000169071	ROR2	9	94325373	94712444	-1	protein_coding	4920	ROR2	0.46471860623842	0.063166879	0	0	7	0.0114948	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	1.01691e-05	rs10820837	22
ENSG00000148296	SURF6	9	136197552	136203235	-1	protein_coding	6838	SURF6	8.12446562293265e-05	-0.437227567	1	2.038	0	NA	NA	NA	NA	No	NA	0.00272389	rs8176684	24
ENSG00000148297	MED22	9	136205160	136214986	-1	protein_coding	6837	MED22	0.00632213991393259	-0.130266294	2	2.038	0	NA	NA	NA	NA	No	NA	0.00272389	rs8176684	24
ENSG00000148303	RPL7A	9	136215069	136218281	1	protein_coding	26820	RPL7A	0.979405408797334	NA	2	2.038	0	NA	NA	NA	NA	No	NA	0.00272389	rs8176684	24
ENSG00000148290	SURF1	9	136218610	136223552	-1	protein_coding	6834	SURF1	1.02063910629184e-13	NA	2	2.038	0	NA	NA	NA	NA	No	NA	0.00272389	rs8176684	24
ENSG00000148291	SURF2	9	136223428	136228045	1	protein_coding	6835	SURF2	3.07087198881956e-07	NA	1	0.379	7	0.0256121	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.00185966	rs8176684	24
ENSG00000148248	SURF4	9	136228325	136242970	-1	protein_coding	6836	SURF4	0.686424182931678	-0.490474887	1	0.379	0	NA	NA	NA	NA	No	NA	0.0260854	rs8176684	24
ENSG00000160323	ADAMTS13	9	136279478	136324508	1	protein_coding	11093	ADAMTS13	7.88296728194754e-11	-0.276084391	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00272389	rs8176684	24
ENSG00000160326	SLC2A6	9	136336217	136344259	-1	protein_coding	11182	SLC2A6	0.000366664150450035	-0.033260488	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00272389	rs8176684	24
ENSG00000072401	UBE2D1	10	60094735	60130513	1	protein_coding	7321	UBE2D1	0.908884949778809	-1.140229934	0	0	5	0.0348549	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.000137247	rs540285280	25
ENSG00000156113	KCNMA1	10	78629359	79398353	-1	protein_coding	3778	KCNMA1	0.999216602851545	NA	6	12.05	0	NA	NA	NA	NA	No	NA	7.9597e-06	rs567883554	26
ENSG00000151892	GFRA1	10	117816444	118032979	-1	protein_coding	2674	GFRA1	0.119577142602515	1.62819061	0	0	2	0.0373739	NA	GTEx/v8/Brain_Hypothalamus	NA	No	NA	NA	rs568900896	27
ENSG00000203837	PNLIPRP3	10	118187379	118237469	1	protein_coding	119548	PNLIPRP3	2.75274000877155e-09	1.079441211	1	1.275	0	NA	NA	NA	NA	No	NA	NA	rs568900896	27
ENSG00000175535	PNLIP	10	118305443	118327367	1	protein_coding	5406	PNLIP	0.00935447108842685	-0.197590572	1	1.071	0	NA	NA	NA	NA	No	NA	NA	rs568900896	27
ENSG00000165863	C10orf82	10	118423207	118429775	-1	protein_coding	143379	C10orf82	0.00387838131040333	-0.129298266	0	0	2	0.00764169	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Adult_Cortex	NA	rs568900896	27
ENSG00000165868	HSPA12A	10	118430703	118502085	-1	protein_coding	259217	HSPA12A	0.980307172080411	-1.136202668	2	0.614	0	NA	NA	NA	NA	No	NA	NA	rs568900896	27
ENSG00000188316	ENO4	10	118609023	118671299	1	protein_coding	387712	ENO4	NA	NA	2	3.746	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs568900896	27
ENSG00000187164	KIAA1598	10	118643742	118886097	-1	protein_coding	57698	KIAA1598	0.886314076883697	-1.172818277	7	11.39	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs568900896	27
