Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to11,Feature log2 fold change topic 4to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000116661,FBXO2,181,-0.1117,263,0.48869,218,0.50616,50,-2.0203,92,-1.1278
ENSG00000132879,FBXO44,35,-1.4512,90,0.02539,105,0.79647,50,-0.8589,92,0.06461
ENSG00000116663,FBXO6,2,-4.9968,0,-8.0195,14,-3.4237,704,5.27968,92,0.41944
ENSG00000116670,MAD2L2,43,0.19323,85,1.30996,23,-1.4348,50,0.42854,92,1.43641
ENSG00000177674,AGTRAP,34,0.52702,21,-0.2704,11,-1.9572,50,1.13091,92,2.23410
ENSG00000177000,MTHFR,14,-0.7230,10,-1.2321,14,-1.3089,50,1.27522,92,2.40557
ENSG00000011021,CLCN6,49,-0.9426,93,0.09439,101,0.59434,50,-0.8521,92,0.07167
ENSG00000116685,KIAA2013,68,0.54889,37,-0.4523,41,-0.6035,50,0.01625,92,0.98801
ENSG00000083444,PLOD1,23,-1.0773,89,1.13539,37,-0.5655,50,0.19776,92,1.18404
ENSG00000116688,MFN2,73,-0.4703,62,-0.6979,114,0.70303,50,-1.0060,92,-0.0879
ENSG00000116691,MIIP,15,-0.7961,21,-0.2396,16,-1.2361,50,1.12635,92,2.22873
ENSG00000048707,VPS13D,40,-0.2531,67,0.55433,40,-0.5228,50,0.10076,92,1.07904
ENSG00000162496,DHRS3,30,-0.1161,9,-1.8644,26,-0.6940,50,0.69955,92,1.73814
ENSG00000162493,PDPN,21,-0.0138,0,-6.3350,12,-1.6104,50,1.37665,92,2.52812
ENSG00000116731,PRDM2,40,0.32119,26,-0.3725,23,-1.0761,50,0.63139,92,1.66163
ENSG00000189337,KAZN,113,0.91157,6,-3.4331,64,-0.2322,50,-0.4649,92,0.47657
ENSG00000142634,EFHD2,19,-1.7633,22,-1.4877,71,0.80520,50,-0.2603,92,0.69273
ENSG00000116138,DNAJC16,18,-0.8562,20,-0.5798,24,-0.7088,50,0.81526,92,1.86906
ENSG00000197312,DDI2,17,-0.4955,13,-0.9498,15,-1.3232,50,1.20175,92,2.31787
ENSG00000116786,PLEKHM2,32,-0.6947,31,-0.6599,49,0.05130,50,0.05554,92,1.03028
ENSG00000065526,SPEN,52,0.46724,17,-1.3013,32,-0.7133,50,0.35765,92,1.35848
ENSG00000116809,ZBTB17,20,-0.2086,8,-1.4580,13,-1.5220,50,1.28505,92,2.41736
ENSG00000185519,FAM131C,24,-0.4380,76,1.47256,17,-1.6123,50,0.76449,92,1.81145
ENSG00000288398,AL109627.1,7,-1.8423,13,-0.8633,17,-0.9644,50,1.21314,92,2.33140
ENSG00000037637,FBXO42,11,-1.7418,74,1.22974,27,-0.8363,50,0.57708,92,1.60098
ENSG00000055070,SZRD1,60,0.72258,42,0.09945,26,-1.1887,50,0.37104,92,1.37317
ENSG00000157191,NECAP2,46,0.82925,14,-1.0295,16,-1.6364,50,0.88535,92,1.94907
ENSG00000219481,NBPF1,52,0.58715,28,-0.4403,26,-1.0432,50,0.46015,92,1.47128
ENSG00000058453,CROCC,14,-0.7096,5,-2.1287,13,-1.3868,50,1.37362,92,2.52443
ENSG00000238142,BX284668.5,12,-1.2036,33,0.35804,18,-1.1578,50,1.03786,92,2.12516
ENSG00000159363,ATP13A2,31,-2.4349,190,0.38069,193,1.28664,50,-1.6405,92,-0.7406
ENSG00000117118,SDHB,90,0.07622,53,-0.7384,93,0.30978,50,-0.8265,92,0.09831
ENSG00000117115,PADI2,456,3.69996,11,-3.1652,28,-2.8841,50,-1.0397,92,-0.1228
ENSG00000179051,RCC2,25,-0.4157,54,0.80689,22,-1.1419,50,0.67892,92,1.71493
ENSG00000074964,ARHGEF10L,21,-2.1941,45,-0.9739,28,-2.6191,707,4.36460,92,0.11102
ENSG00000117154,IGSF21,23,-0.9174,0,-7.2523,43,0.18611,50,0.32022,92,1.31748
ENSG00000159423,ALDH4A1,24,-0.6297,10,-1.8534,33,-0.2785,50,0.53056,92,1.54924
ENSG00000127463,EMC1,23,-1.1941,52,0.09207,49,0.03402,50,0.04653,92,1.02058
ENSG00000053372,MRTO4,17,-1.1440,35,-0.0276,32,-0.4146,50,0.52723,92,1.54554
ENSG00000053371,AKR7A2,63,-0.0419,51,-0.3418,64,0.01653,50,-0.3790,92,0.56712
ENSG00000040487,SLC66A1,9,-1.1861,3,-2.6849,12,-1.4311,50,1.50659,92,2.68791
ENSG00000077549,CAPZB,143,-0.3973,206,0.20351,187,0.12018,276,0.67021,92,-1.0320
ENSG00000173436,MICOS10,120,-0.8116,190,-0.0617,250,1.12023,50,-2.0558,92,-1.1639
ENSG00000158747,NBL1,27,-2.3607,218,0.90966,149,0.84562,50,-1.3654,92,-0.4586
ENSG00000162545,CAMK2N1,95,-1.8949,224,-0.5209,382,0.88181,528,0.83220,92,-1.8510
ENSG00000090432,MUL1,32,-0.3933,55,0.46486,34,-0.6232,50,0.31744,92,1.31445
ENSG00000183114,FAM43B,3,-5.5595,64,-1.1621,33,-3.2028,1367,5.25419,92,-0.6203
ENSG00000158828,PINK1,174,-0.9439,238,-0.4097,361,0.66041,465,0.64278,92,-1.8320
ENSG00000244038,DDOST,24,-0.6356,41,0.25459,28,-0.7087,50,0.56539,92,1.58796
ENSG00000117245,KIF17,0,-9.1160,7,-1.7074,16,-0.8527,50,1.38535,92,2.53871
ENSG00000189410,SH2D5,0,-9.2356,0,-6.3749,20,-0.4824,50,1.24100,92,2.36461
ENSG00000127483,HP1BP3,152,0.10904,67,-1.1392,168,0.70493,50,-1.5771,92,-0.6756
ENSG00000075151,EIF4G3,62,-0.5203,99,0.25042,92,0.33048,50,-0.7965,92,0.12947
ENSG00000117298,ECE1,37,0.35542,72,1.40890,13,-2.1034,50,0.80397,92,1.85623
ENSG00000076864,RAP1GAP,27,-2.0566,24,-2.1721,138,1.63652,50,-1.0770,92,-0.1614
ENSG00000090686,USP48,72,0.44416,26,-1.1378,52,-0.2699,50,-0.1689,92,0.78992
ENSG00000218510,LINC00339,12,-1.0703,6,-2.0480,17,-1.0014,50,1.20924,92,2.32677
ENSG00000070831,CDC42,314,0.31224,210,-0.3381,303,0.62802,50,-2.4671,92,-1.5812
ENSG00000162552,WNT4,0,-4.8759,0,-6.4081,19,-0.5906,50,1.28829,92,2.42125
ENSG00000173372,C1QA,54,0.46528,14,-1.6162,34,-0.6246,50,0.30469,92,1.30051
ENSG00000159189,C1QC,45,0.47347,33,-0.0680,22,-1.2198,50,0.60410,92,1.63113
ENSG00000173369,C1QB,70,0.54669,28,-0.9407,45,-0.4645,50,-0.0414,92,0.92612
ENSG00000133216,EPHB2,29,0.27164,28,0.21144,12,-1.9392,50,1.13740,92,2.24174
ENSG00000004487,KDM1A,20,-1.0562,17,-1.2428,39,-0.0235,50,0.36664,92,1.36834
ENSG00000169641,LUZP1,7,-2.3491,51,0.65315,29,-0.4993,50,0.60999,92,1.63771
ENSG00000125944,HNRNPR,143,-0.5181,73,-1.4965,109,-1.6100,50,-2.0395,1261,3.55548
ENSG00000117318,ID3,86,1.48996,86,1.28174,13,-2.5467,50,0.39228,92,1.39650
ENSG00000142676,RPL11,1075,1.51625,429,-0.1843,445,-0.2904,50,-3.3592,92,-2.4817
ENSG00000011007,ELOA,19,-0.5669,9,-1.5761,19,-0.9464,50,1.02611,92,2.11150
ENSG00000057757,PITHD1,133,-0.9613,268,0.17500,305,1.17094,50,-2.3356,92,-1.4480
ENSG00000011009,LYPLA2,10,-2.0931,64,0.73750,37,-0.2904,50,0.34486,92,1.34446
ENSG00000117308,GALE,3,-2.7335,15,-0.5622,14,-1.1633,50,1.37925,92,2.53128
ENSG00000117305,HMGCL,31,0.17261,7,-2.0988,19,-1.0988,50,0.91346,92,1.98132
ENSG00000179163,FUCA1,15,-1.0577,12,-1.3052,26,-0.5246,50,0.81179,92,1.86512
ENSG00000189266,PNRC2,80,0.63026,70,0.36583,44,-0.7471,50,-0.1654,92,0.79359
ENSG00000188529,SRSF10,51,-0.0725,15,-1.8817,55,0.07082,50,-0.1019,92,0.86131
ENSG00000001460,STPG1,8,-1.4872,17,-0.3351,12,-1.4695,50,1.40585,92,2.56375
ENSG00000001461,NIPAL3,195,0.65677,116,-0.2302,70,-1.7685,595,2.62011,92,-0.5867
ENSG00000117602,RCAN3,12,-1.5291,56,0.93040,23,-0.9336,50,0.75289,92,1.79831
ENSG00000133226,SRRM1,64,0.30188,45,-0.2951,48,-0.3797,50,-0.1153,92,0.84701
ENSG00000169504,CLIC4,286,1.43594,87,-0.6527,36,-2.9912,694,2.99594,92,-0.5715
ENSG00000117614,SYF2,59,-0.0158,35,-0.7940,60,0.02056,50,-0.2669,92,0.68575
ENSG00000117616,RSRP1,85,0.77776,34,-0.7523,46,-0.5800,50,-0.1429,92,0.81754
ENSG00000183726,TMEM50A,129,0.98874,35,-1.1300,67,-0.3771,50,-0.6102,92,0.32401
ENSG00000204178,MACO1,26,-0.4125,16,-1.0948,28,-0.5735,50,0.63735,92,1.66831
ENSG00000157978,LDLRAP1,111,2.66719,16,-1.0079,4,-4.2184,50,0.73995,92,1.78369
ENSG00000117643,MAN1C1,33,0.24778,29,0.01834,17,-1.4868,50,0.90457,92,1.97111
ENSG00000162430,SELENON,56,0.41087,58,0.43347,32,-0.9347,50,0.21120,92,1.19864
ENSG00000117640,MTFR1L,42,-0.7371,71,0.09916,71,0.24871,50,-0.4314,92,0.51188
ENSG00000182749,PAQR7,7,-1.7571,14,-0.6172,14,-1.2939,50,1.37677,92,2.52827
ENSG00000117632,STMN1,1390,0.73048,1292,0.53545,972,0.20582,50,-4.2970,92,-3.4241
ENSG00000175087,PDIK1L,11,-0.8750,0,-6.2297,12,-1.4572,50,1.50563,92,2.68672
ENSG00000142684,ZNF593,25,-1.0253,79,0.84453,42,-0.3678,50,0.11796,92,1.09761
ENSG00000142669,SH3BGRL3,220,-0.2468,518,1.15442,219,-0.5017,504,1.10808,92,-1.5391
ENSG00000158062,UBXN11,4,-2.7185,12,-1.1180,20,-0.6721,50,1.12754,92,2.23014
ENSG00000117682,DHDDS,13,-1.3039,53,0.87235,22,-0.9869,50,0.77418,92,1.82242
ENSG00000198830,HMGN2,287,1.07529,58,-1.5290,162,0.06473,50,-1.7350,92,-0.8371
ENSG00000117676,RPS6KA1,25,0.24568,4,-2.2733,11,-1.7917,50,1.33119,92,2.47297
ENSG00000117713,ARID1A,52,-0.2146,66,0.16767,57,-0.1213,50,-0.2611,92,0.69184
ENSG00000060642,PIGV,17,-0.5346,14,-0.8255,15,-1.3064,50,1.18805,92,2.30161
ENSG00000204160,ZDHHC18,8,-2.1458,91,1.60373,24,-1.0153,50,0.59916,92,1.62560
ENSG00000142751,GPN2,16,-0.9731,14,-1.1203,24,-0.6370,50,0.86034,92,1.92046
ENSG00000090273,NUDC,110,-0.3517,102,-0.4454,163,0.80946,50,-1.5065,92,-0.6033
ENSG00000253368,TRNP1,3,-4.2145,83,0.66203,59,0.36430,50,-0.1242,92,0.83755
ENSG00000090020,SLC9A1,5,-2.5491,29,0.10641,21,-0.7682,50,0.99836,92,2.07928
ENSG00000142784,WDTC1,36,-0.2573,27,-0.6753,38,-0.3256,50,0.26796,92,1.26041
ENSG00000186501,TMEM222,65,-0.2511,98,0.42242,76,0.03633,50,-0.6159,92,0.31810
ENSG00000158195,WASF2,107,0.24631,3,-5.0449,25,-2.9947,702,4.03279,92,-0.0206
ENSG00000126705,AHDC1,15,-1.3373,12,-1.5684,35,-0.0798,50,0.52965,92,1.54823
ENSG00000126709,IFI6,81,-1.6138,1148,2.98406,179,-0.6947,50,-2.2249,92,-1.3357
ENSG00000009780,FAM76A,21,-0.2503,0,-6.5086,16,-1.1383,50,1.16821,92,2.27811
ENSG00000117758,STX12,103,-0.0046,60,-0.8296,116,0.51291,50,-1.0906,92,-0.1754
ENSG00000117751,PPP1R8,54,0.44312,35,-0.2994,33,-0.7957,50,0.27509,92,1.26819
ENSG00000117748,RPA2,42,-0.5406,21,-1.5667,65,0.38126,50,-0.2433,92,0.71080
ENSG00000126698,DNAJC8,114,0.09193,91,-0.2644,118,0.35512,50,-1.1677,92,-0.2550
ENSG00000130770,ATP5IF1,161,-1.6204,397,-0.1740,614,1.83138,50,-3.2357,92,-2.3574
ENSG00000204138,PHACTR4,24,0.08928,15,-0.5841,11,-1.8586,50,1.29345,92,2.42746
ENSG00000242125,SNHG3,11,-1.0244,14,-0.6264,13,-1.3997,50,1.32978,92,2.47126
ENSG00000180098,TRNAU1AP,27,-0.0702,9,-1.6420,19,-1.0489,50,0.94390,92,2.01633
ENSG00000197989,SNHG12,8,-1.6768,30,0.37507,15,-1.2884,50,1.19603,92,2.31108
ENSG00000120656,TAF12,20,-0.5284,28,0.04887,18,-1.1856,50,0.96719,92,2.04321
ENSG00000198492,YTHDF2,55,-1.2461,88,-0.4656,69,-1.5119,705,3.31400,92,-0.4020
ENSG00000159023,EPB41,8,-1.8213,35,0.47168,18,-1.0937,50,1.06346,92,2.15502
ENSG00000116350,SRSF4,50,-1.6481,36,-2.0469,46,-2.6722,50,-1.5541,1279,4.78791
ENSG00000116353,MECR,10,-1.7599,37,0.24420,26,-0.6055,50,0.74723,92,1.79192
ENSG00000060656,PTPRU,19,-1.2365,132,1.91572,29,-1.0825,50,0.27523,92,1.26834
ENSG00000162511,LAPTM5,106,0.81864,95,0.54953,53,-0.7615,50,-0.4451,92,0.49737
ENSG00000162512,SDC3,111,-0.3116,94,-0.5435,160,0.80222,50,-1.4791,92,-0.5752
ENSG00000134644,PUM1,52,-1.3133,83,-0.5345,150,1.18156,50,-1.2843,92,-0.3752
ENSG00000060688,SNRNP40,43,-1.0143,33,-1.3622,19,-3.1726,684,4.46471,92,0.20121
ENSG00000121766,ZCCHC17,51,-1.0499,130,0.44278,113,0.58675,50,-1.0215,92,-0.1040
ENSG00000121769,FABP3,17,-1.4654,25,-0.8350,45,0.15094,50,0.24412,92,1.23445
ENSG00000162517,PEF1,52,-0.5783,69,-0.0964,81,0.35180,50,-0.5931,92,0.34197
ENSG00000084636,COL16A1,65,1.17712,2,-4.1813,21,-1.3628,50,0.61922,92,1.64801
ENSG00000121753,ADGRB2,31,-1.3680,63,-0.2059,84,0.64958,50,-0.5541,92,0.38286
ENSG00000184007,PTP4A2,568,1.59302,135,-0.9246,145,-1.4874,679,1.68781,92,-1.4923
ENSG00000121774,KHDRBS1,128,0.03470,107,-0.2438,141,0.47523,50,-1.3841,92,-0.4778
ENSG00000121775,TMEM39B,14,-0.7108,0,-6.3292,13,-1.2964,50,1.38365,92,2.53664
ENSG00000025800,KPNA6,22,-2.7777,25,-2.4686,40,-2.7956,50,-1.4607,1279,5.11411
ENSG00000084652,TXLNA,34,-0.2897,39,-0.0426,34,-0.5279,50,0.34088,92,1.34010
ENSG00000160050,CCDC28B,10,-1.2420,6,-1.8582,14,-1.2604,50,1.38776,92,2.54166
ENSG00000084623,EIF3I,93,-0.1115,68,-0.5778,111,0.49218,50,-1.0305,92,-0.1133
ENSG00000116478,HDAC1,34,0.37616,2,-3.3583,18,-1.2452,50,0.97688,92,2.05441
ENSG00000175130,MARCKSL1,1552,2.68197,44,-3.4050,233,-1.7390,655,0.62185,92,-2.3547
ENSG00000160058,BSDC1,63,0.22408,57,0.06488,49,-0.4118,50,-0.1397,92,0.82102
ENSG00000176261,ZBTB8OS,32,-0.6651,76,0.72958,43,-0.3942,50,0.06642,92,1.04200
ENSG00000162521,RBBP4,125,0.43352,127,0.42229,93,-0.1545,50,-1.0043,92,-0.0862
ENSG00000162522,KIAA1522,2,-3.2997,0,-5.9944,14,-1.0077,50,1.49542,92,2.67405
ENSG00000134684,YARS,53,-1.0389,91,-0.1421,120,0.82466,50,-1.0495,92,-0.1329
ENSG00000116497,S100PBP,30,-0.5776,40,-0.1019,39,-0.2990,50,0.24591,92,1.23639
ENSG00000160097,FNDC5,6,-2.1620,0,-5.8914,18,-0.7109,50,1.24249,92,2.36639
ENSG00000121905,HPCA,3,-4.1636,1,-5.5529,67,1.15586,50,-0.0739,92,0.89130
ENSG00000121900,TMEM54,28,-0.6535,9,-2.2681,43,0.04393,50,0.26311,92,1.25513
ENSG00000116514,RNF19B,14,-1.3462,21,-0.7403,31,-0.2874,50,0.60856,92,1.63610
ENSG00000004455,AK2,87,0.98951,31,-0.7243,38,-0.8480,50,-0.0082,92,0.96171
ENSG00000142920,AZIN2,34,0.31706,12,-1.3050,18,-1.2956,50,0.93453,92,2.00554
ENSG00000116525,TRIM62,30,0.60052,0,-6.3461,10,-2.0106,50,1.36308,92,2.51162
ENSG00000160094,ZNF362,27,0.27463,4,-2.3754,13,-1.6224,50,1.23018,92,2.35170
ENSG00000134686,PHC2,114,0.15876,66,-0.6966,52,-1.8443,550,3.03600,92,-0.1886
ENSG00000121904,CSMD2,3,-2.8368,9,-1.3130,15,-1.0225,50,1.37532,92,2.52650
ENSG00000163866,SMIM12,30,-1.2638,55,-0.2615,74,0.52467,50,-0.4029,92,0.54189
ENSG00000116544,DLGAP3,0,-5.4953,26,-0.0513,22,-0.5750,50,1.00060,92,2.08188
ENSG00000163867,ZMYM6,13,-1.0375,16,-0.6502,18,-1.0506,50,1.11699,92,2.21773
ENSG00000116560,SFPQ,163,0.37371,103,-0.3786,142,0.31580,50,-1.4541,92,-0.5497
ENSG00000146463,ZMYM4,31,-0.5410,24,-0.8823,41,-0.1561,50,0.25923,92,1.25090
ENSG00000142687,KIAA0319L,33,-0.9664,92,0.67201,61,0.01032,50,-0.2871,92,0.66428
ENSG00000020129,NCDN,53,-2.6190,172,-0.7809,414,2.29037,50,-2.6004,92,-1.7161
ENSG00000126067,PSMB2,124,-0.0089,94,-0.4279,142,0.54945,50,-1.3759,92,-0.4694
ENSG00000142686,C1orf216,22,-1.6583,65,0.07190,69,0.46837,50,-0.3252,92,0.62392
ENSG00000134698,AGO4,20,-0.1036,0,-6.3213,12,-1.5907,50,1.39330,92,2.54841
ENSG00000092847,AGO1,29,-0.3042,28,-0.3344,29,-0.6684,50,0.55429,92,1.57561
ENSG00000126070,AGO3,42,0.42849,14,-1.2865,23,-1.0336,50,0.67487,92,1.71038
ENSG00000116863,ADPRHL2,33,-0.1222,34,-0.0623,27,-0.8222,50,0.55395,92,1.57523
ENSG00000054116,TRAPPC3,42,-0.8200,101,0.59737,71,0.12786,50,-0.4870,92,0.45326
ENSG00000116871,MAP7D1,380,1.13598,306,0.64106,181,-0.4129,50,-2.1049,92,-1.2139
ENSG00000054118,THRAP3,59,-0.0899,54,-0.2024,62,-0.0279,50,-0.3286,92,0.62032
ENSG00000196182,STK40,14,-0.7272,25,0.13735,12,-1.6368,50,1.28696,92,2.41966
ENSG00000181817,LSM10,31,-0.9693,54,-0.0613,59,0.19237,50,-0.1712,92,0.78740
ENSG00000116885,OSCP1,3,-3.1359,4,-2.7485,26,-0.2096,50,0.92985,92,2.00015
ENSG00000116898,MRPS15,28,-1.0065,37,-0.4893,54,0.21247,50,-0.0431,92,0.92427
ENSG00000163873,GRIK3,12,-1.1071,0,-6.5119,19,-0.8128,50,1.16439,92,2.27360
ENSG00000163875,MEAF6,42,-1.6649,64,-0.9520,159,1.44268,50,-1.3171,92,-0.4089
