Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to11,Feature log2 fold change topic 9to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000116213,WRAP73,13,-0.9419,21,-0.2508,43,0.89509,8,-1.6501,15,-0.7616,7,-1.8556,5,-2.2058,19,-0.4478,50,1.13357,92,2.23723
ENSG00000130764,LRRC47,33,-2.0013,73,-0.8561,101,-0.3550,67,-1.0397,104,-0.3136,86,-0.5977,81,-0.6847,108,-0.3011,627,2.86332,92,-0.5023
ENSG00000116198,CEP104,39,0.36430,42,0.48245,27,-0.1863,19,-0.7913,17,-0.8774,21,-0.5888,18,-0.8427,19,-0.8221,50,0.76384,92,1.81071
ENSG00000198912,C1orf174,21,-0.4037,22,-0.2978,0,-6.6500,15,-0.9594,20,-0.4539,40,0.64476,17,-0.6915,19,-0.5958,50,1.00025,92,2.08147
ENSG00000196581,AJAP1,19,-0.9336,28,-0.3405,0,-7.0347,25,-0.5497,49,0.53814,16,-1.1517,33,-0.0813,39,0.21818,50,0.56229,92,1.58451
ENSG00000069424,KCNAB2,6,-3.5555,14,-2.4589,74,0.00374,89,0.31506,106,0.57466,92,0.33757,102,0.50700,82,0.20579,50,-0.5936,92,0.34145
ENSG00000116254,CHD5,1,-5.5100,6,-3.6344,61,-0.3503,90,0.27825,123,0.75189,86,0.17963,107,0.52897,97,0.44712,50,-0.6487,92,0.28375
ENSG00000116251,RPL22,916,1.34709,572,0.55720,495,0.32457,378,-0.1047,239,-0.8015,304,-0.4317,384,-0.0722,475,0.31791,50,-3.0944,92,-2.2149
ENSG00000116237,ICMT,29,-0.6261,48,0.13075,38,-0.2501,40,-0.1915,49,0.16686,43,-0.0520,32,-0.5173,39,-0.2440,50,0.19024,92,1.17588
ENSG00000097021,ACOT7,41,-2.6927,95,-1.4610,289,0.23460,177,-0.5623,690,1.70248,221,-0.1824,361,0.59348,346,0.65836,50,-2.3911,92,-1.5042
ENSG00000162408,NOL9,12,-1.6324,27,-0.4156,4,-3.1347,37,0.03144,32,-0.1622,38,0.07709,19,-0.9865,40,0.20359,50,0.52082,92,1.53843
ENSG00000162413,KLHL21,29,-0.5617,79,1.00908,12,-1.8869,29,-0.6160,29,-0.5917,39,-0.1363,30,-0.5229,44,0.06835,50,0.26958,92,1.26218
ENSG00000116273,PHF13,14,-0.8848,20,-0.3442,0,-6.5888,15,-0.8631,16,-0.7048,30,0.26294,14,-0.9430,22,-0.2551,50,1.07358,92,2.16685
ENSG00000041988,THAP3,11,-1.2599,22,-0.2827,4,-2.5254,13,-1.0577,21,-0.3291,19,-0.4399,17,-0.6113,25,-0.0788,50,1.04575,92,2.13436
ENSG00000007923,DNAJC11,12,-1.6483,31,-0.2128,22,-0.7415,28,-0.3927,49,0.50391,47,0.42763,22,-0.6939,27,-0.4746,50,0.53786,92,1.55735
ENSG00000171735,CAMTA1,71,-1.1521,69,-1.1942,77,-1.0281,192,0.40755,183,0.28862,274,0.94645,145,-0.0733,210,0.64176,50,-1.6682,92,-0.7689
ENSG00000049245,VAMP3,201,1.61719,296,2.35982,8,-3.1827,41,-0.9709,61,-0.3352,54,-0.5102,50,-0.6436,29,-1.5962,50,-0.6264,92,0.30707
ENSG00000049246,PER3,25,-0.4469,40,0.31239,0,-6.9522,28,-0.2694,6,-2.3998,38,0.23095,21,-0.7102,34,0.04249,50,0.65525,92,1.68836
ENSG00000116288,PARK7,283,-0.1137,255,-0.2741,386,0.37140,295,-0.0574,408,0.46041,210,-0.5745,492,0.76669,399,0.52768,50,-2.6890,92,-1.8057
ENSG00000116285,ERRFI1,16,-0.8292,42,0.70956,0,-6.6672,17,-0.7424,33,0.29497,18,-0.5994,10,-1.5302,19,-0.6102,50,0.98196,92,2.06029
ENSG00000162426,SLC45A1,4,-3.2174,13,-1.4878,66,1.00977,14,-1.4599,38,0.11630,38,0.13373,21,-0.8000,36,0.04167,50,0.55618,92,1.57772
ENSG00000142599,RERE,57,-0.5616,58,-0.5544,68,-0.2971,78,-0.1079,138,0.80776,74,-0.1699,96,0.22376,96,0.28868,50,-0.7671,92,0.16009
ENSG00000074800,ENO1,401,-0.2470,344,-0.4837,606,0.40190,457,-0.0481,636,0.47836,622,0.44201,623,0.44622,596,0.46171,87,-2.5252,92,-2.4421
ENSG00000171612,SLC25A33,53,-0.0150,44,-0.2946,21,-1.3666,69,0.45352,32,-0.7675,49,-0.1290,46,-0.2165,56,0.08173,50,-0.0970,92,0.86654
ENSG00000188807,TMEM201,17,-0.6434,23,-0.1916,21,-0.2965,13,-1.0500,26,0.02859,13,-1.0587,10,-1.3488,18,-0.5873,50,1.07617,92,2.16988
ENSG00000171603,CLSTN1,180,-0.7878,210,-0.5501,369,0.32257,267,-0.2025,377,0.35530,402,0.45898,304,0.01710,464,0.88089,50,-2.6685,92,-1.7850
ENSG00000178585,CTNNBIP1,44,-0.0401,45,-0.0229,42,-0.1055,31,-0.6010,59,0.40146,47,0.03880,43,-0.0767,35,-0.4544,50,0.15233,92,1.13479
ENSG00000162441,LZIC,112,1.53560,67,0.65879,7,-2.7180,38,-0.2483,24,-0.9139,38,-0.2365,32,-0.5074,25,-0.9729,50,0.20479,92,1.19168
ENSG00000162444,RBP7,66,1.43506,126,2.68276,0,-6.6838,8,-1.9370,4,-2.7615,3,-3.1451,0,-7.0243,0,-6.0148,50,0.96261,92,2.03792
ENSG00000130939,UBE4B,28,-0.8553,58,0.23825,44,-0.1844,36,-0.5400,55,0.15265,44,-0.1981,52,0.06591,51,0.04523,50,0.00419,92,0.97505
ENSG00000054523,KIF1B,168,-0.5218,435,0.98405,161,-0.5847,260,0.16436,296,0.35619,314,0.45005,237,0.00797,265,0.22273,50,-2.3155,92,-1.4277
ENSG00000142657,PGD,34,-1.0468,58,-0.2590,80,0.23130,62,-0.1713,82,0.27400,50,-0.4985,60,-0.2167,88,0.48196,50,-0.4865,92,0.45386
ENSG00000160049,DFFA,54,0.34121,51,0.25063,43,-0.0318,34,-0.3892,48,0.14491,34,-0.3689,30,-0.5584,32,-0.5640,50,0.21931,92,1.20746
ENSG00000142655,PEX14,1,-4.3576,30,-0.2391,49,0.51736,16,-1.2195,47,0.42070,32,-0.1680,33,-0.0971,31,-0.2252,50,0.53910,92,1.55873
ENSG00000120948,TARDBP,91,0.35465,93,0.38817,62,-0.2402,51,-0.5928,61,-0.2764,79,0.12447,53,-0.4736,87,0.35226,50,-0.5643,92,0.37214
ENSG00000116649,SRM,29,-1.6701,56,-0.6759,96,0.13229,67,-0.4528,110,0.35581,90,0.03976,89,0.02323,132,0.81919,50,-0.8540,92,0.06967
ENSG00000171824,EXOSC10,24,-0.5130,28,-0.2602,17,-1.0500,20,-0.8523,32,-0.0730,37,0.13628,37,0.17379,26,-0.4314,50,0.63851,92,1.66960
ENSG00000198793,MTOR,19,-1.2727,29,-0.6812,7,-2.7181,40,-0.1870,60,0.44757,64,0.55063,21,-1.1161,55,0.36191,50,0.16203,92,1.14530
ENSG00000120942,UBIAD1,25,0.24791,28,0.41382,0,-6.3398,6,-1.8654,15,-0.5217,9,-1.3330,16,-0.4458,11,-1.1918,50,1.37082,92,2.52103
ENSG00000116661,FBXO2,289,0.64100,73,-1.4790,263,0.48869,224,0.25690,362,1.01525,143,-0.4641,232,0.28751,186,-0.0681,50,-2.0203,92,-1.1278
ENSG00000132879,FBXO44,22,-2.0722,49,-0.8940,90,0.02539,67,-0.4635,159,0.94119,100,0.19683,69,-0.3712,128,0.73630,50,-0.8589,92,0.06461
ENSG00000116663,FBXO6,1,-5.4414,3,-4.4693,0,-8.0195,9,-3.1882,13,-2.4543,1,-5.3311,5,-3.7484,26,-1.6547,704,5.27968,92,0.41944
ENSG00000116670,MAD2L2,42,0.14243,44,0.20914,85,1.30996,18,-1.1554,21,-0.8671,21,-0.8689,12,-1.6642,30,-0.4178,50,0.42854,92,1.43641
ENSG00000177674,AGTRAP,39,0.72638,28,0.18312,21,-0.2704,12,-1.1522,16,-0.6514,8,-1.5771,9,-1.5589,12,-1.2627,50,1.13091,92,2.23410
ENSG00000177000,MTHFR,16,-0.4901,13,-0.8837,10,-1.2321,7,-1.8732,19,-0.2994,10,-1.1902,16,-0.5601,19,-0.3274,50,1.27522,92,2.40557
ENSG00000011021,CLCN6,26,-1.8064,72,-0.3060,93,0.09439,75,-0.2532,164,1.00653,100,0.20247,114,0.40851,93,0.10836,50,-0.8521,92,0.07167
ENSG00000116685,KIAA2013,44,-0.1766,92,0.98323,37,-0.4523,41,-0.3202,45,-0.1536,29,-0.7912,24,-1.0937,50,0.01476,50,0.01625,92,0.98801
ENSG00000083444,PLOD1,16,-1.5537,30,-0.6113,89,1.13539,27,-0.8010,43,-0.0564,20,-1.1903,22,-1.0615,53,0.35420,50,0.19776,92,1.18404
ENSG00000116688,MFN2,81,-0.2859,66,-0.6023,62,-0.6979,121,0.37948,148,0.66242,123,0.36895,81,-0.2796,107,0.17785,50,-1.0060,92,-0.0879
ENSG00000116691,MIIP,7,-1.8976,23,-0.0836,21,-0.2396,4,-2.7336,10,-1.3918,32,0.40101,20,-0.3615,20,-0.3827,50,1.12635,92,2.22873
ENSG00000048707,VPS13D,30,-0.7023,51,0.13143,67,0.55433,39,-0.3118,50,0.11151,35,-0.4658,21,-1.2118,46,-0.0482,50,0.10076,92,1.07904
ENSG00000162496,DHRS3,53,0.80044,7,-2.2758,9,-1.8644,32,-0.0167,12,-1.4153,16,-1.0393,25,-0.3614,30,-0.1338,50,0.69955,92,1.73814
ENSG00000162493,PDPN,36,0.82866,6,-1.7805,0,-6.3350,17,-0.4020,4,-2.2867,12,-0.8539,14,-0.6048,10,-1.2783,50,1.37665,92,2.52812
ENSG00000116731,PRDM2,26,-0.4151,55,0.79454,26,-0.3725,27,-0.3358,28,-0.2943,23,-0.5582,16,-1.0966,22,-0.7561,50,0.63139,92,1.66163
ENSG00000189337,KAZN,78,0.21425,148,1.26338,6,-3.4331,46,-0.6509,43,-0.6887,68,0.01087,47,-0.5621,86,0.46499,50,-0.4649,92,0.47657
ENSG00000142634,EFHD2,26,-1.2614,13,-2.2478,22,-1.4877,32,-1.0065,155,1.57917,46,-0.4070,70,0.25592,79,0.54586,50,-0.2603,92,0.69273
ENSG00000116138,DNAJC16,8,-1.8787,27,-0.1666,20,-0.5798,22,-0.5226,28,-0.1158,21,-0.5117,22,-0.4743,26,-0.2711,50,0.81526,92,1.86906
ENSG00000197312,DDI2,10,-1.2882,25,0.08544,13,-0.9498,13,-0.9906,14,-0.8188,17,-0.5422,19,-0.3137,15,-0.8330,50,1.20175,92,2.31787
ENSG00000116786,PLEKHM2,34,-0.5242,29,-0.7822,31,-0.6599,45,-0.1029,47,-0.0289,54,0.16649,50,0.05744,50,0.05929,50,0.05554,92,1.03028
ENSG00000065526,SPEN,43,0.12607,61,0.67610,17,-1.3013,32,-0.3644,20,-1.0667,29,-0.4646,29,-0.5087,38,-0.0923,50,0.35765,92,1.35848
ENSG00000116809,ZBTB17,14,-0.7078,26,0.20077,8,-1.4580,15,-0.6233,11,-1.0093,9,-1.3405,14,-0.7595,13,-0.9590,50,1.28505,92,2.41736
ENSG00000185519,FAM131C,12,-1.3706,35,0.19534,76,1.47256,14,-1.2914,25,-0.3411,23,-0.4551,22,-0.5404,13,-1.4142,50,0.76449,92,1.81145
ENSG00000288398,AL109627.1,10,-1.2032,4,-2.6248,13,-0.8633,19,-0.3843,13,-0.8845,15,-0.6909,16,-0.5498,18,-0.4297,50,1.21314,92,2.33140
ENSG00000037637,FBXO42,7,-2.3581,16,-1.1762,74,1.22974,20,-0.8625,32,-0.1217,47,0.48305,20,-0.8343,24,-0.6384,50,0.57708,92,1.60098
ENSG00000055070,SZRD1,49,0.34773,70,0.90404,42,0.09945,34,-0.2487,27,-0.5588,27,-0.5951,26,-0.6138,21,-1.1070,50,0.37104,92,1.37317
ENSG00000157191,NECAP2,56,1.06828,36,0.34006,14,-1.0295,15,-1.0793,10,-1.5447,17,-0.8149,18,-0.6989,17,-0.8973,50,0.88535,92,1.94907
ENSG00000219481,NBPF1,44,0.26067,60,0.76127,28,-0.4403,17,-1.2838,37,-0.0247,38,0.01797,34,-0.1490,23,-0.8328,50,0.46015,92,1.47128
ENSG00000058453,CROCC,12,-0.9006,16,-0.4545,5,-2.1287,9,-1.3805,16,-0.4253,7,-1.6387,18,-0.2701,15,-0.6003,50,1.37362,92,2.52443
ENSG00000238142,BX284668.5,18,-0.5839,7,-1.9934,33,0.35804,12,-1.2796,21,-0.3591,11,-1.2395,25,-0.0646,20,-0.4599,50,1.03786,92,2.12516
ENSG00000159363,ATP13A2,16,-3.2789,46,-1.7597,190,0.38069,129,-0.2469,234,0.71524,187,0.35342,164,0.14769,234,0.92013,50,-1.6405,92,-0.7406
ENSG00000117118,SDHB,66,-0.4143,115,0.44679,53,-0.7384,75,-0.2368,89,0.04499,118,0.50007,86,-0.0086,101,0.30226,50,-0.8265,92,0.09831
ENSG00000117115,PADI2,449,2.66685,463,2.73336,11,-3.1652,58,-0.8675,9,-3.5585,47,-1.1275,10,-3.3359,15,-3.0248,50,-1.0397,92,-0.1228
ENSG00000179051,RCC2,19,-0.8154,32,-0.0450,54,0.80689,28,-0.2536,22,-0.5798,10,-1.7616,16,-1.0244,24,-0.5319,50,0.67892,92,1.71493
ENSG00000074964,ARHGEF10L,29,-1.6001,12,-2.8456,45,-0.9739,29,-1.6923,19,-2.2076,19,-2.2124,32,-1.4894,33,-1.6160,707,4.36460,92,0.11102
ENSG00000117154,IGSF21,19,-1.1453,27,-0.6178,0,-7.2523,56,0.53695,23,-0.8717,49,0.26932,21,-0.9768,46,0.23728,50,0.32022,92,1.31748
ENSG00000159423,ALDH4A1,34,-0.0872,15,-1.3148,10,-1.8534,50,0.57180,29,-0.3274,29,-0.3337,17,-1.1515,30,-0.3030,50,0.53056,92,1.54924
ENSG00000127463,EMC1,15,-1.7884,31,-0.6612,52,0.09207,36,-0.4949,63,0.40774,49,0.00456,48,-0.0363,54,0.18897,50,0.04653,92,1.02058
ENSG00000053372,MRTO4,18,-0.9934,16,-1.1645,35,-0.0276,27,-0.4425,48,0.44100,25,-0.5354,49,0.49744,26,-0.5891,50,0.52723,92,1.54554
ENSG00000053371,AKR7A2,55,-0.2492,71,0.14890,51,-0.3418,76,0.28063,49,-0.4041,68,0.08644,48,-0.4430,66,0.06531,50,-0.3790,92,0.56712
ENSG00000040487,SLC66A1,9,-1.1194,9,-1.1148,3,-2.6849,13,-0.6588,18,-0.1160,12,-0.7206,6,-1.6508,10,-1.0871,50,1.50659,92,2.68791
ENSG00000077549,CAPZB,139,-0.4057,146,-0.3312,206,0.20351,155,-0.2558,294,0.77502,160,-0.1938,214,0.26454,172,-0.0970,276,0.67021,92,-1.0320
ENSG00000173436,MICOS10,121,-0.7527,120,-0.7651,190,-0.0617,209,0.09218,293,0.62628,213,0.11302,238,0.29224,279,0.68318,50,-2.0558,92,-1.1639
ENSG00000158747,NBL1,35,-1.9007,19,-2.7356,218,0.90966,104,-0.2950,160,0.39908,191,0.69072,191,0.69301,149,0.34990,50,-1.3654,92,-0.4586
ENSG00000162545,CAMK2N1,72,-2.2060,118,-1.4870,224,-0.5209,416,0.48932,232,-0.4685,489,0.70479,468,0.63241,344,0.17195,528,0.83220,92,-1.8510
ENSG00000090432,MUL1,30,-0.4808,35,-0.2556,55,0.46486,19,-1.2446,37,-0.1488,31,-0.4264,28,-0.5865,46,0.20812,50,0.31744,92,1.31445
ENSG00000183114,FAM43B,0,-7.6006,6,-4.6056,64,-1.1621,27,-2.5188,22,-2.7118,30,-2.2716,27,-2.4369,43,-1.9378,1367,5.25419,92,-0.6203
ENSG00000158828,PINK1,223,-0.5058,124,-1.3852,238,-0.4097,352,0.21613,495,0.74465,418,0.47040,382,0.32866,298,-0.0766,465,0.64278,92,-1.8320
ENSG00000244038,DDOST,26,-0.4626,22,-0.7328,41,0.25459,20,-0.8984,24,-0.5941,12,-1.5522,21,-0.7822,43,0.37196,50,0.56539,92,1.58796
ENSG00000117245,KIF17,0,-8.7939,0,-9.2188,7,-1.7074,7,-1.6801,17,-0.2993,6,-1.8471,8,-1.4309,28,0.51481,50,1.38535,92,2.53871
ENSG00000189410,SH2D5,0,-8.9135,0,-9.3384,0,-6.3749,13,-0.8951,21,-0.1579,26,0.16906,14,-0.8021,25,0.10553,50,1.24100,92,2.36461
ENSG00000127483,HP1BP3,146,0.03448,158,0.16241,67,-1.1392,160,0.19202,170,0.26975,187,0.42105,167,0.24795,167,0.29577,50,-1.5771,92,-0.6756
ENSG00000075151,EIF4G3,44,-1.0058,80,-0.0888,99,0.25042,81,-0.0707,101,0.27749,120,0.54639,109,0.40554,81,-0.0825,50,-0.7965,92,0.12947
ENSG00000117298,ECE1,40,0.43397,34,0.20297,72,1.40890,18,-0.8009,16,-0.9621,7,-2.0491,9,-1.7836,12,-1.5589,50,0.80397,92,1.85623
ENSG00000076864,RAP1GAP,13,-2.9810,41,-1.3606,24,-2.1721,79,-0.4289,197,1.05855,125,0.32377,156,0.67621,157,0.86779,50,-1.0770,92,-0.1614
ENSG00000090686,USP48,58,0.06008,86,0.68822,26,-1.1378,44,-0.3956,52,-0.0986,68,0.29995,48,-0.2330,53,-0.1112,50,-0.1689,92,0.78992
ENSG00000218510,LINC00339,8,-1.5675,16,-0.5934,6,-2.0480,14,-0.8576,10,-1.2858,26,0.16910,17,-0.5267,18,-0.4545,50,1.20924,92,2.32677
ENSG00000070831,CDC42,276,0.08083,351,0.46526,210,-0.3381,196,-0.4849,441,0.83501,346,0.44121,312,0.27434,312,0.33438,50,-2.4671,92,-1.5812
ENSG00000162552,WNT4,1,-3.8327,0,-7.9381,0,-6.4081,5,-2.3827,10,-1.1574,11,-1.1093,12,-0.9597,36,0.95157,50,1.28829,92,2.42125
ENSG00000173372,C1QA,89,1.25459,18,-1.2089,14,-1.6162,57,0.58015,11,-2.0042,36,-0.2108,41,-0.0106,23,-0.9850,50,0.30469,92,1.30051
ENSG00000159189,C1QC,77,1.31143,13,-1.4209,33,-0.0680,35,0.05190,2,-3.9981,35,0.02106,17,-1.0409,18,-1.0502,50,0.60410,92,1.63113
ENSG00000173369,C1QB,104,1.12758,37,-0.4952,28,-0.9407,58,0.19183,20,-1.4424,53,0.04858,44,-0.2471,42,-0.3525,50,-0.0414,92,0.92612
ENSG00000133216,EPHB2,6,-2.0027,52,1.18849,28,0.21144,6,-2.1317,17,-0.5186,18,-0.4780,9,-1.4846,12,-1.2182,50,1.13740,92,2.24174
ENSG00000004487,KDM1A,11,-1.8258,29,-0.4515,17,-1.2428,25,-0.7712,47,0.26234,26,-0.6608,58,0.59588,45,0.24615,50,0.36664,92,1.36834
ENSG00000169641,LUZP1,13,-1.4519,2,-4.0825,51,0.65315,33,-0.0620,18,-0.9706,39,0.20203,17,-1.0055,32,-0.1358,50,0.60999,92,1.63771
ENSG00000125944,HNRNPR,125,-0.6889,161,-0.2974,73,-1.4965,72,-1.5948,80,-1.3550,120,-0.7508,112,-0.8543,139,-0.6093,50,-2.0395,1261,3.55548
ENSG00000117318,ID3,145,2.24383,28,-0.5165,86,1.28174,34,-0.2075,0,-6.1834,7,-2.4638,7,-2.5004,8,-2.5605,50,0.39228,92,1.39650
ENSG00000142676,RPL11,1330,1.68759,820,0.84903,429,-0.1843,588,0.34109,283,-0.8212,418,-0.2260,386,-0.3458,432,-0.2051,50,-3.3592,92,-2.4817
ENSG00000011007,ELOA,23,-0.2165,14,-0.9123,9,-1.5761,17,-0.7363,37,0.53600,14,-0.9451,18,-0.5690,17,-0.7344,50,1.02611,92,2.11150
ENSG00000057757,PITHD1,93,-1.4271,172,-0.5083,268,0.17500,174,-0.5308,522,1.27251,243,0.02684,368,0.68747,318,0.56091,50,-2.3356,92,-1.4480
