Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Schizophrenia,Schizophrenia,Cells Transformed Fibroblast,C4A,ENSG00000244731.7,protein-coding,Summary-PrediXcan(S-PrediXcan),6.81E+00,1.01E-11,TWASP000054
Schizophrenia,Schizophrenia,Heart Left Ventricle,C4A,ENSG00000244731.7,protein-coding,Summary-PrediXcan(S-PrediXcan),8.83E+00,1.01E-18,TWASP000056
Schizophrenia,Schizophrenia,Heart Left Ventricle,C4A,ENSG00000244731.7,protein-coding,Summary-PrediXcan(S-PrediXcan),8.83E+00,1.01E-18,TWASP000054
Schizophrenia,Schizophrenia,Brain Cortex,DUS2,ENSG00000167264.17,protein-coding,FUSION,4.41E+00,1.02E-05,TWASP000050
Schizophrenia,Schizophrenia,Brain,RP11-451F14.1,ENSG00000270799.1,processed_pseudogene,FUSION,-4.89E+00,1.02E-06,TWASP000004
Schizophrenia,Schizophrenia,Whole Blood,MAP7D1,ENSG00000116871.15,protein-coding,FUSION,-4.89E+00,1.02E-06,TWASP000123
Schizophrenia,Schizophrenia,Pituitary,TOM1L2,ENSG00000175662.17,protein-coding,FUSION,4.89E+00,1.02E-06,TWASP000003
Schizophrenia,Schizophrenia,Whole Blood,ZNF664,ENSG00000179195.15,protein-coding,Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR),-6.67E-02,1.02E-06,TWASP000090
Schizophrenia,Schizophrenia,Blood,SRA1,ENSG00000213523.10,protein-coding,FUSION,-4.89E+00,1.02E-06,TWASP000003
Schizophrenia,Schizophrenia,Artery Tibia,NAGA,ENSG00000198951.11,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.02E-07,TWASP000054
Schizophrenia,Schizophrenia,Artery Tibia,NAGA,ENSG00000198951.11,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.02E-07,TWASP000056
Schizophrenia,Schizophrenia,Brain,LETM2,ENSG00000165046.12,protein-coding,FUSION,-5.32E+00,1.02E-07,TWASP000083
Schizophrenia,Schizophrenia,Brain,FURIN,ENSG00000140564.11,protein-coding,FUSION,-5.32E+00,1.02E-07,TWASP000004
Schizophrenia,Schizophrenia,Peripheral Blood,FES,ENSG00000182511.11,protein-coding,Summary data-based Mendelian Randomization(SMR),1.43E-01,1.02E-07,TWASP000100
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,TYW5,ENSG00000162971.10,protein-coding,FUSION,-5.73E+00,1.02E-08,TWASP000073
Schizophrenia,Schizophrenia,Skin Sun Exposed,ZFP57,ENSG00000204644.9,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.46E+00,1.02E-10,TWASP000054
Schizophrenia,Schizophrenia,Skin Sun Exposed,ZFP57,ENSG00000204644.9,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.46E+00,1.02E-10,TWASP000056
Schizophrenia,Schizophrenia,Small Intestine-Terminal Ileum,AS3MT,ENSG00000214435.7,protein-coding,Summary-PrediXcan(S-PrediXcan),7.74E+00,1.02E-14,TWASP000054
Schizophrenia,Schizophrenia,Small Intestine-Terminal Ileum,AS3MT,ENSG00000214435.7,protein-coding,Summary-PrediXcan(S-PrediXcan),7.74E+00,1.02E-14,TWASP000056
Schizophrenia,Schizophrenia,Lung,C4A,ENSG00000244731.7,protein-coding,Summary-PrediXcan(S-PrediXcan),8.57E+00,1.02E-17,TWASP000054
Schizophrenia,Schizophrenia,Lung,C4A,ENSG00000244731.7,protein-coding,Summary-PrediXcan(S-PrediXcan),8.57E+00,1.02E-17,TWASP000056
Schizophrenia,Schizophrenia,Brain,GSTO2,ENSG00000065621.14,protein-coding,FUSION,-4.41E+00,1.03E-05,TWASP000050
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,ZMAT2,ENSG00000146007.10,protein-coding,FUSION,4.89E+00,1.03E-06,TWASP000022
Schizophrenia,Schizophrenia,Brain,GATAD2A,ENSG00000167491.17,protein-coding,FUSION,4.89E+00,1.03E-06,TWASP000003
Schizophrenia,Schizophrenia,Brain Hippocampus,ANKRD45,ENSG00000183831.6,protein-coding,FUSION,-4.89E+00,1.03E-06,TWASP000022
Schizophrenia,Schizophrenia,Brain,LINC01068,ENSG00000227676.3,lincRNA,FUSION,-5.32E+00,1.03E-07,TWASP000083
Schizophrenia,Schizophrenia,Whole Blood,MPHOSPH9,ENSG00000051825.14,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.03E-07,TWASP000056
Schizophrenia,Schizophrenia,Spleen,ADAMTS7,ENSG00000136378.14,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.32E+00,1.03E-07,TWASP000054
Schizophrenia,Schizophrenia,Brain,JKAMP,ENSG00000050130.17,protein-coding,FUSION,-5.32E+00,1.03E-07,TWASP000004
Schizophrenia,Schizophrenia,Whole Blood,MPHOSPH9,ENSG00000051825.14,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.03E-07,TWASP000054
Schizophrenia,Schizophrenia,Spleen,ADAMTS7,ENSG00000136378.14,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.32E+00,1.03E-07,TWASP000056
Schizophrenia,Schizophrenia,Brain,AS3MT,ENSG00000214435.7,protein-coding,FUSION,5.73E+00,1.03E-08,TWASP000004
Schizophrenia,Schizophrenia,Brain,AS3MT,ENSG00000214435.7,protein-coding,FUSION,5.73E+00,1.03E-08,TWASP000083
Schizophrenia,Schizophrenia,Whole Blood,ANKRD44,ENSG00000065413.18,protein-coding,FUSION,-6.10E+00,1.03E-09,TWASP000123
Schizophrenia,Schizophrenia,Pituitary,INO80E,ENSG00000169592.14,protein-coding,Summary-PrediXcan(S-PrediXcan),6.10E+00,1.03E-09,TWASP000056
Schizophrenia,Schizophrenia,Brain Cerebellum,BTN3A1,ENSG00000026950.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.10E+00,1.03E-09,TWASP000054
Schizophrenia,Schizophrenia,Brain Cerebellum,BTN3A1,ENSG00000026950.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.10E+00,1.03E-09,TWASP000056
Schizophrenia,Schizophrenia,Blood,ARL6IP4,ENSG00000182196.13,protein-coding,FUSION,6.11E+00,1.03E-09,TWASP000003
Schizophrenia,Schizophrenia,Whole Blood,ARL6IP4,ENSG00000182196.13,protein-coding,FUSION,-6.11E+00,1.03E-09,TWASP000123
Schizophrenia,Schizophrenia,Nerve Tibial,INO80E,ENSG00000169592.14,protein-coding,FUSION,-6.10E+00,1.03E-09,TWASP000003
Schizophrenia,Schizophrenia,Pituitary,INO80E,ENSG00000169592.14,protein-coding,Summary-PrediXcan(S-PrediXcan),6.10E+00,1.03E-09,TWASP000054
Schizophrenia,Schizophrenia,Brain,DOC2A,ENSG00000149927.17,protein-coding,FUSION,6.46E+00,1.03E-10,TWASP000083
Schizophrenia,Schizophrenia,Artery Tibia,VARS2,ENSG00000137411.16,protein-coding,Summary-PrediXcan(S-PrediXcan),6.80E+00,1.03E-11,TWASP000054
Schizophrenia,Schizophrenia,Brain,ARL6IP4,ENSG00000182196.13,protein-coding,FUSION,-6.80E+00,1.03E-11,TWASP000050
Schizophrenia,Schizophrenia,Artery Tibia,VARS2,ENSG00000137411.16,protein-coding,Summary-PrediXcan(S-PrediXcan),6.80E+00,1.03E-11,TWASP000056
Schizophrenia,Schizophrenia,Testis,C4B,ENSG00000224389.8,protein-coding,Summary-PrediXcan(S-PrediXcan),-9.57E+00,1.03E-21,TWASP000054
Schizophrenia,Schizophrenia,Testis,C4B,ENSG00000224389.8,protein-coding,Summary-PrediXcan(S-PrediXcan),-9.57E+00,1.03E-21,TWASP000056
Schizophrenia,Schizophrenia,Brain,AC145123.2,ENSG00000277332.1,antisense,FUSION,-4.88E+00,1.04E-06,TWASP000004
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,NSF,ENSG00000073969.18,protein-coding,FUSION,-4.88E+00,1.04E-06,TWASP000022
Schizophrenia,Schizophrenia,Brain Hippocampus,CD46,ENSG00000117335.19,protein-coding,FUSION,4.88E+00,1.04E-06,TWASP000022
Schizophrenia,Schizophrenia,Brain Hippocampus,SFMBT1,ENSG00000163935.13,protein-coding,FUSION,-4.88E+00,1.04E-06,TWASP000022
Schizophrenia,Schizophrenia,Esophagus Mucosa,PCCB,ENSG00000114054.13,protein-coding,FUSION,5.32E+00,1.04E-07,TWASP000003
Schizophrenia,Schizophrenia,Whole Blood,ATF4,ENSG00000128272.14,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.04E-07,TWASP000056
Schizophrenia,Schizophrenia,Brain Hippocampus,LRRC37A,ENSG00000176681.14,protein-coding,FUSION,-5.32E+00,1.04E-07,TWASP000022
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,FAM53C,ENSG00000120709.10,protein-coding,FUSION,-5.32E+00,1.04E-07,TWASP000073
Schizophrenia,Schizophrenia,Whole Blood,ATF4,ENSG00000128272.14,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.04E-07,TWASP000054
Schizophrenia,Schizophrenia,Nerve Tibial,TRANK1,ENSG00000168016.13,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.04E-07,TWASP000056
Schizophrenia,Schizophrenia,Nerve Tibial,TRANK1,ENSG00000168016.13,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.04E-07,TWASP000054
Schizophrenia,Schizophrenia,Adipose,INO80E,ENSG00000169592.14,protein-coding,FUSION,-6.10E+00,1.04E-09,TWASP000003
Schizophrenia,Schizophrenia,Adipose,CSPG4P11,ENSG00000259726.1,unprocessed_pseudogene,FUSION,-6.46E+00,1.04E-10,TWASP000003
Schizophrenia,Schizophrenia,Thyroid,H4C11,ENSG00000197238,protein-coding,Summary-PrediXcan(S-PrediXcan),8.02E+00,1.04E-15,TWASP000054
Schizophrenia,Schizophrenia,Thyroid,H4C11,ENSG00000197238,protein-coding,Summary-PrediXcan(S-PrediXcan),8.02E+00,1.04E-15,TWASP000056
Schizophrenia,Schizophrenia,Brain Hippocampus,B3GAT1,ENSG00000109956.12,protein-coding,FUSION,4.41E+00,1.05E-05,TWASP000022
Schizophrenia,Schizophrenia,Brain Hippocampus,HYI,ENSG00000178922.16,protein-coding,FUSION,4.41E+00,1.05E-05,TWASP000022
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,CCDC92,ENSG00000119242.8,protein-coding,FUSION,4.41E+00,1.05E-05,TWASP000022
Schizophrenia,Schizophrenia,Brain Dorsolateral Prefrontal Cortex,MED30,ENSG00000164758.7,protein-coding,FUSION,-4.41E+00,1.05E-05,TWASP000178
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,CNPPD1,ENSG00000115649.15,protein-coding,FUSION,-4.88E+00,1.05E-06,TWASP000022
Schizophrenia,Schizophrenia,Whole Blood,TRIM38,ENSG00000112343.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.05E-07,TWASP000054
Schizophrenia,Schizophrenia,Brain Hippocampus,ITIH4,ENSG00000055955.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.32E+00,1.05E-07,TWASP000054
Schizophrenia,Schizophrenia,Brain,TOM1L2,ENSG00000175662.17,protein-coding,FUSION,-5.32E+00,1.05E-07,TWASP000004
Schizophrenia,Schizophrenia,Brain,FAM53C,ENSG00000120709.10,protein-coding,FUSION,-5.32E+00,1.05E-07,TWASP000050
Schizophrenia,Schizophrenia,Brain Hippocampus,ITIH4,ENSG00000055955.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.32E+00,1.05E-07,TWASP000056
Schizophrenia,Schizophrenia,Thyroid,PLCL1,ENSG00000115896.15,protein-coding,Summary-PrediXcan(S-PrediXcan),5.72E+00,1.05E-08,TWASP000054
Schizophrenia,Schizophrenia,Thyroid,PLCL1,ENSG00000115896.15,protein-coding,Summary-PrediXcan(S-PrediXcan),5.72E+00,1.05E-08,TWASP000056
Schizophrenia,Schizophrenia,Colon Transverse,ABCB9,ENSG00000150967.17,protein-coding,Summary-PrediXcan(S-PrediXcan),6.10E+00,1.05E-09,TWASP000056
Schizophrenia,Schizophrenia,Colon Transverse,ABCB9,ENSG00000150967.17,protein-coding,Summary-PrediXcan(S-PrediXcan),6.10E+00,1.05E-09,TWASP000054
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,BAG5,ENSG00000166170.9,protein-coding,FUSION,-6.46E+00,1.05E-10,TWASP000022
Schizophrenia,Schizophrenia,Nerve Tibial,SFXN5,ENSG00000144040.12,protein-coding,Summary-PrediXcan(S-PrediXcan),6.80E+00,1.05E-11,TWASP000054
Schizophrenia,Schizophrenia,Nerve Tibial,SFXN5,ENSG00000144040.12,protein-coding,Summary-PrediXcan(S-PrediXcan),6.80E+00,1.05E-11,TWASP000056
Schizophrenia,Schizophrenia,Adipose,BTN3A2,ENSG00000186470.13,protein-coding,FUSION,-8.02E+00,1.05E-15,TWASP000003
Schizophrenia,Schizophrenia,Liver,BTN3A2,ENSG00000186470.13,protein-coding,Summary-PrediXcan(S-PrediXcan),8.02E+00,1.05E-15,TWASP000056
Schizophrenia,Schizophrenia,Liver,BTN3A2,ENSG00000186470.13,protein-coding,Summary-PrediXcan(S-PrediXcan),8.02E+00,1.05E-15,TWASP000054
Schizophrenia,Schizophrenia,Pituitary,ZSCAN9,ENSG00000137185.11,protein-coding,Summary-PrediXcan(S-PrediXcan),-1.00E+01,1.05E-23,TWASP000056
Schizophrenia,Schizophrenia,Pituitary,ZSCAN9,ENSG00000137185.11,protein-coding,Summary-PrediXcan(S-PrediXcan),-1.00E+01,1.05E-23,TWASP000054
Schizophrenia,Schizophrenia,Brain Hippocampus,CDC20,ENSG00000117399.13,protein-coding,FUSION,4.41E+00,1.06E-05,TWASP000022
Schizophrenia,Schizophrenia,Adipose,MPHOSPH9,ENSG00000051825.14,protein-coding,FUSION,4.40E+00,1.06E-05,TWASP000123
Schizophrenia,Schizophrenia,Brain Hippocampus,COG8,ENSG00000213380.14,protein-coding,FUSION,-4.41E+00,1.06E-05,TWASP000022
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,GIGYF1,ENSG00000146830.9,protein-coding,FUSION,4.40E+00,1.06E-05,TWASP000022
Schizophrenia,Schizophrenia,Brain,CCDC122,ENSG00000151773.12,protein-coding,FUSION,-4.40E+00,1.06E-05,TWASP000083
Schizophrenia,Schizophrenia,Brain,RERE,ENSG00000142599.17,protein-coding,Summary data-based Mendelian Randomization(SMR),1.34E-01,1.06E-06,TWASP000100
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,INA,ENSG00000148798.10,protein-coding,FUSION,-4.88E+00,1.06E-06,TWASP000022
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,ELOVL7,ENSG00000164181.13,protein-coding,FUSION,4.88E+00,1.06E-06,TWASP000073
Schizophrenia,Schizophrenia,Brain,ELOVL7,ENSG00000164181.13,protein-coding,FUSION,4.88E+00,1.06E-06,TWASP000050
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,SMG1P2,ENSG00000205534.6,unprocessed_pseudogene,FUSION,-4.88E+00,1.06E-06,TWASP000022
Schizophrenia,Schizophrenia,Muscle Skeletal,HLA-DPA1,ENSG00000231389.7,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.06E-07,TWASP000054
Schizophrenia,Schizophrenia,Muscle Skeletal,HLA-DPA1,ENSG00000231389.7,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.06E-07,TWASP000056
Schizophrenia,Schizophrenia,Adipose,HLA-C,ENSG00000204525.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.72E+00,1.06E-08,TWASP000056
Schizophrenia,Schizophrenia,Artery Tibia,NMB,ENSG00000197696.9,protein-coding,Summary-PrediXcan(S-PrediXcan),5.72E+00,1.06E-08,TWASP000056
Schizophrenia,Schizophrenia,Artery Tibia,NMB,ENSG00000197696.9,protein-coding,Summary-PrediXcan(S-PrediXcan),5.72E+00,1.06E-08,TWASP000054
Schizophrenia,Schizophrenia,Adipose,HLA-C,ENSG00000204525.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.72E+00,1.06E-08,TWASP000054
Schizophrenia,Schizophrenia,Brain,PMM1,ENSG00000100417.11,protein-coding,FUSION,5.72E+00,1.06E-08,TWASP000050
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,SF3B1,ENSG00000115524.15,protein-coding,FUSION,5.72E+00,1.06E-08,TWASP000022
Schizophrenia,Schizophrenia,Brain Hippocampus,THOC7,ENSG00000163634.11,protein-coding,FUSION,-6.10E+00,1.06E-09,TWASP000022
Schizophrenia,Schizophrenia,Thyroid,NOTCH4,ENSG00000204301.6,protein-coding,Summary-PrediXcan(S-PrediXcan),6.46E+00,1.06E-10,TWASP000054
Schizophrenia,Schizophrenia,Thyroid,NOTCH4,ENSG00000204301.6,protein-coding,Summary-PrediXcan(S-PrediXcan),6.46E+00,1.06E-10,TWASP000056
Schizophrenia,Schizophrenia,Prostate,DDR1,ENSG00000204580.13,protein-coding,Summary-PrediXcan(S-PrediXcan),8.83E+00,1.06E-18,TWASP000056
Schizophrenia,Schizophrenia,Prostate,DDR1,ENSG00000204580.13,protein-coding,Summary-PrediXcan(S-PrediXcan),8.83E+00,1.06E-18,TWASP000054
Schizophrenia,Schizophrenia,Adipose,CLIC1,ENSG00000213719.8,protein-coding,Summary-PrediXcan(S-PrediXcan),8.83E+00,1.06E-18,TWASP000056
Schizophrenia,Schizophrenia,Adipose,CLIC1,ENSG00000213719.8,protein-coding,Summary-PrediXcan(S-PrediXcan),8.83E+00,1.06E-18,TWASP000054
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,MEF2C-AS1,ENSG00000248309.7,antisense,FUSION,4.40E+00,1.07E-05,TWASP000022
Schizophrenia,Schizophrenia,Brain Hippocampus,LRRC37A2,ENSG00000238083.7,protein-coding,FUSION,-4.40E+00,1.07E-05,TWASP000022
Schizophrenia,Schizophrenia,Brain Dorsolateral Prefrontal Cortex,HCG4,ENSG00000176998.4,unprocessed_pseudogene,FUSION,4.40E+00,1.07E-05,TWASP000178
Schizophrenia,Schizophrenia,Whole Blood,HYKK,ENSG00000188266.13,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.32E+00,1.07E-07,TWASP000054
Schizophrenia,Schizophrenia,Colon Transverse,INO80E,ENSG00000169592.14,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.07E-07,TWASP000056
Schizophrenia,Schizophrenia,Whole Blood,LPAR2,ENSG00000064547.13,protein-coding,Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR),-4.50E-02,1.07E-07,TWASP000090
Schizophrenia,Schizophrenia,Whole Blood,CDK2AP1,ENSG00000111328.6,protein-coding,FUSION,5.31E+00,1.07E-07,TWASP000123
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,BORCS7-ASMT,ENSG00000270316.1,protein-coding,FUSION,5.31E+00,1.07E-07,TWASP000022
Schizophrenia,Schizophrenia,Colon Transverse,INO80E,ENSG00000169592.14,protein-coding,Summary-PrediXcan(S-PrediXcan),5.32E+00,1.07E-07,TWASP000054
Schizophrenia,Schizophrenia,Anterior Cingulate Cortex,GLYCTK,ENSG00000168237.17,protein-coding,Summary-PrediXcan(S-PrediXcan),5.72E+00,1.07E-08,TWASP000054
Schizophrenia,Schizophrenia,Anterior Cingulate Cortex,GLYCTK,ENSG00000168237.17,protein-coding,Summary-PrediXcan(S-PrediXcan),5.72E+00,1.07E-08,TWASP000056
Schizophrenia,Schizophrenia,Brain Cerebellum,CSPG4P11,ENSG00000259726.1,unprocessed_pseudogene,FUSION,6.10E+00,1.07E-09,TWASP000003
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,TYW5,ENSG00000162971.10,protein-coding,FUSION,-6.10E+00,1.07E-09,TWASP000022
Schizophrenia,Schizophrenia,Brain Cerebellar Hemisphere,GNL3,ENSG00000163938.16,protein-coding,Summary-PrediXcan(S-PrediXcan),6.10E+00,1.07E-09,TWASP000054
Schizophrenia,Schizophrenia,Brain,SEPHS2,ENSG00000179918.18,protein-coding,FUSION,-6.10E+00,1.07E-09,TWASP000050
Schizophrenia,Schizophrenia,Brain Cerebellar Hemisphere,GNL3,ENSG00000163938.16,protein-coding,Summary-PrediXcan(S-PrediXcan),6.10E+00,1.07E-09,TWASP000056
Schizophrenia,Schizophrenia,Brain Hippocampus,GATAD2A,ENSG00000167491.17,protein-coding,FUSION,-6.80E+00,1.07E-11,TWASP000022
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,WBP1L,ENSG00000166272.16,protein-coding,FUSION,-7.73E+00,1.07E-14,TWASP000022
Schizophrenia,Schizophrenia,Cerebellum,PRR12,ENSG00000126464.13,protein-coding,Summary data-based Mendelian Randomization(SMR),-1.05E-01,1.08E-05,TWASP000100
Schizophrenia,Schizophrenia,Brain Hippocampus,RETREG2,ENSG00000144567,protein-coding,FUSION,-4.40E+00,1.08E-05,TWASP000022
Schizophrenia,Schizophrenia,Dorsal Lateral Prefrontal Cortex,RP11-45P15.4,ENSG00000259775.1,antisense,FUSION,-4.40E+00,1.08E-05,TWASP000022
Schizophrenia,Schizophrenia,Aortic Artery,PRR12,ENSG00000126464.13,protein-coding,FUSION,4.88E+00,1.08E-06,TWASP000003
Schizophrenia,Schizophrenia,Skin Sun Exposed,LRRFIP2,ENSG00000093167.17,protein-coding,FUSION,4.88E+00,1.08E-06,TWASP000003
Schizophrenia,Schizophrenia,Brain Hippocampus,TTC14,ENSG00000163728.10,protein-coding,FUSION,-4.88E+00,1.08E-06,TWASP000022
Schizophrenia,Schizophrenia,Brain Hippocampus,SEPTIN10,ENSG00000186522,protein-coding,FUSION,4.88E+00,1.08E-06,TWASP000022
Schizophrenia,Schizophrenia,Brain,RAD51C,ENSG00000108384.14,protein-coding,FUSION,-4.88E+00,1.08E-06,TWASP000050
