NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RAPGEF4-AS1	1	RAPGEF4-AS1	
AK4	1	AK4	
ZNF284	1	ZNF284	
ASMTL	1	ASMTL	
GRIN2B	1	GRIN2B	
SSTR2	1	SSTR2	
UBAP2	1	UBAP2	
LINC01004	1	LINC01004	
RRP15	1	RRP15	
SMARCC1	1	SMARCC1	
PEX6	1	PEX6	
TC2N	1	TC2N	
ENTPD2	1	ENTPD2	
SLC35D2	1	SLC35D2	
MEG8	1	MEG8	
TMEM117	1	TMEM117	
PWRN1	1	PWRN1	
LRRIQ1	1	LRRIQ1	
HES1	1	HES1	
GABPB1-AS1	1	GABPB1-AS1	
PRKX	1	PRKX	
RBM27	1	RBM27	
KCNJ6	1	KCNJ6	
OAS1	1	OAS1	
KIF21A	1	KIF21A	
CCDC30	1	CCDC30	
PADI2	1	PADI2	
MID1	1	MID1	
LPP	1	LPP	
SP110	1	SP110	
LDB3	1	LDB3	
ZNF35	1	ZNF35	
STK10	1	STK10	
ARAP2	1	ARAP2	
RNF168	1	RNF168	
CNOT6	1	CNOT6	
SREK1IP1	1	SREK1IP1	
MEI4	1	MEI4	
PHF6	1	PHF6	
RIF1	1	RIF1	
KLK10	1	KLK10	
ITGB4	1	ITGB4	
VAV1	1	VAV1	
ZCCHC2	1	ZCCHC2	
SLTM	1	SLTM	
TAF3	1	TAF3	
THOC2	1	THOC2	
SHANK1	1	SHANK1	
P2RY12	1	P2RY12	
BAZ1B	1	BAZ1B	
EFHD1	1	EFHD1	
MED1	1	MED1	
NFIA	1	NFIA	
RAI14	1	RAI14	
PROB1	1	PROB1	
S100A13	1	S100A13	
KIAA1958	1	KIAA1958	
NEMF	1	NEMF	
TEAD1	1	TEAD1	
NXT2	1	NXT2	
FBXO48	1	FBXO48	
RASSF5	1	RASSF5	
ZC3H13	1	ZC3H13	
ZKSCAN1	1	ZKSCAN1	
ANKRD36C	1	ANKRD36C	
GABPB2	1	GABPB2	
LYPD6	1	LYPD6	
GATC	1	GATC	
ARID4B	1	ARID4B	
CCDC186	1	CCDC186	
GPR153	1	GPR153	
LYSMD1	1	LYSMD1	
HIPK2	1	HIPK2	
MT-ND5	1	MT-ND5	
MINDY2	1	MINDY2	
CEP290	1	CEP290	
IGSF9	1	IGSF9	
TCF4	1	TCF4	
LINC00488	1	LINC00488	
KRIT1	1	KRIT1	
CGNL1	1	CGNL1	
MEMO1	1	MEMO1	
TRAF3IP1	1	TRAF3IP1	
ZNF318	1	ZNF318	
TULP4	1	TULP4	
MT-CYB	1	MT-CYB	
NKAIN3	2	NKAIN3:NKAIN3-IT1	
SIRT6	1	SIRT6	
SLC16A10	1	SLC16A10	
NUPR1	1	NUPR1	
HEPH	1	HEPH	
SHROOM3	1	SHROOM3	
FERMT1	1	FERMT1	
HCRTR2	1	HCRTR2	
LINC01088	1	LINC01088	
TRIP11	1	TRIP11	
HMGN5	1	HMGN5	
N4BP2	1	N4BP2	
SLC7A11	1	SLC7A11	
NPFF	1	NPFF	
FRA10AC1	1	FRA10AC1	
NR4A2	1	NR4A2	
KLF3-AS1	1	KLF3-AS1	
ABL2	1	ABL2	
VPREB3	1	VPREB3	
CD99	1	CD99	
DENND4A	1	DENND4A	
MYO10	1	MYO10	
KPNA5	1	KPNA5	
EML5	1	EML5	
ZNF416	1	ZNF416	
TPBG	1	TPBG	
PPFIA1	1	PPFIA1	
SLITRK4	1	SLITRK4	
BCL2	1	BCL2	
PRDM12	1	PRDM12	
STXBP4	1	STXBP4	
NRXN2	1	NRXN2	
KIF27	1	KIF27	
PECR	1	PECR	
ZNF383	1	ZNF383	
CCDC191	1	CCDC191	
CACNG3	1	CACNG3	
AQP1	1	AQP1	
NIPBL	1	NIPBL	
CDH3	1	CDH3	
OIP5-AS1	1	OIP5-AS1	
ASH1L	1	ASH1L	
EFHB	1	EFHB	
SLC14A1	1	SLC14A1	
TTC27	1	TTC27	
GRAMD2B	1	GRAMD2B	
ROCK1	1	ROCK1	
ROCK2	1	ROCK2	
ZNF449	1	ZNF449	
CACNG8	1	CACNG8	
ESR1	1	ESR1	
RBMS3	1	RBMS3	
SAMD12	1	SAMD12	
ZBTB43	1	ZBTB43	
CHD6	1	CHD6	
SIX3	1	SIX3	
KIF13B	1	KIF13B	
ZNF570	1	ZNF570	
HLA-B	1	HLA-B	
FTX	1	FTX	
MITF	1	MITF	
IQCE	1	IQCE	
TRPS1	1	TRPS1	
ZNF395	1	ZNF395	
LINC00622	1	LINC00622	
GOLGA2	1	GOLGA2	
NECAB1	1	NECAB1	
CYP20A1	1	CYP20A1	
FAM227A	1	FAM227A	
PMP2	1	PMP2	
MCPH1-AS1	1	MCPH1-AS1	
CNTNAP3	1	CNTNAP3	
MB	1	MB	
FBXW7	1	FBXW7	
RNF152	1	RNF152	
CEP126	1	CEP126	
TRIM71	1	TRIM71	
ZNF292	1	ZNF292	
PGPEP1	1	PGPEP1	
PPM1K	1	PPM1K	
FILIP1	1	FILIP1	
ZBTB10	1	ZBTB10	
ZNF808	1	ZNF808	
LRRC3	1	LRRC3	
KNTC1	1	KNTC1	
TAF15	1	TAF15	
IFIH1	1	IFIH1	
ZC3H4	1	ZC3H4	
TTBK2	1	TTBK2	
MEIS2	1	MEIS2	
GULP1	1	GULP1	
IQCN	1	IQCN	
ZNF407	1	ZNF407	
ZNF652	1	ZNF652	
KIF20B	1	KIF20B	
HOOK3	1	HOOK3	
EXOC6B	1	EXOC6B	
FIBIN	1	FIBIN	
BRD4	1	BRD4	
ITSN1	1	ITSN1	
NOC3L	1	NOC3L	
ZSWIM9	1	ZSWIM9	
NFIX	1	NFIX	
POC1A	1	POC1A	
JADE1	1	JADE1	
ZNF557	1	ZNF557	
IL1RAPL1	1	IL1RAPL1	
KAT6A	1	KAT6A	
UBN1	1	UBN1	
SLC25A25-AS1	1	SLC25A25-AS1	
KAT6B	1	KAT6B	
C11orf98	1	C11orf98	
DENND2D	1	DENND2D	
PIK3R1	1	PIK3R1	
ZNF121	1	ZNF121	
ERICH1	1	ERICH1	
SLCO5A1	1	SLCO5A1	
SPEN	1	SPEN	
LINS1	1	LINS1	
PAPLN	1	PAPLN	
GXYLT1	1	GXYLT1	
TRIM58	1	TRIM58	
PLA2G5	1	PLA2G5	
MIR193BHG	1	MIR193BHG	
ZNF385D	1	ZNF385D	
NR2F2-AS1	1	NR2F2-AS1	
TNS3	1	TNS3	
LINC01497	1	LINC01497	
TAF5L	1	TAF5L	
CEP152	1	CEP152	
ZNF101	1	ZNF101	
PALB2	1	PALB2	
RPAP2	1	RPAP2	
ZNF831	1	ZNF831	
SOCS4	1	SOCS4	
CNTLN	1	CNTLN	
NBPF19	1	NBPF19	
MRO	1	MRO	
AGO3	1	AGO3	
CELF4	1	CELF4	
SOCS7	1	SOCS7	
ZNF304	1	ZNF304	
CFAP43	1	CFAP43	
SOX5	1	SOX5	
NFAT5	1	NFAT5	
ZNF253	1	ZNF253	
CDC42BPB	1	CDC42BPB	
HEATR3	1	HEATR3	
ZNF391	1	ZNF391	
RALBP1	1	RALBP1	
TTC3	1	TTC3	
LINC00632	1	LINC00632	
KDM4A	1	KDM4A	
ZNF106	1	ZNF106	
ENOX1	1	ENOX1	
RORB	1	RORB	
ZCCHC7	1	ZCCHC7	
ZNF430	1	ZNF430	
WWTR1	1	WWTR1	
B3GAT2	1	B3GAT2	
TBL1X	1	TBL1X	
BARD1	1	BARD1	
TOP1	1	TOP1	
BTBD8	1	BTBD8	
ANKRD36	1	ANKRD36	
FAM181A-AS1	1	FAM181A-AS1	
MT-ND4	1	MT-ND4	
NSRP1	1	NSRP1	
SEC62	1	SEC62	
XRRA1	1	XRRA1	
PALMD	1	PALMD	
RBM15	1	RBM15	
CHD2	1	CHD2	
RNF165	1	RNF165	
LYPD6B	1	LYPD6B	
PAQR8	1	PAQR8	
LUM	1	LUM	
VCAN	1	VCAN	
ACBD7	1	ACBD7	
CCDC146	1	CCDC146	
ELMO3	1	ELMO3	
RIPOR2	1	RIPOR2	
ZFHX4	1	ZFHX4	
PLCG2	1	PLCG2	
AMMECR1	1	AMMECR1	
DENND5B	1	DENND5B	
KIF5B	1	KIF5B	
OSBPL6	1	OSBPL6	
KMT2E	1	KMT2E	
SAMD5	1	SAMD5	
TRIB1	1	TRIB1	
AASDH	1	AASDH	
LDAF1	1	TMEM159	
DLG4	1	DLG4	
FMR1	1	FMR1	
DNAAF11	1	LRRC6	
ERBB3	1	ERBB3	
CHD9	1	CHD9	
LINC00865	1	LINC00865	
FAAH2	1	FAAH2	
BPTF	1	BPTF	
DNAH5	1	DNAH5	
FOXP1	1	FOXP1	
TEX9	1	TEX9	
UBXN2A	1	UBXN2A	
CBX8	1	CBX8	
IRX5	1	IRX5	
VAC14-AS1	1	VAC14-AS1	
TTC31	1	TTC31	
LINC01260	1	LINC01260	
RASSF8	1	RASSF8	
ZNF519	1	ZNF519	
DDX10	1	DDX10	
PPP1R3C	1	PPP1R3C	
PALM2AKAP2	1	PALM2-AKAP2	
CTDSPL	1	CTDSPL	
SLC4A7	1	SLC4A7	
ZNF618	1	ZNF618	
PGGT1B	1	PGGT1B	
GCC2	1	GCC2	
NFATC2IP	1	NFATC2IP	
CHD8	1	CHD8	
NEU4	1	NEU4	
TTPA	1	TTPA	
ZNF620	1	ZNF620	
ZFP30	1	ZFP30	
TUBGCP4	1	TUBGCP4	
ANKRD17	1	ANKRD17	
SYNPO2	1	SYNPO2	
CCDC18	1	CCDC18	
NBPF20	1	NBPF20	
ZFP41	1	ZFP41	
ZNF423	1	ZNF423	
TTC39B	1	TTC39B	
NUDT1	1	NUDT1	
RO60	1	RO60	
NAA16	1	NAA16	
MYOZ3	1	MYOZ3	
AMER1	1	AMER1	
DAAM2	1	DAAM2	
IRX2-DT	1	C5orf38	
ODAD2	1	ARMC4	
LINC03072	1	AC090114.2	
PRRX1	1	PRRX1	
CRCP	1	CRCP	
CEP128	1	CEP128	
TP53INP2	1	TP53INP2	
MKLN1	1	MKLN1	
LCN12	1	LCN12	
PALS2	1	MPP6	
ZNF382	1	ZNF382	
FAM133A	1	FAM133A	
CCDC34	1	CCDC34	
SLC26A10P	1	SLC26A10	
MT-ND1	1	MT-ND1	
RASGRP3	1	RASGRP3	
SOBP	1	SOBP	
FAH	1	FAH	
NKAPL	1	NKAPL	
NCOR1	1	NCOR1	
CCDC18-AS1	1	CCDC18-AS1	
NFKB1	1	NFKB1	
RGS7BP	1	RGS7BP	
DNMT3A	1	DNMT3A	
NAA15	1	NAA15	
MYLK4	1	MYLK4	
BTN3A3	1	BTN3A3	
ZNF324	1	ZNF324	
PPP1R12A	1	PPP1R12A	
ANTXR1	1	ANTXR1	
PLIN3	1	PLIN3	
MIRLET7BHG	1	MIRLET7BHG	
MYO9A	1	MYO9A	
TMEM72-AS1	1	TMEM72-AS1	
MEIS3	1	MEIS3	
HRH1	1	HRH1	
H4C3	1	HIST1H4C	
TMF1	1	TMF1	
KIAA0586	1	KIAA0586	
KCNN3	1	KCNN3	
UBXN7	1	UBXN7	
ZEB1	1	ZEB1	
CNOT6L	1	CNOT6L	
IRX3	1	IRX3	
TUBD1	1	TUBD1	
CPT1A	1	CPT1A	
SEPTIN11	1	SEPTIN11	
WDFY3-AS2	1	WDFY3-AS2	
LINC01114	1	LINC01114	
GLI2	1	GLI2	
LIN9	1	LIN9	
KLHL24	1	KLHL24	
BCAT1	1	BCAT1	
ELAVL2	1	ELAVL2	
EEA1	1	EEA1	
MUC1	1	MUC1	
EVI5	1	EVI5	
FAM66C	1	FAM66C	
KIAA1143	1	KIAA1143	
ZBTB7A	1	ZBTB7A	
WIPF1	1	WIPF1	
PLEKHH2	1	PLEKHH2	
POU2F1	1	POU2F1	
KLHL23	1	KLHL23	
CCAR1	1	CCAR1	
PHYHD1	1	PHYHD1	
CDH20	1	CDH20	
ANKHD1	1	ANKHD1	
DNAH14	1	DNAH14	
DNAL1	1	DNAL1	
INTU	1	INTU	
MAP1B	1	MAP1B	
PDS5B	1	PDS5B	
NAA35	1	NAA35	
RGS22	1	RGS22	
ZNF470	1	ZNF470	
SHC4	1	SHC4	
PCLO	1	PCLO	
EIF5A	1	EIF5A	
NDUFA6-DT	1	NDUFA6-DT	
CDIN1	1	C15orf41	
CHD4	1	CHD4	
BICD1	1	BICD1	
ARL5B	1	ARL5B	
MAVS	1	MAVS	
RNF157-AS1	1	RNF157-AS1	
KRI1	1	KRI1	
FN3K	1	FN3K	
NNT-AS1	1	NNT-AS1	
CHD1	1	CHD1	
STOX2	1	STOX2	
PPARGC1B	1	PPARGC1B	
KCNH5	1	KCNH5	
UPF2	1	UPF2	
MAP3K14	1	MAP3K14	
AHNAK	1	AHNAK	
ANP32E	1	ANP32E	
HSP90AA1	1	HSP90AA1	
KTN1	1	KTN1	
PBRM1	1	PBRM1	
ZNF525	1	ZNF525	
DCLRE1B	1	DCLRE1B	
LINC00963	1	LINC00963	
STXBP5L	1	STXBP5L	
GPRC5B	1	GPRC5B	
AURKA	1	AURKA	
RSRC1	1	RSRC1	
MSL2	1	MSL2	
SLITRK6	1	SLITRK6	
THUMPD2	1	THUMPD2	
ZNF749	1	ZNF749	
TOB2	1	TOB2	
CHST6	1	CHST6	
PRH1	1	PRH1	
RTCA-AS1	1	RTCA-AS1	
OTULIN	1	OTULIN	
HSPA1A	1	HSPA1A	
ABCD1	1	ABCD1	
NFIC	1	NFIC	
ZSCAN12	1	ZSCAN12	
SLC16A1	1	SLC16A1	
TNRC6C	1	TNRC6C	
NALF2	1	FAM155B	
ANP32B	1	ANP32B	
ISLR2	1	ISLR2	
IL33	1	IL33	
PLAAT4	1	PLAAT4	
HHAT	1	HHAT	
ZFP91	1	ZFP91	
KMT2A	1	KMT2A	
LRRTM2	1	LRRTM2	
MTSS2	1	MTSS2	
CREBRF	1	CREBRF	
NCKAP5	1	NCKAP5	
RIMS2	1	RIMS2	
IRAG1	1	MRVI1	
ZNF597	1	ZNF597	
DNAH2	1	DNAH2	
PCDH17	1	PCDH17	
RSBN1L	1	RSBN1L	
EGR1	1	EGR1	
POU3F3	1	POU3F3	
SOHLH2	1	SOHLH2	
SH3PXD2A	1	SH3PXD2A	
NUAK1	1	NUAK1	
GAS2	1	GAS2	
SALL1	1	SALL1	
SRP14-DT	1	SRP14-AS1	
NAB2	1	NAB2	
LIN52	1	LIN52	
GHR	1	GHR	
ZNF200	1	ZNF200	
TRMT13	1	TRMT13	
HCP5	1	HCP5	
AP3B1	1	AP3B1	
GABRE	1	GABRE	
GJC2	1	GJC2	
ZBTB21	1	ZBTB21	
B3GALT1	1	B3GALT1	
ATP6V1FNB	1	ATP6V1FNB	
CYP4F26P	1	CYP4F26P	
LINC01532	1	LINC01532	
WNT7B	1	WNT7B	
TSGA10	1	TSGA10	
CDKN2C	1	CDKN2C	
KIAA1549	1	KIAA1549	
MMS22L	1	MMS22L	
PARD3	1	PARD3	
DCAF17	1	DCAF17	
DDX6	1	DDX6	
PHF20	1	PHF20	
DZIP3	1	DZIP3	
SESN3	1	SESN3	
KLF12	1	KLF12	
LIX1	1	LIX1	
PLEKHA4	1	PLEKHA4	
POLR3G	1	POLR3G	
CA5B	1	CA5B	
LCOR	1	LCOR	
RBM26	1	RBM26	
AHDC1	1	AHDC1	
NMT1	1	NMT1	
MEST	1	MEST	
SNHG14	1	SNHG14	
ALDH1L1	1	ALDH1L1	
CHD7	1	CHD7	
LINC01106	1	LINC01106	
ZMYM1	1	ZMYM1	
ERBIN	1	ERBIN	
APC	1	APC	
SOS2	1	SOS2	
MAPKAPK3	1	MAPKAPK3	
RTP5	1	RTP5	
TRIM33	1	TRIM33	
ZBTB37	1	ZBTB37	
HMGXB4	1	HMGXB4	
USF3	1	USF3	
TNPO3	1	TNPO3	
BBX	1	BBX	
CIR1	1	CIR1	
FLRT1	1	FLRT1	
EPCAM-DT	1	EPCAM-DT	
SOX2	1	SOX2	
CCDC80	1	CCDC80	
PLCB3	1	PLCB3	
SCAPER	1	SCAPER	
SAMD4B	1	SAMD4B	
PHEX	1	PHEX	
ZNF793	1	ZNF793	
SUPT16H	1	SUPT16H	
TBC1D32	1	TBC1D32	
CCDC85C	1	CCDC85C	
LINC00174	1	LINC00174	
SBNO1	1	SBNO1	
CLASP1	1	CLASP1	
MIR99AHG	1	MIR99AHG	
OR2L13	1	OR2L13	
SDK2	1	SDK2	
ELAVL4	1	ELAVL4	
TTC28	1	TTC28	
FBXW4	1	FBXW4	
GABRG3	1	GABRG3	
TRAK2	1	TRAK2	
RIMS1	1	RIMS1	
CDKL2	1	CDKL2	
ETV5	1	ETV5	
STK39	1	STK39	
ZNF713	1	ZNF713	
SLC43A3	1	SLC43A3	
LINC03073	1	AC092171.5	
DLX6-AS1	1	DLX6-AS1	
DST	1	DST	
TTLL5	1	TTLL5	
RNF180	1	RNF180	
SLC10A4	1	SLC10A4	
SLC36A1	1	SLC36A1	
SYT14	1	SYT14	
DNASE1	1	DNASE1	
RBBP5	1	RBBP5	
NKAIN4	1	NKAIN4	
AGO1	1	AGO1	
MAPK12	1	MAPK12	
CASP6	1	CASP6	
XRCC3	1	XRCC3	
FMN1	1	FMN1	
ZBTB39	1	ZBTB39	
USP8	1	USP8	
DCLRE1C	1	DCLRE1C	
CEP135	1	CEP135	
WBP2NL	1	WBP2NL	
CENPC	1	CENPC	
MND1	1	MND1	
NTM	1	NTM	
AGAP2	1	AGAP2	
HOMER3	1	HOMER3	
FGF1	1	FGF1	
RASSF8-AS1	1	RASSF8-AS1	
CSNK1G3	1	CSNK1G3	
KLF7	1	KLF7	
NEK1	1	NEK1	
ZRANB3	1	ZRANB3	
DENND11	1	DENND11	
PGBD4	1	PGBD4	
SLC44A3	1	SLC44A3	
IQCA1	1	IQCA1	
ZNF709	1	ZNF709	
PIRT	1	PIRT	
RTP4	1	RTP4	
MKLN1-AS	1	MKLN1-AS	
IKZF2	1	IKZF2	
PIAS2	1	PIAS2	
ZNF765	1	ZNF765	
SMAD1	1	SMAD1	
TBC1D22B	1	TBC1D22B	
KMT2C	1	KMT2C	
ZNF641	1	ZNF641	
KANSL1L	1	KANSL1L	
N4BP2L2	1	N4BP2L2	
RBBP8	1	RBBP8	
ZNF182	1	ZNF182	
KIF3A	1	KIF3A	
FAM53B	1	FAM53B	
TDG	1	TDG	
PPP3R1	1	PPP3R1	
NALF1	1	FAM155A	
PAK3	1	PAK3	
ATP7A	1	ATP7A	
AQP4	1	AQP4	
MESP2	1	MESP2	
METTL14-DT	1	METTL14-DT	
MGAT5B	1	MGAT5B	
TCHP	1	TCHP	
HCN4	1	HCN4	
HYDIN	1	HYDIN	
PRDM2	1	PRDM2	
HIF1AN	1	HIF1AN	
OBI1	1	OBI1	
TINCR	1	TINCR	
IFFO2	1	IFFO2	
RNF20	1	RNF20	
RFX1	1	RFX1	
IQANK1	1	IQANK1	
PGM2	1	PGM2	
MESTIT1	1	MESTIT1	
MT-ND3	1	MT-ND3	
C2CD2	1	C2CD2	
IPP	1	IPP	
PPP2R5A	1	PPP2R5A	
ZFP14	1	ZFP14	
TRIM56	1	TRIM56	
RBPJ	1	RBPJ	
SLC22A4	1	SLC22A4	
SPACDR	1	C7orf61	
MBP	1	MBP	
BRI3BP	1	BRI3BP	
SOX6	1	SOX6	
DLX6	1	DLX6	
IER5L	1	IER5L	
ZNF551	1	ZNF551	
SMOC1	1	SMOC1	
ISG15	1	ISG15	
LRRCC1	1	LRRCC1	
CRTC3	1	CRTC3	
DRAIC	1	DRAIC	
NCL	1	NCL	
MAP3K1	1	MAP3K1	
LRCH3	1	LRCH3	
PIWIL2	1	PIWIL2	
ADRA1D	1	ADRA1D	
KCNJ2	1	KCNJ2	
IL11RA	1	IL11RA	
SMC6	1	SMC6	
CCDC110	1	CCDC110	
GATAD2B	1	GATAD2B	
PAK5	1	PAK5	
CCDC117	1	CCDC117	
TMEM265	1	TMEM265	
PHF21A	1	PHF21A	
CCSER1	1	CCSER1	
TRIM39	1	TRIM39	
PPARA	1	PPARA	
LARP7	1	LARP7	
CCDC8	1	CCDC8	
ZC3H18	1	ZC3H18	
XIAP	1	XIAP	
THRAP3	1	THRAP3	
HEYL	1	HEYL	
ZNF621	1	ZNF621	
SMIM11	1	SMIM11A	
SHOC2	1	SHOC2	
TUT7	1	TUT7	
ZNF431	1	ZNF431	
NBPF1	1	NBPF1	
MEX3D	1	MEX3D	
ABRAXAS2	1	ABRAXAS2	
SREK1	1	SREK1	
