Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Alzheimer's Disease,Alzheimer'S Disease,Brain Cerebrum Hypothalamus,CR1,ENSG00000203710.10,protein-coding,S-PrediXcan,8.30E+00,1.00E-16,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Testis,APOE,ENSG00000130203.9,protein-coding,Summary-PrediXcan(S-PrediXcan),-1.90E+01,1.00E-80,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Testis,APOE,ENSG00000130203.9,protein-coding,Summary-PrediXcan(S-PrediXcan),-1.90E+01,1.00E-80,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Esophagus Mucosa,EPHA1,ENSG00000146904.8,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.11E+00,1.01E-09,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Esophagus Mucosa,EPHA1,ENSG00000146904.8,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.11E+00,1.01E-09,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Thyroid,RAPSN,ENSG00000165917.9,protein-coding,FUSION,4.89E+00,1.02E-06,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Cross-tissue,MTCH2,ENSG00000109919.9,protein-coding,FUSION,-5.73E+00,1.02E-08,TWASP000161
Alzheimer's Disease,Alzheimer'S Disease,Brain,AC012146.7,ENSG00000234327.7,processed_transcript,Summary data-based Mendelian Randomization(SMR),-2.50E-02,1.03E-06,TWASP000095
Alzheimer's Disease,Alzheimer'S Disease,Brain Cortex,MINDY2,ENSG00000128923.10,protein-coding,S-PrediXcan,4.89E+00,1.03E-06,TWASP000172
Alzheimer Dementia,Alzheimer'S Disease,Whole Blood,MYBPC3,ENSG00000134571.10,protein-coding,Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR),3.80E-02,1.03E-07,TWASP000090
Alzheimer's Disease,Alzheimer'S Disease,Testis,VASP,ENSG00000125753.13,protein-coding,FUSION,-6.10E+00,1.03E-09,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Testis,SLC39A13,ENSG00000165915.13,protein-coding,FUSION,-6.80E+00,1.03E-11,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Nerve Tibial,DMPK,ENSG00000104936.17,protein-coding,FUSION,4.41E+00,1.04E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Nucleus Accumbens,PPP1R37,ENSG00000104866.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.32E+00,1.04E-07,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Brain Nucleus Accumbens,PPP1R37,ENSG00000104866.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.32E+00,1.04E-07,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Testis,APOC2,ENSG00000234906.9,protein-coding,Summary-PrediXcan(S-PrediXcan),6.46E+00,1.04E-10,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Testis,APOC2,ENSG00000234906.9,protein-coding,Summary-PrediXcan(S-PrediXcan),6.46E+00,1.04E-10,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,CD34,ENSG00000174059.16,protein-coding,Summary-PrediXcan(S-PrediXcan),3.88E+00,1.05E-04,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Cells Transformed Fibroblast,SSBP4,ENSG00000130511.15,protein-coding,FUSION,-4.41E+00,1.05E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Cerebrum Hypothalamus,HLA-DRB1,ENSG00000196126.11,protein-coding,S-PrediXcan,4.41E+00,1.05E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Hypothalamus,HLA-DRB1,ENSG00000196126.11,protein-coding,S-PrediXcan,4.41E+00,1.05E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Spleen,ELL,ENSG00000105656.12,protein-coding,FUSION,4.41E+00,1.05E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Peripheral Blood,NDRG3,ENSG00000101079.20,protein-coding,Summary data_based Mendelian Randomization(SMR),-3.38E-01,1.05E-05,TWASP000044
Alzheimer Dementia,Alzheimer'S Disease,Dorsal Lateral Prefrontal Cortex,SAP130,ENSG00000136715.17,protein-coding,Bayesian genome-wide TWAS,-4.88E+00,1.05E-06,TWASP000079
Alzheimer's Disease,Alzheimer'S Disease,Brain Prefrontal Cortex,PDE1C,ENSG00000154678.16,protein-coding,MOSTWAS,4.88E+00,1.05E-06,TWASP000131
Alzheimer's Disease,Alzheimer'S Disease,Brain Prefrontal Cortex,HLA-DRB1,ENSG00000196126.11,protein-coding,MOSTWAS,6.80E+00,1.05E-11,TWASP000131
Alzheimer's Disease,Alzheimer'S Disease,Caudate Basal Ganglia,RNF40,ENSG00000103549.21,protein-coding,S-PrediXcan,-4.40E+00,1.06E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Caudate Basal Ganglia,RNF40,ENSG00000103549.21,protein-coding,S-PrediXcan,-4.40E+00,1.06E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Artery Coronary,CEACAM19,ENSG00000186567.12,protein-coding,Summary-PrediXcan(S-PrediXcan),7.73E+00,1.06E-14,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Artery Coronary,CEACAM19,ENSG00000186567.12,protein-coding,Summary-PrediXcan(S-PrediXcan),7.73E+00,1.06E-14,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Brain,CFAP20,ENSG00000070761.7,protein-coding,Summary data_based Mendelian Randomization(SMR),-9.27E-01,1.07E-05,TWASP000044
Alzheimer's Disease,Alzheimer'S Disease,Anterior Cingulate Cortex,HSPA4,ENSG00000170606.14,protein-coding,S-PrediXcan,4.40E+00,1.07E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Peripheral Blood,TRA2A,ENSG00000164548.10,protein-coding,Summary data_based Mendelian Randomization(SMR)_,-2.94E-01,1.07E-05,TWASP000018
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,PRSS36,ENSG00000178226.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.72E+00,1.07E-08,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Nucleus Accumbens Basal Ganglia,PVRIG,ENSG00000213413.2,protein-coding,S-PrediXcan,-6.10E+00,1.07E-09,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,PBK,ENSG00000168078.9,protein-coding,Summary-PrediXcan(S-PrediXcan),2.55E+00,1.08E-02,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Brain Cortex,SNX32,ENSG00000172803.17,protein-coding,S-PrediXcan,-4.40E+00,1.08E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Artery Tibia,ZNF285BP,-,pseudogene,FUSION,-4.40E+00,1.08E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Anterior Cingulate Cortex,CHRNE,ENSG00000108556.7,protein-coding,S-PrediXcan,4.40E+00,1.08E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Cortex,PVR,ENSG00000073008.14,protein-coding,S-PrediXcan,-6.80E+00,1.08E-11,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain,FAM180B,ENSG00000196666.4,protein-coding,FUSION,-4.98E+00,1.09E-05,TWASP000025
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,CKM,ENSG00000104879.4,protein-coding,Summary-PrediXcan(S-PrediXcan),-4.40E+00,1.09E-05,TWASP000134
Alzheimer Dementia,Alzheimer'S Disease,Dorsal Lateral Prefrontal Cortex,FBXO46,ENSG00000177051.5,protein-coding,Bayesian genome-wide TWAS,-4.87E+00,1.09E-06,TWASP000079
Alzheimer Dementia,Alzheimer'S Disease,Dorsal Lateral Prefrontal Cortex,TMEM109,ENSG00000110108.9,protein-coding,TIGAR,-4.88E+00,1.09E-06,TWASP000079
Alzheimer's Disease,Alzheimer'S Disease,Esophagus Mucosa,PVR,ENSG00000073008.14,protein-coding,FUSION,-6.45E+00,1.09E-10,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Nucleus Accumbens Basal Ganglia,APOC4,ENSG00000267467.3,protein-coding,FUSION,-1.05E+01,1.09E-25,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Nucleus Accumbens Basal Ganglia,APOC1,ENSG00000130208.9,protein-coding,S-PrediXcan,-1.17E+01,1.09E-31,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,CD14,LACTB2,ENSG00000147592.8,protein-coding,FUSION,4.40E+00,1.10E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,CD14,FNBP4,ENSG00000109920.12,protein-coding,FUSION,4.87E+00,1.10E-06,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Breast Mammary Tissue,C1QTNF4,ENSG00000172247.3,protein-coding,FUSION,4.87E+00,1.10E-06,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,DMWD,ENSG00000185800.11,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.09E+00,1.10E-09,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Skin Not Sun Exposed,CLPTM1,ENSG00000104853.15,protein-coding,FUSION,-1.19E+01,1.10E-32,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Esophagus Muscularis,C1QTNF4,ENSG00000172247.3,protein-coding,FUSION,4.87E+00,1.11E-06,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Skin Not Sun Exposed,PROC,ENSG00000115718.17,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.71E+00,1.11E-08,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Brain Cerebrum Hypothalamus,PVRIG,ENSG00000213413.2,protein-coding,S-PrediXcan,-5.71E+00,1.11E-08,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Skin Not Sun Exposed,PROC,ENSG00000115718.17,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.71E+00,1.11E-08,TWASP000054
Alzheimer Dementia,Alzheimer'S Disease,Dorsal Lateral Prefrontal Cortex,APOC1,ENSG00000130208.9,protein-coding,Bayesian genome-wide TWAS,6.45E+00,1.11E-10,TWASP000079
Alzheimer's Disease,Alzheimer'S Disease,Whole Blood,EPHA1-AS1,ENSG00000229153.5,antisense,Summary data-based Mendelian Randomization(SMR),-3.10E-02,1.11E-10,TWASP000095
Alzheimer's Disease,Alzheimer'S Disease,Heart Left Ventricle,BIN1,ENSG00000136717.14,protein-coding,FUSION,-6.45E+00,1.11E-10,TWASP000173
Alzheimer Dementia,Alzheimer'S Disease,Dorsal Lateral Prefrontal Cortex,TRAPPC6A,ENSG00000007255.10,protein-coding,TIGAR,-8.56E+00,1.11E-17,TWASP000079
Alzheimer's Disease,Alzheimer'S Disease,Brain,PHLPP2,ENSG00000040199.18,protein-coding,FUSION,4.39E+00,1.12E-05,TWASP000173
Alzheimer Dementia,Alzheimer'S Disease,Whole Blood,CAMTA2,ENSG00000108509.20,protein-coding,Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR),6.27E-02,1.12E-06,TWASP000090
Alzheimer's Disease,Alzheimer'S Disease,Anterior Cingulate Cortex,CFAP119,ENSG00000196118,protein-coding,S-PrediXcan,4.87E+00,1.12E-06,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Cortex,KAT8,ENSG00000103510.19,protein-coding,S-PrediXcan,-6.09E+00,1.12E-09,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Aortic Artery,C1QTNF4,ENSG00000172247.3,protein-coding,FUSION,4.39E+00,1.13E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Thyroid,DMWD,ENSG00000185800.11,protein-coding,FUSION,4.39E+00,1.13E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Adipose,MYBPC3,ENSG00000134571.10,protein-coding,FUSION,4.87E+00,1.13E-06,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,A2ML1,ENSG00000166535.19,protein-coding,Summary-PrediXcan(S-PrediXcan),4.87E+00,1.13E-06,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Anterior Cingulate Cortex,GJC3,ENSG00000176402.5,protein-coding,S-PrediXcan,-4.87E+00,1.13E-06,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Adipose,C1QTNF4,ENSG00000172247.3,protein-coding,FUSION,5.71E+00,1.13E-08,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Whole Blood,TOMM40,ENSG00000130204.12,protein-coding,FUSION,3.71E+00,1.13E-25,TWASP000025
Alzheimer's Disease,Alzheimer'S Disease,Nerve Tibial,ZNF285BP,-,pseudogene,FUSION,1.11E+01,1.13E-28,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,CLPTM1,ENSG00000104853.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-1.21E+01,1.13E-33,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Adipose,NR1H3,ENSG00000025434.18,protein-coding,FUSION,-4.39E+00,1.14E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Nucleus Accumbens Basal Ganglia,PRSS36,ENSG00000178226.10,protein-coding,S-PrediXcan,-5.71E+00,1.14E-08,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Pituitary,POLR1G,ENSG00000117877,protein-coding,FUSION,6.09E+00,1.14E-09,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Whole Blood,TAS2R60,ENSG00000185899.1,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.79E+00,1.14E-11,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Brain Cerebrum Hypothalamus,RNF40,ENSG00000103549.21,protein-coding,S-PrediXcan,-4.39E+00,1.15E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Hypothalamus,RNF40,ENSG00000103549.21,protein-coding,S-PrediXcan,-4.39E+00,1.15E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Substantia Nigra,LAMTOR4,ENSG00000188186.10,protein-coding,S-PrediXcan,-5.30E+00,1.15E-07,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Stomach,MS4A2,ENSG00000149534.8,protein-coding,FUSION,-7.11E+00,1.15E-12,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,ZNF155,ENSG00000204920.10,protein-coding,Summary-PrediXcan(S-PrediXcan),8.29E+00,1.15E-16,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,TOMM40,ENSG00000130204.12,protein-coding,Summary-PrediXcan(S-PrediXcan),-8.56E+00,1.15E-17,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Amygdala,KAT8,ENSG00000103510.19,protein-coding,S-PrediXcan,-6.09E+00,1.16E-09,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Monocyte,MRPS21,ENSG00000266472.5,protein-coding,UTMOST,-8.29E+00,1.16E-16,TWASP000148
Alzheimer's Disease,Alzheimer'S Disease,Breast Mammary Tissue,SSBP4,ENSG00000130511.15,protein-coding,FUSION,-4.38E+00,1.17E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,DACT3,ENSG00000197380.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-4.38E+00,1.17E-05,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,ZNF284,ENSG00000186026.6,protein-coding,Summary-PrediXcan(S-PrediXcan),3.85E+00,1.18E-04,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Whole Blood,BIN1,ENSG00000136717.14,protein-coding,FUSION,4.86E+00,1.18E-06,TWASP000025
Alzheimer's Disease,Alzheimer'S Disease,Brain Caudate Basal Ganglia,CEACAM19,ENSG00000186567.12,protein-coding,Summary-PrediXcan(S-PrediXcan),5.70E+00,1.18E-08,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Brain Caudate Basal Ganglia,CEACAM19,ENSG00000186567.12,protein-coding,Summary-PrediXcan(S-PrediXcan),5.70E+00,1.18E-08,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Brain,CLPTM1,ENSG00000104853.15,protein-coding,FUSION,-9.56E+00,1.18E-21,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Caudate Basal Ganglia,FAM241A,ENSG00000174749,protein-coding,S-PrediXcan,-4.38E+00,1.19E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,NECTIN2,ENSG00000130202.9,protein-coding,Summary-PrediXcan(S-PrediXcan),3.85E+00,1.20E-04,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Muscle Skeletal,SLC39A13,ENSG00000165915.13,protein-coding,FUSION,-4.38E+00,1.20E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Cells Transformed Fibroblast,SLC39A13,ENSG00000165915.13,protein-coding,FUSION,5.29E+00,1.20E-07,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Heart Atrial Appendage,C1QTNF4,ENSG00000172247.3,protein-coding,FUSION,5.70E+00,1.20E-08,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Prefrontal Cortex,ACP6,ENSG00000162836.11,protein-coding,MOSTWAS,6.08E+00,1.20E-09,TWASP000131
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,RELB,ENSG00000104856.13,protein-coding,Summary-PrediXcan(S-PrediXcan),2.51E+00,1.21E-02,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,CD14,EPHA1,ENSG00000146904.8,protein-coding,FUSION,-4.85E+00,1.21E-06,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Hypothalamus,CASTOR3,ENSG00000239521,pseudogene,S-PrediXcan,-5.29E+00,1.21E-07,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Cerebrum Hypothalamus,CASTOR3,ENSG00000239521,pseudogene,S-PrediXcan,-5.29E+00,1.21E-07,TWASP000172
Alzheimer Dementia,Alzheimer'S Disease,Dorsal Lateral Prefrontal Cortex,ZNF227,ENSG00000131115.15,protein-coding,TIGAR,5.70E+00,1.21E-08,TWASP000079
Alzheimer's Disease,Alzheimer'S Disease,Adipose,CEACAM19,ENSG00000186567.12,protein-coding,FUSION,6.44E+00,1.21E-10,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Whole Blood,DMWD,ENSG00000185800.11,protein-coding,FUSION,2.76E+00,1.22E-05,TWASP000025
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampus,CHRNE,ENSG00000108556.7,protein-coding,S-PrediXcan,4.37E+00,1.22E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Hippocampus,CTSW,ENSG00000172543.7,protein-coding,S-PrediXcan,4.37E+00,1.22E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Hippocampus,CHRNE,ENSG00000108556.7,protein-coding,S-PrediXcan,4.37E+00,1.22E-05,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Testis,ACP2,ENSG00000134575.9,protein-coding,FUSION,-4.37E+00,1.22E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Whole Blood,APH1B,ENSG00000138613.13,protein-coding,Summary data-based Mendelian Randomization(SMR),2.50E-02,1.22E-07,TWASP000095
Alzheimer's Disease,Alzheimer'S Disease,Aortic Artery,MARK4,ENSG00000007047.14,protein-coding,FUSION,5.29E+00,1.22E-07,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Colon Transverse,ZNF229,ENSG00000278318.4,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.44E+00,1.22E-10,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Colon Transverse,ZNF229,ENSG00000278318.4,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.44E+00,1.22E-10,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Caudate Basal Ganglia,CR1,ENSG00000203710.10,protein-coding,S-PrediXcan,8.55E+00,1.22E-17,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Caudate Basal Ganglia,CR1,ENSG00000203710.10,protein-coding,S-PrediXcan,8.55E+00,1.22E-17,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Skin Not Sun Exposed,APOE,ENSG00000130203.9,protein-coding,FUSION,-2.06E+01,1.22E-94,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,PVR,ENSG00000073008.14,protein-coding,Summary-PrediXcan(S-PrediXcan),4.85E+00,1.23E-06,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Skin Sun Exposed,RELB,ENSG00000104856.13,protein-coding,Summary-PrediXcan(S-PrediXcan),5.70E+00,1.23E-08,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Skin Sun Exposed,RELB,ENSG00000104856.13,protein-coding,Summary-PrediXcan(S-PrediXcan),5.70E+00,1.23E-08,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Liver,FBXO46,ENSG00000177051.5,protein-coding,Summary-PrediXcan(S-PrediXcan),6.44E+00,1.23E-10,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Liver,FBXO46,ENSG00000177051.5,protein-coding,Summary-PrediXcan(S-PrediXcan),6.44E+00,1.23E-10,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Lung,CEACAM19,ENSG00000186567.12,protein-coding,Summary-PrediXcan(S-PrediXcan),7.10E+00,1.23E-12,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Lung,CEACAM19,ENSG00000186567.12,protein-coding,Summary-PrediXcan(S-PrediXcan),7.10E+00,1.23E-12,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Brain Caudate Basal Ganglia,CEACAM19,ENSG00000186567.12,protein-coding,S-PrediXcan,8.81E+00,1.23E-18,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Caudate Basal Ganglia,CEACAM19,ENSG00000186567.12,protein-coding,S-PrediXcan,8.81E+00,1.23E-18,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,ZNF226,ENSG00000167380.16,protein-coding,Summary-PrediXcan(S-PrediXcan),9.79E+00,1.23E-22,TWASP000134
Alzheimer Dementia,Alzheimer'S Disease,Dorsal Lateral Prefrontal Cortex,PPM1N,ENSG00000213889.10,protein-coding,TIGAR,5.69E+00,1.24E-08,TWASP000079
Alzheimer's Disease,Alzheimer'S Disease,Brain Caudate Basal Ganglia,RAPSN,ENSG00000165917.9,protein-coding,FUSION,4.37E+00,1.25E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Aortic Artery,SNRPD2,ENSG00000125743.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-7.10E+00,1.25E-12,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Aortic Artery,SNRPD2,ENSG00000125743.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-7.10E+00,1.25E-12,TWASP000056
Alzheimer Dementia,Alzheimer'S Disease,Dorsal Lateral Prefrontal Cortex,ZKSCAN8,ENSG00000198315.10,protein-coding,Bayesian genome-wide TWAS,-1.19E+01,1.25E-32,TWASP000079
Alzheimer's Disease,Alzheimer'S Disease,Brain Nucleus Accumbens,ZNF155,ENSG00000204920.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.69E+00,1.26E-08,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,Brain Nucleus Accumbens,ZNF155,ENSG00000204920.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.69E+00,1.26E-08,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Brain Prefrontal Cortex,CBLIF,ENSG00000134812,protein-coding,MOSTWAS,-5.28E+00,1.27E-07,TWASP000131
Alzheimer's Disease,Alzheimer'S Disease,Colon Sigmoid,DMPK,ENSG00000104936.17,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.69E+00,1.27E-08,TWASP000054
Alzheimer's Disease,Alzheimer'S Disease,Colon Sigmoid,DMPK,ENSG00000104936.17,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.69E+00,1.27E-08,TWASP000056
Alzheimer's Disease,Alzheimer'S Disease,CD14,MS4A6A,ENSG00000110077.14,protein-coding,FUSION,6.43E+00,1.27E-10,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Aortic Artery,CEACAM19,ENSG00000186567.12,protein-coding,FUSION,8.81E+00,1.27E-18,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Adipose,DMPK,ENSG00000104936.17,protein-coding,FUSION,4.36E+00,1.28E-05,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Monocyte,KEAP1,ENSG00000079999.13,protein-coding,UTMOST,4.84E+00,1.28E-06,TWASP000148
Alzheimer's Disease,Alzheimer'S Disease,Spleen,C1QTNF4,ENSG00000172247.3,protein-coding,FUSION,5.69E+00,1.28E-08,TWASP000173
Alzheimer's Disease,Alzheimer'S Disease,Pituitary,KAT8,ENSG00000103510.19,protein-coding,S-PrediXcan,-6.07E+00,1.28E-09,TWASP000172
Alzheimer's Disease,Alzheimer'S Disease,Brain Hippocampal,SIN3A,ENSG00000169375.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.83E+00,1.29E-04,TWASP000134
Alzheimer's Disease,Alzheimer'S Disease,Testis,FSIP2,ENSG00000188738.14,protein-coding,FUSION,4.36E+00,1.29E-05,TWASP000173
