Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Anxiety,Anxiety Disorder,Cerebellar Hemisphere,RP11-798G7.8,ENSG00000266918.1,TEC,FUSION,5.08E+00,3.77E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-5.06E+00,4.27E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain,MAPT,ENSG00000186868.15,protein-coding,FUSION,-5.04E+00,4.72E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain,SPPL2C,ENSG00000185294.6,protein-coding,FUSION,-5.02E+00,5.29E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus accumbens basal ganglia,ARHGAP27,ENSG00000159314.11,protein-coding,FUSION,4.99E+00,6.18E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,5.41E+00,6.28E-08,TWASP000176
Anxiety,Anxiety Disorder,Caudate Basal Ganglia,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,1.00E-06,TWASP000176
Anxiety,Anxiety Disorder,Anterior Cingulate Cortex,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,1.01E-06,TWASP000176
Anxiety,Anxiety Disorder,Hypothalamus,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,1.01E-06,TWASP000176
Anxiety,Anxiety Disorder,Hypothalamus,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,1.02E-06,TWASP000176
Anxiety,Anxiety Disorder,Spinal Cord Cervical,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,1.04E-06,TWASP000176
Anxiety,Anxiety Disorder,Cerebellar Hemisphere,SPPL2C,ENSG00000185294.6,protein-coding,FUSION,-,1.05E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellar Hemisphere,SPPL2C,ENSG00000185294.6,protein-coding,FUSION,-,1.05E-07,TWASP000176
Anxiety,Anxiety Disorder,Caudate Basal Ganglia,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,1.07E-06,TWASP000176
Anxiety,Anxiety Disorder,Hypothalamus,AMT,ENSG00000145020.15,protein-coding,FUSION,-,1.08E-06,TWASP000176
Anxiety,Anxiety Disorder,Hippocampus,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,1.38E-06,TWASP000176
Anxiety,Anxiety Disorder,Substantia Nigra,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,1.53E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,1.56E-06,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellum,RGS19,ENSG00000171700.13,protein-coding,FUSION,-,1.61E-08,TWASP000176
Anxiety,Anxiety Disorder,Substantia Nigra,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,1.67E-07,TWASP000176
Anxiety,Anxiety Disorder,Spinal Cord Cervical,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,1.70E-06,TWASP000176
Anxiety,Anxiety Disorder,Nucleus accumbens basal ganglia,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,1.72E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus Accumbens Basal Ganglia,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,1.72E-07,TWASP000176
Anxiety,Anxiety Disorder,Substantia Nigra,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,2.03E-06,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellar Hemisphere,RP11-798G7.5,ENSG00000131484.4,lincRNA,FUSION,-,2.22E-07,TWASP000176
Anxiety,Anxiety Disorder,Substantia Nigra,RP11-259G18.1,ENSG00000261575.2,transcribed_unprocessed_pseudogene,FUSION,-,2.39E-06,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellum,RP11-259G18.3,ENSG00000262539.1,processed_pseudogene,FUSION,-,2.74E-07,TWASP000176
Anxiety,Anxiety Disorder,Cerebellum,RP11-259G18.3,ENSG00000262539.1,processed_pseudogene,FUSION,-,2.74E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,3.16E-06,TWASP000176
Anxiety,Anxiety Disorder,Hypothalamus,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,3.30E-07,TWASP000176
Anxiety,Anxiety Disorder,Anterior Cingulate Cortex,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,3.44E-07,TWASP000176
Anxiety,Anxiety Disorder,Frontal Cortex,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,3.60E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Frontal Cortex,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,3.60E-07,TWASP000176
Anxiety,Anxiety Disorder,Hippocampus,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,3.66E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellar Hemisphere,RP11-798G7.8,ENSG00000266918.1,TEC,FUSION,-,3.77E-07,TWASP000176
Anxiety Disorder,Anxiety Disorder,Nerve Tibial,ANKRD20A1,ENSG00000260691.5,protein-coding,Summary-MultiXcan(S-MultiXcan),-,4.38E-10,TWASP000056
Anxiety,Anxiety Disorder,Cerebellum,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,4.72E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellum,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,4.72E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellar Hemisphere,MAPT-AS1,ENSG00000264589.2,antisense,FUSION,-,4.93E-07,TWASP000176
Anxiety,Anxiety Disorder,Cerebellar Hemisphere,MAPT-AS1,ENSG00000264589.2,antisense,FUSION,-,4.93E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus accumbens basal ganglia,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,5.10E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus Accumbens Basal Ganglia,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,5.10E-07,TWASP000176
Anxiety,Anxiety Disorder,Anterior Cingulate Cortex,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,5.54E-07,TWASP000176
Anxiety,Anxiety Disorder,Anterior Cingulate Cortex,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,5.63E-07,TWASP000176
Anxiety,Anxiety Disorder,Cortex,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,5.84E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Frontal Cortex,SPPL2C,ENSG00000185294.6,protein-coding,FUSION,-,6.12E-07,TWASP000176
Anxiety,Anxiety Disorder,Frontal Cortex,SPPL2C,ENSG00000185294.6,protein-coding,FUSION,-,6.12E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus Accumbens Basal Ganglia,ARHGAP27,ENSG00000159314.11,protein-coding,FUSION,-,6.18E-07,TWASP000176
Anxiety,Anxiety Disorder,Amygdala,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,6.24E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain,STH,ENSG00000256762.1,protein-coding,FUSION,-,6.40E-07,TWASP000176
Anxiety,Anxiety Disorder,Caudate Basal Ganglia,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,6.54E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellar Hemisphere,PLEKHM1,ENSG00000225190.10,protein-coding,FUSION,-,6.89E-07,TWASP000176
Anxiety,Anxiety Disorder,Cerebellar Hemisphere,PLEKHM1,ENSG00000225190.10,protein-coding,FUSION,-,6.89E-07,TWASP000176
Anxiety,Anxiety Disorder,Cerebellar Hemisphere,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,6.96E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellar Hemisphere,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,6.96E-07,TWASP000176
Anxiety,Anxiety Disorder,Cortex,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,6.99E-07,TWASP000176
Anxiety,Anxiety Disorder,Putamen,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,8.12E-07,TWASP000176
Anxiety,Anxiety Disorder,Spinal Cord Cervical,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,8.51E-07,TWASP000176
Anxiety,Anxiety Disorder,Caudate Basal Ganglia,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,8.53E-07,TWASP000176
Anxiety,Anxiety Disorder,Putamen,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,8.56E-07,TWASP000176
Anxiety,Anxiety Disorder,Hippocampus,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,8.60E-07,TWASP000176
Anxiety,Anxiety Disorder,Caudate Basal Ganglia,RP11-259G18.1,ENSG00000261575.2,transcribed_unprocessed_pseudogene,FUSION,-,8.71E-07,TWASP000176
Anxiety,Anxiety Disorder,Putamen,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,8.79E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus accumbens basal ganglia,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,8.79E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus Accumbens Basal Ganglia,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,8.79E-07,TWASP000176
Anxiety,Anxiety Disorder,Cerebellar Hemisphere,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,8.79E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Cerebellar Hemisphere,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,8.79E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Frontal Cortex,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,8.81E-07,TWASP000176
Anxiety,Anxiety Disorder,Frontal Cortex,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,8.81E-07,TWASP000176
Anxiety,Anxiety Disorder,Frontal Cortex,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,8.87E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain Frontal Cortex,LINC02210,ENSG00000204650.14,transcribed_unitary_pseudogene,FUSION,-,8.87E-07,TWASP000176
Anxiety,Anxiety Disorder,Hippocampus,RP11-259G18.1,ENSG00000261575.2,transcribed_unprocessed_pseudogene,FUSION,-,8.92E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus Accumbens Basal Ganglia,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,8.97E-07,TWASP000176
Anxiety,Anxiety Disorder,Nucleus accumbens basal ganglia,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,8.97E-07,TWASP000176
Anxiety,Anxiety Disorder,Putamen,CRHR1,ENSG00000120088.14,protein-coding,FUSION,-,9.11E-07,TWASP000176
Anxiety,Anxiety Disorder,Amygdala,DND1P1,ENSG00000264070.1,processed_pseudogene,FUSION,-,9.41E-07,TWASP000176
Anxiety,Anxiety Disorder,Hippocampus,LRRC37A4P,ENSG00000214425.7,transcribed_unprocessed_pseudogene,FUSION,-,9.45E-07,TWASP000176
Anxiety,Anxiety Disorder,Spinal Cord Cervical,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,9.49E-07,TWASP000176
Anxiety,Anxiety Disorder,Cortex,PLEKHM1,ENSG00000225190.10,protein-coding,FUSION,-,9.69E-07,TWASP000176
Anxiety,Anxiety Disorder,Brain,LRRC37A,ENSG00000176681.14,protein-coding,FUSION,-,9.75E-07,TWASP000176
Anxiety,Anxiety Disorder,Hypothalamus,KANSL1-AS1,ENSG00000214401.4,antisense,FUSION,-,9.87E-08,TWASP000176
