ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000175697	GPR156	3	119883492	120003941	-1	protein_coding	165829	GPR156	3.67917855529623e-07	0.263369043	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000582438	rs17203118	9
ENSG00000177694	NAALADL2	3	174156363	175523428	1	protein_coding	254827	NAALADL2	3.04144463822372e-06	0.37375237	5	15.79	0	NA	NA	NA	NA	No	NA	2.2263e-06	rs75420605	10
ENSG00000185774	KCNIP4	4	20730239	21950422	-1	protein_coding	80333	KCNIP4	0.967714666988821	NA	28	14.96	0	NA	NA	NA	NA	No	NA	3.6735e-06	rs77408002	11
ENSG00000109184	DCUN1D4	4	52709166	52783003	1	protein_coding	23142	DCUN1D4	0.160650285832102	-1.162968382	0	0	1	0.0199399	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	4.01703e-06	rs79198216	12
ENSG00000163069	SGCB	4	52886872	52904648	-1	protein_coding	6443	SGCB	0.00360015162466118	-1.055051462	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	4.01703e-06	rs79198216	12
ENSG00000109654	TRIM2	4	154073494	154260472	1	protein_coding	23321	TRIM2	0.894263856491426	0.106669973	1	1.403	0	NA	NA	NA	NA	No	NA	9.32196e-06	rs189541423	13
ENSG00000175471	MCTP1	5	94039446	94620279	-1	protein_coding	79772	MCTP1	0.00988911824115707	-0.289821442	0	0	25	0.00836397	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	1.80067e-05	rs4869264	16
ENSG00000153347	FAM81B	5	94727048	94786158	1	protein_coding	153643	FAM81B	5.11790785662586e-06	0.210293254	0	0	9	0.00676655	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	5.13831e-05	rs4869264	16
ENSG00000164291	ARSK	5	94890778	94940768	1	protein_coding	153642	ARSK	0.00461420992933416	-0.657321575	0	0	29	0.0163385	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	3.19745e-06	rs4869264	16
ENSG00000118985	ELL2	5	95220802	95297775	-1	protein_coding	22936	ELL2	0.99828854499778	-1.432336895	0	0	0	NA	NA	NA	NA	Yes	EP_correlation_cell_type_oneway	2.52291e-05	rs4869264	16
ENSG00000153113	CAST	5	95860971	96115299	1	protein_coding	831	CAST	1.55575755785131e-06	0.291307495	0	0	31	0.00601658	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	3.19745e-06	rs4869264	16
ENSG00000247121	CTD-2260A17.2	5	96149731	96271513	-1	protein_coding	NA	NA	NA	NA	0	0	6	0.0165762	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	5.13831e-05	rs4869264	16
ENSG00000198961	PJA2	5	108670410	108745695	-1	protein_coding	9867	PJA2	0.466603861583053	-0.019617374	2	2.228	0	NA	NA	NA	NA	No	NA	1.51637e-07	rs560550912;rs80059016	17
ENSG00000112893	MAN2A1	5	109025067	109205326	1	protein_coding	4124	MAN2A1	0.0186444331521237	NA	1	5.024	0	NA	NA	NA	NA	No	NA	4.41509e-07	rs74865115	17
ENSG00000112297	AIM1	6	106959730	107018326	1	protein_coding	202	AIM1	7.45739464483608e-20	1.641282921	2	8.314	0	NA	NA	NA	NA	Yes	Adult_Cortex	4.14405e-06	rs370259420	21
ENSG00000130347	RTN4IP1	6	107018903	107077373	-1	protein_coding	84816	RTN4IP1	3.75201094361177e-06	0.572252511	1	4.668	0	NA	NA	NA	NA	No	NA	NA	rs370259420	21
ENSG00000130348	QRSL1	6	107077453	107116292	1	protein_coding	55278	QRSL1	8.77942908077522e-05	0.372385279	1	5.982	0	NA	NA	NA	NA	No	NA	NA	rs370259420	21
ENSG00000130349	C6orf203	6	107349407	107372546	1	protein_coding	51250	C6orf203	0.00178692275457031	0.74059338	1	3.11	0	NA	NA	NA	NA	No	NA	4.14405e-06	rs370259420	21
ENSG00000178409	BEND3	6	107386386	107436473	-1	protein_coding	57673	BEND3	0.498328912747109	-0.809838595	2	1.474	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	7.53806e-06	rs370259420	21
ENSG00000164494	PDSS2	6	107473761	107780768	-1	protein_coding	57107	PDSS2	1.89564464414184e-05	-0.637292192	2	6.396	0	NA	NA	NA	NA	Yes	Adult_Cortex	4.14405e-06	rs370259420	21
ENSG00000112320	SOBP	6	107811162	107981357	1	protein_coding	55084	SOBP	NA	NA	2	3.862	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs370259420	21
ENSG00000146285	SCML4	6	108025308	108145521	-1	protein_coding	256380	SCML4	0.268213054620722	-0.122272059	2	8.028	0	NA	NA	NA	NA	No	NA	NA	rs370259420	21
ENSG00000025796	SEC63	6	108188960	108279393	-1	protein_coding	11231	SEC63	1.24261908060209e-05	0.85698409	3	9.763	0	NA	NA	NA	NA	No	NA	NA	rs370259420	21
ENSG00000186340	THBS2	6	169615875	169654139	-1	protein_coding	7058	THBS2	0.245000802643493	2.238610043	1	5.484	0	NA	NA	NA	NA	No	NA	NA	rs11758958	22
ENSG00000184465	WDR27	6	169857307	170102159	-1	protein_coding	253769	WDR27	2.39749911767589e-15	-0.156810757	2	0.159	0	NA	NA	NA	NA	No	NA	NA	rs11758958	22
ENSG00000184786	TCTE3	6	170140210	170151655	-1	protein_coding	6991	TCTE3	0.00321873255866745	-0.238722271	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs11758958	22
ENSG00000130023	ERMARD	6	170151718	170181680	1	protein_coding	55780	ERMARD	5.17462949024395e-10	-0.370459413	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs11758958	22
ENSG00000112584	FAM120B	6	170599791	170716153	1	protein_coding	84498	FAM120B	2.3406676741202e-08	1.946576099	1	0.072	0	NA	NA	NA	NA	No	NA	NA	rs11758958	22
ENSG00000128512	DOCK4	7	111366166	111846466	-1	protein_coding	9732	DOCK4	0.998535732717338	-0.623974504	1	0.038	0	NA	NA	NA	NA	No	NA	6.65045e-06	rs143062529	24
ENSG00000006652	IFRD1	7	112063023	112121072	1	protein_coding	3475	IFRD1	0.105462456846984	1.094446258	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.65045e-06	rs143062529	24
ENSG00000181016	LSMEM1	7	112120908	112131117	1	protein_coding	286006	LSMEM1	0.00519486074970192	0.481972093	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.65045e-06	rs143062529	24
ENSG00000226490	AC138647.1	8	142524738	142528837	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000171045	TSNARE1	8	143293441	143484601	-1	protein_coding	203062	TSNARE1	3.60235223112282e-07	NA	15	8.148	15	0.0285243	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000181790	BAI1	8	143530791	143626370	1	protein_coding	575	BAI1	0.999875311419222	NA	29	7.367	31	0.000414522	NA	GTEx/v8/Brain_Hypothalamus	+	Yes	EP_links_oneway:Promoter_anchored_loops	3.03763e-06	rs112373199	25
ENSG00000198576	ARC	8	143692405	143696833	-1	protein_coding	23237	ARC	0.920765733774356	-0.809951034	2	10.87	3	0.0103621	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:EP_correlation_organ_oneway	3.03763e-06	rs112373199	25
ENSG00000167653	PSCA	8	143751726	143764142	1	protein_coding	8000	PSCA	0.00894842686480651	1.448535139	8	12.84	20	0.000606089	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000160886	LY6K	8	143781529	143786545	1	protein_coding	54742	LY6K	0.000583632193494971	0.620706009	2	12.68	13	0.00123225	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000130193	THEM6	8	143808621	143818345	1	protein_coding	51337	THEM6	0.0242798295662762	-0.051935087	11	12.25	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000126233	SLURP1	8	143822362	143823829	-1	protein_coding	57152	SLURP1	0.328314103428116	0.273296193	5	9.044	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000197353	LYPD2	8	143831568	143833952	-1	protein_coding	137797	LYPD2	0.0633022046112556	-0.383771532	6	9.044	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000180155	LYNX1	8	143845752	143859640	-1	protein_coding	66004	LYNX1	0.110678246204466	0.158244904	19	7.836	3	0.0203093	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000167656	LY6D	8	143866296	143868008	-1	protein_coding	8581	LY6D	0.000620135417616238	NA	14	7.836	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000104499	GML	8	143915663	143997922	1	protein_coding	2765	GML	0.439134841904715	0.402881037	34	14.03	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000160882	CYP11B1	8	143953772	143961262	-1	protein_coding	1584	CYP11B1	0.00143393188162045	1.413855756	19	14.03	16	0.00650254	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	EP_links_oneway:Promoter_anchored_loops	NA	rs112373199	25
ENSG00000179142	CYP11B2	8	143991975	143999259	-1	protein_coding	1585	CYP11B2	3.92718052728051e-13	0.351824995	4	2.594	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000160932	LY6E	8	144099399	144105249	1	protein_coding	4061	LY6E	0.733420181505572	NA	3	6.349	12	0.00137127	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000177335	C8orf31	8	144120626	144141359	1	protein_coding	286122	C8orf31	1.08582352031841e-05	1.902115733	15	8.133	40	5.26643e-05	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000261667	RP11-520P18.5	8	144161874	144164418	1	protein_coding	101928108	NA	NA	NA	3	3.147	0	NA	NA	NA	NA	Yes	EP_links_oneway:Promoter_anchored_loops:EP_correlation_organ_oneway	NA	rs112373199	25
ENSG00000176956	LY6H	8	144239331	144242128	-1	protein_coding	4062	LY6H	0.46060556878133	NA	0	0	4	0.040854	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000182851	GPIHBP1	8	144295068	144299044	1	protein_coding	338328	GPIHBP1	0.023780962945537	-0.412250838	9	20.4	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000181638	ZFP41	8	144328991	144344875	1	protein_coding	286128	ZFP41	0.000671957504039482	1.344096711	2	7.314	11	0.0212899	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000264668	ZFP41	8	144329280	144358573	1	protein_coding	286128	NA	NA	1.344096711	2	7.314	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000250571	GLI4	8	144349603	144359101	1	protein_coding	2738	GLI4	0.00102128735288296	NA	0	0	0	NA	NA	NA	NA	Yes	EP_links_oneway:Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000185730	ZNF696	8	144371846	144380231	1	protein_coding	79943	ZNF696	0.00597972241429247	NA	3	3.032	1	0.0403537	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000184428	TOP1MT	8	144386554	144442149	-1	protein_coding	116447	TOP1MT	1.63072339882279e-19	NA	27	12.79	13	0.00186952	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000158106	RHPN1	8	144451057	144466390	1	protein_coding	114822	RHPN1	1.30045250011161e-06	3.262650123	11	12.79	20	0.0460073	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000182759	MAFA	8	144501352	144512576	-1	protein_coding	389692	MAFA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000014164	ZC3H3	8	144519825	144623623	-1	protein_coding	23144	ZC3H3	0.96453876461509	0.541836659	7	17.27	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000104518	GSDMD	8	144635377	144645232	1	protein_coding	79792	GSDMD	4.80694673198233e-07	NA	1	0.789	1	0.0261962	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000204839	MROH6	8	144648357	144655141	-1	protein_coding	642475	MROH6	1.27469283128293e-10	0.994308428	0	0	16	0.00602347	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000147813	NAPRT1	8	144656955	144660819	-1	protein_coding	93100	NAPRT1	9.84204377802944e-13	-0.020365279	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000104529	EEF1D	8	144661867	144681711	-1	protein_coding	1936	EEF1D	0.394239744215719	NA	0	0	9	0.0135924	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000179886	TIGD5	8	144680074	144682485	1	protein_coding	84948	TIGD5	0.000172428541029168	NA	0	0	10	0.0137441	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000104524	PYCRL	8	144686083	144691943	-1	protein_coding	65263	PYCRL	0.0171284135571899	-0.571118117	0	0	3	0.0201597	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000104522	TSTA3	8	144694788	144700218	-1	protein_coding	7264	TSTA3	0.0049919240345017	NA	0	0	2	0.00325487	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000183309	ZNF623	8	144718183	144735900	1	protein_coding	9831	ZNF623	0.0941970020128073	0.83729999	0	0	22	0.00686682	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000181135	ZNF707	8	144766622	144796068	1	protein_coding	101928160	ZNF707	0.0127700852104931	1.683314744	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000255181	CCDC166	8	144788864	144790279	-1	protein_coding	100130274	CCDC166	NA	-0.040246329	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000181085	MAPK15	8	144798429	144804628	1	protein_coding	225689	MAPK15	1.28603703609388e-16	NA	0	0	5	0.0393641	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000180900	SCRIB	8	144873090	144897549	-1	protein_coding	23513	SCRIB	0.91327318061127	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000179950	PUF60	8	144898514	144912029	-1	protein_coding	22827	PUF60	0.849324854511446	-0.807405155	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs112373199	25
ENSG00000185189	NRBP2	8	144915764	144924200	-1	protein_coding	102466748	NRBP2	0.00241294545324528	0.015131378	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs112373199	25
ENSG00000227184	EPPK1	8	144939497	144952632	-1	protein_coding	83481	EPPK1	4.95287341529358e-21	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000178209	PLEC	8	144989321	145050902	-1	protein_coding	5339	PLEC	0.024936270552365	-0.44044438	0	0	0	NA	NA	NA	NA	Yes	EP_links_oneway:Promoter_anchored_loops	NA	rs112373199	25
ENSG00000178685	PARP10	8	145051321	145086940	-1	protein_coding	84875	PARP10	0.00291131564961967	-0.428650279	0	0	4	0.00115403	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000178719	GRINA	8	145064226	145067583	1	protein_coding	2907	GRINA	0.757342473317658	NA	0	0	9	0.000965251	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000186583	SPATC1	8	145086582	145101933	1	protein_coding	375686	SPATC1	3.5903133043143e-08	0.129497291	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000178814	OPLAH	8	145106167	145118735	-1	protein_coding	26873	OPLAH	2.99003379437065e-11	NA	0	0	6	0.0270646	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000178896	EXOSC4	8	145133529	145135550	1	protein_coding	54512	EXOSC4	0.0994501752994272	-0.382152458	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs112373199	25
ENSG00000197858	GPAA1	8	145137493	145141119	1	protein_coding	8733	GPAA1	2.89309136314948e-07	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs112373199	25
ENSG00000179091	CYC1	8	145149930	145152428	1	protein_coding	1537	CYC1	0.979014367766699	NA	0	0	6	0.0287646	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000179526	SHARPIN	8	145153536	145163027	-1	protein_coding	81858	SHARPIN	0.0198873358156404	NA	0	0	22	0.00266012	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000179632	MAF1	8	145159402	145162514	1	protein_coding	84232	MAF1	0.794024579551437	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000179698	KIAA1875	8	145162629	145173218	1	protein_coding	NA	KIAA1875	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000235173	FAM203A	8	145192672	145195746	1	protein_coding	728071	FAM203A	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000188686	SCXA	8	145490549	145492470	1	protein_coding	100129885	SCXA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs112373199	25
ENSG00000147862	NFIB	9	14081842	14398982	-1	protein_coding	4781	NFIB	0.990809167018789	-0.087539863	0	0	1	0.00163779	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	1.90863e-06	rs116928373	27
ENSG00000072422	RHOBTB1	10	62629196	62761198	-1	protein_coding	9886	RHOBTB1	0.00183822701018375	-0.452042487	5	5.862	0	NA	NA	NA	NA	No	NA	7.47617e-06	rs113868245	28
ENSG00000196932	TMEM26	10	63166401	63213208	-1	protein_coding	219623	TMEM26	1.73428388598308e-07	-0.427366598	0	0	1	0.0488786	NA	GTEx/v8/Brain_Hypothalamus	NA	No	NA	NA	rs113868245	28
ENSG00000150347	ARID5B	10	63661059	63856703	1	protein_coding	84159	ARID5B	0.999889943413299	-1.139359989	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	7.47617e-06	rs113868245	28
ENSG00000170430	MGMT	10	131265448	131566271	1	protein_coding	4255	MGMT	9.20505516948058e-09	-0.35183722	3	0.1	0	NA	NA	NA	NA	No	NA	4.34417e-06	rs12762313	29
ENSG00000166391	MOGAT2	11	75428864	75444003	1	protein_coding	80168	MOGAT2	0.218649112879292	0.716784085	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00021205	rs139076035	30
ENSG00000198382	UVRAG	11	75526212	75854239	1	protein_coding	7405	UVRAG	0.858602500357733	-0.177213177	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00021205	rs139076035	30
ENSG00000085741	WNT11	11	75897369	75921780	-1	protein_coding	7481	WNT11	0.118580135382174	-0.390232041	1	0.235	0	NA	NA	NA	NA	No	NA	4.67317e-06	rs139076035	30
ENSG00000149972	CNTN5	11	98891683	100229616	1	protein_coding	53942	CNTN5	0.00135406144303263	0.148886537	1	7.509	0	NA	NA	NA	NA	No	NA	4.22137e-06	rs34434634	31
ENSG00000182985	CADM1	11	115039938	115375675	-1	protein_coding	23705	CADM1	0.99438640410443	-1.276282249	0	0	1	0.0484535	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.000156839	rs573126	32
ENSG00000160584	SIK3	11	116714118	116969153	-1	protein_coding	23387	SIK3	0.999882540750175	0.278236341	0	0	5	0.0118132	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.000156839	rs573126	32
ENSG00000110274	CEP164	11	117185273	117283984	1	protein_coding	22897	CEP164	9.66879225304467e-18	0.753351641	0	0	2	0.0320779	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.000169918	rs573126	32
ENSG00000182667	NTM	11	131240373	132206716	1	protein_coding	50863	NTM	0.525365693930018	-0.215951005	69	10.34	0	NA	NA	NA	NA	No	NA	2.73828e-06	rs765991125	33
ENSG00000198353	HOXC4	12	54410715	54449813	1	protein_coding	3221	HOXC4	0.311491215792623	0.207710212	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	2.56379e-05	rs551125535	34
ENSG00000123415	SMUG1	12	54558529	54582778	-1	protein_coding	23583	SMUG1	0.00123008785180229	-0.018937342	0	0	2	0.0479102	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.00298104	rs551125535	34
ENSG00000139572	GPR84	12	54756229	54758271	-1	protein_coding	53831	GPR84	2.72207266045491e-07	-0.413870209	0	0	38	0.0154026	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	3.22644e-05	rs551125535	34
ENSG00000135447	PPP1R1A	12	54969171	54982443	-1	protein_coding	5502	PPP1R1A	0.00857614104493053	-0.125767487	0	0	8	0.0144807	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.000175974	rs551125535	34
ENSG00000172551	MUCL1	12	55224303	55252177	1	protein_coding	118430	MUCL1	1.14812282999876e-05	0.624583967	94	11.74	0	NA	NA	NA	NA	No	NA	2.94648e-05	rs551125535	34
ENSG00000135426	TESPA1	12	55341802	55378530	-1	protein_coding	9840	TESPA1	1.91516352804028e-05	1.275953455	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00205085	rs551125535	34
ENSG00000179615	OR2AP1	12	55968199	55969128	1	protein_coding	121129	OR2AP1	0.00290394574305701	0.110403115	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.535e-06	rs551125535	34
ENSG00000135437	RDH5	12	56114151	56118489	1	protein_coding	5959	RDH5	3.1134515694943e-06	-0.323682543	0	0	94	0.00226488	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.000273885	rs551125535	34
ENSG00000189067	LITAF	16	11641853	11730237	-1	protein_coding	9516	LITAF	0.313932119355222	-0.107760881	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	9.19626e-06	rs368766523	35
ENSG00000184602	SNN	16	11762270	11773015	1	protein_coding	8303	SNN	0.0202490590604754	0.972465844	1	0.357	0	NA	NA	NA	NA	No	NA	9.19626e-06	rs368766523	35
ENSG00000153066	TXNDC11	16	11772936	11836734	-1	protein_coding	51061	TXNDC11	0.00317800786829343	NA	1	0.357	0	NA	NA	NA	NA	Yes	Adult_Cortex	9.19626e-06	rs368766523	35
ENSG00000103522	IL21R	16	27413483	27462115	1	protein_coding	50615	IL21R	0.846367843553844	0.835962787	0	0	2	0.000168947	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	3.51593e-06	rs75456818	36
ENSG00000169180	XPO6	16	28109300	28223241	-1	protein_coding	23214	XPO6	0.999999448411066	NA	2	9.542	1	0.038794	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	3.51593e-06	rs75456818	36
ENSG00000196296	ATP2A1	16	28889726	28915830	1	protein_coding	487	ATP2A1	7.03974863284906e-09	-0.198597796	0	0	1	0.0270747	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	9.44652e-05	rs75456818	36
ENSG00000176953	NFATC2IP	16	28962128	28978418	1	protein_coding	84901	NFATC2IP	0.00232734526476926	-0.714146586	0	0	2	0.00418795	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	3.51593e-06	rs75456818	36
ENSG00000167207	NOD2	16	50727514	50766988	1	protein_coding	64127	NOD2	5.52076952261577e-19	0.207940234	0	0	3	0.00266012	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	8.79388e-07	rs113622467	37
