gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank
ENSG00000004059	ARF5	2288	2882	2110	2541	NA	NA	1284	2857	2327
ENSG00000004142	POLDIP2	5067	NA	6282	4922	NA	NA	NA	NA	5423.66666666667
ENSG00000004455	AK2	5709	4953	6810	NA	NA	NA	4835	3301	5121.6
ENSG00000004468	CD38	NA	NA	6727	NA	NA	NA	NA	NA	6727
ENSG00000004478	FKBP4	1671	1831	1535	1362	945	1158	956	2791	1531.125
ENSG00000004487	KDM1A	3261	3760	4489	3030	NA	NA	2385	2942	3311.16666666667
ENSG00000004534	RBM6	4878	4654	6097	6134	NA	3598	3806	NA	4861.16666666667
ENSG00000004660	CAMKK1	NA	4772	4703	2207	NA	2567	2888	2420	3259.5
ENSG00000004700	RECQL	NA	NA	NA	NA	1981	NA	NA	NA	1981
ENSG00000004766	VPS50	NA	5521	6098	4857	NA	NA	4034	NA	5127.5
ENSG00000004779	NDUFAB1	648	973	679	1333	1173	749	594	700	856.125
ENSG00000004799	PDK4	NA	NA	6519	NA	NA	NA	NA	2796	4657.5
ENSG00000004838	ZMYND10	188	NA	239	NA	NA	NA	NA	NA	213.5
ENSG00000004848	ARX	NA	NA	NA	NA	NA	1025	NA	NA	1025
ENSG00000004866	ST7	NA	4838	5623	NA	NA	NA	NA	NA	5230.5
ENSG00000004897	CDC27	3958	4087	3867	5391	2681	3682	3241	3554	3807.625
ENSG00000004948	CALCR	NA	572	NA	316	NA	608	316	105	383.4
ENSG00000005007	UPF1	3532	5203	4353	4136	2827	NA	3613	NA	3944
ENSG00000005020	SKAP2	5135	5752	6065	2824	2652	1871	4172	NA	4067.28571428571
ENSG00000005022	SLC25A5	3568	3138	5257	3646	3205	3039	4084	NA	3705.28571428571
ENSG00000005075	POLR2J	3201	4220	5970	5832	2858	2894	3359	2141	3809.375
ENSG00000005108	THSD7A	NA	NA	NA	3904	NA	NA	NA	NA	3904
ENSG00000005175	RPAP3	NA	3772	NA	5336	NA	2522	NA	NA	3876.66666666667
ENSG00000005194	CIAPIN1	3670	5624	5029	5801	NA	2186	2241	2423	3853.42857142857
ENSG00000005206	SPPL2B	NA	NA	5392	5909	NA	NA	NA	NA	5650.5
ENSG00000005238	FAM214B	NA	NA	6772	5227	1574	NA	4344	NA	4479.25
ENSG00000005249	PRKAR2B	2144	1432	1777	1953	2651	2205	2553	NA	2102.14285714286
ENSG00000005302	MSL3	5677	NA	4760	5985	NA	3027	4630	NA	4815.8
ENSG00000005339	CREBBP	5656	5523	6022	5756	NA	NA	NA	3738	5339
ENSG00000005379	TSPOAP1	2451	4516	2335	3161	NA	3789	NA	NA	3250.4
ENSG00000005448	WDR54	1220	2702	1859	3454	1662	NA	3066	2415	2339.71428571429
ENSG00000005483	KMT2E	NA	NA	6366	5945	3028	3612	NA	NA	4737.75
ENSG00000005486	RHBDD2	97	154	103	135	175	284	85	131	145.5
ENSG00000005513	SOX8	3213	NA	3607	4165	NA	3051	2114	NA	3230
ENSG00000005700	IBTK	NA	4707	6305	6131	NA	NA	4757	1840	4748
ENSG00000005810	MYCBP2	956	1447	1624	1489	2022	1252	1466	2511	1595.875
ENSG00000005812	FBXL3	5394	4851	6710	NA	NA	NA	NA	NA	5651.66666666667
ENSG00000005882	PDK2	4982	5706	5115	4652	NA	NA	4752	NA	5041.4
ENSG00000005884	ITGA3	3214	2320	3220	3347	NA	NA	3084	1244	2738.16666666667
ENSG00000005889	ZFX	NA	NA	6851	NA	NA	NA	NA	NA	6851
ENSG00000005893	LAMP2	1434	529	2806	479	223	1700	376	554	1012.625
ENSG00000006007	GDE1	NA	3594	6901	4226	NA	NA	NA	NA	4907
ENSG00000006015	REX1BD	3034	2747	2165	2276	2129	1962	1859	3309	2435.125
ENSG00000006016	CRLF1	25	365	35	453	NA	NA	NA	401	255.8
ENSG00000006042	TMEM98	NA	NA	6770	NA	NA	NA	NA	NA	6770
ENSG00000006118	TMEM132A	2058	2303	1882	1553	1621	1529	1102	2540	1823.5
ENSG00000006125	AP2B1	3509	3742	2414	4866	2693	3283	2830	2924	3282.625
ENSG00000006128	TAC1	93	92	112	122	203	38	160	54	109.25
ENSG00000006210	CX3CL1	1624	2472	1662	1395	2541	1419	856	1127	1637
ENSG00000006282	SPATA20	3681	NA	5454	5036	NA	NA	4181	NA	4588
ENSG00000006327	TNFRSF12A	NA	NA	NA	NA	2230	NA	NA	NA	2230
ENSG00000006432	MAP3K9	NA	NA	NA	4469	NA	NA	NA	NA	4469
ENSG00000006468	ETV1	1582	764	1129	412	3214	1097	3489	1429	1639.5
ENSG00000006530	AGK	NA	3766	NA	5117	NA	NA	NA	NA	4441.5
ENSG00000006625	GGCT	3854	5502	4792	NA	NA	NA	4018	NA	4541.5
ENSG00000006652	IFRD1	4704	4767	6570	5039	NA	NA	NA	NA	5270
ENSG00000006712	PAF1	NA	NA	NA	6150	NA	NA	NA	NA	6150
ENSG00000006715	VPS41	4470	4199	5194	4458	NA	3849	NA	NA	4434
ENSG00000006740	ARHGAP44	NA	2854	3419	2402	NA	3781	4020	2531	3167.83333333333
ENSG00000006744	ELAC2	5567	NA	6867	NA	NA	NA	NA	NA	6217
ENSG00000006757	PNPLA4	3200	3754	2447	4235	NA	NA	NA	3755	3478.2
ENSG00000006831	ADIPOR2	5048	NA	NA	NA	NA	NA	NA	NA	5048
ENSG00000007047	MARK4	NA	5011	4713	5415	NA	NA	NA	NA	5046.33333333333
ENSG00000007080	CCDC124	4994	NA	5367	5882	NA	2932	NA	2202	4275.4
ENSG00000007168	PAFAH1B1	621	957	698	799	797	1194	588	1076	841.25
ENSG00000007174	DNAH9	1592	NA	1227	NA	NA	NA	NA	NA	1409.5
ENSG00000007202	KIAA0100	3498	5321	4468	5246	NA	3894	NA	NA	4485.4
ENSG00000007237	GAS7	5406	3001	6077	2164	1667	621	2783	2368	3010.875
ENSG00000007264	MATK	NA	4346	NA	1518	NA	NA	NA	NA	2932
ENSG00000007392	LUC7L	NA	3883	4667	4434	NA	NA	4116	NA	4275
ENSG00000007402	CACNA2D2	2392	3765	1933	2275	2692	NA	2096	2505	2522.57142857143
ENSG00000007516	BAIAP3	76	178	95	114	159	55	74	153	113
ENSG00000007520	TSR3	NA	5349	NA	NA	NA	NA	3889	NA	4619
ENSG00000007541	PIGQ	2885	5179	3240	4327	NA	NA	2446	NA	3615.4
ENSG00000008018	PSMB1	1423	1512	1758	2429	2557	1285	748	412	1515.5
ENSG00000008056	SYN1	215	507	194	394	356	535	399	940	442.5
ENSG00000008086	CDKL5	NA	3441	NA	4353	NA	2441	4421	NA	3664
ENSG00000008118	CAMK1G	600	775	749	605	688	NA	921	274	658.857142857143
ENSG00000008130	NADK	NA	NA	6236	5668	NA	NA	NA	NA	5952
ENSG00000008277	ADAM22	3042	2730	2945	2115	3561	2823	3456	NA	2953.14285714286
ENSG00000008282	SYPL1	2312	1827	3219	2310	768	2043	1679	1757	1989.375
ENSG00000008283	CYB561	620	1412	584	1323	887	626	723	624	849.875
ENSG00000008294	SPAG9	NA	5038	5363	NA	NA	2246	4152	NA	4199.75
ENSG00000008324	SS18L2	5081	5478	4510	5435	NA	NA	NA	2965	4693.8
ENSG00000008394	MGST1	1360	153	1066	151	1233	545	1772	1531	976.375
ENSG00000008441	NFIX	1200	991	2395	818	1932	1021	1127	1203	1335.875
ENSG00000008710	PKD1	2181	2026	2733	1373	3058	2361	2097	2251	2260
ENSG00000008735	MAPK8IP2	526	983	323	749	605	903	802	2026	864.625
ENSG00000008838	MED24	4455	4622	4335	5240	NA	NA	NA	NA	4663
ENSG00000008869	HEATR5B	NA	NA	NA	5609	NA	NA	NA	NA	5609
ENSG00000008952	SEC62	3408	2998	3659	3024	1196	913	1421	2397	2377
ENSG00000008988	RPS20	870	399	1776	599	888	1000	756	991	909.875
ENSG00000009307	CSDE1	2835	2466	4243	5399	2465	3258	2811	2382	3232.375
ENSG00000009335	UBE3C	5598	NA	6652	NA	NA	NA	NA	NA	6125
ENSG00000009413	REV3L	NA	4373	6266	5460	NA	NA	NA	NA	5366.33333333333
ENSG00000009694	TENM1	1945	1809	2434	1083	2368	1066	2154	2464	1915.375
ENSG00000009844	VTA1	5435	4082	5456	5441	NA	NA	4685	NA	5019.8
ENSG00000009954	BAZ1B	5403	4812	5571	5991	2994	2866	4621	NA	4608.28571428571
ENSG00000010017	RANBP9	2286	2748	3590	2796	2985	2940	2326	NA	2810.14285714286
ENSG00000010219	DYRK4	NA	3839	5287	4073	NA	NA	NA	2881	4020
ENSG00000010244	ZNF207	4189	4329	4013	3558	NA	3668	3285	NA	3840.33333333333
ENSG00000010256	UQCRC1	2357	3112	1633	2165	1827	2927	4538	NA	2651.28571428571
ENSG00000010270	STARD3NL	1074	1456	1080	1577	1446	1295	1227	551	1213.25
ENSG00000010278	CD9	1944	1040	1607	858	535	NA	797	NA	1130.16666666667
ENSG00000010282	HHATL	NA	NA	2417	NA	NA	NA	792	NA	1604.5
ENSG00000010322	NISCH	749	1101	718	1006	974	1059	706	1819	1016.5
ENSG00000010404	IDS	233	281	210	282	112	406	214	384	265.25
ENSG00000010438	PRSS3	1252	2608	1453	2612	NA	NA	NA	2077	2000.4
ENSG00000010626	LRRC23	1791	NA	3876	NA	NA	NA	NA	NA	2833.5
ENSG00000010810	FYN	5177	5182	4623	5276	NA	NA	3325	3038	4436.83333333333
ENSG00000010818	HIVEP2	3445	NA	4268	4707	NA	NA	NA	NA	4140
ENSG00000011009	LYPLA2	2765	5310	3192	4309	NA	NA	3624	NA	3840
ENSG00000011021	CLCN6	2444	3392	3122	3531	1931	1845	3126	NA	2770.14285714286
ENSG00000011028	MRC2	1847	NA	1094	950	NA	NA	NA	NA	1297
ENSG00000011201	ANOS1	3081	1047	2926	1439	1880	522	3062	397	1794.25
ENSG00000011243	AKAP8L	4506	3891	4602	5294	NA	NA	4703	NA	4599.2
ENSG00000011260	UTP18	NA	3984	6629	6094	NA	NA	4272	3315	4858.8
ENSG00000011275	RNF216	3694	5228	4841	5757	NA	NA	NA	NA	4880
ENSG00000011295	TTC19	2001	2190	1526	2283	2876	3465	1083	1869	2161.625
ENSG00000011304	PTBP1	3124	NA	2670	2475	NA	NA	NA	NA	2756.33333333333
ENSG00000011332	DPF1	1748	2257	2284	2278	NA	NA	1743	1685	1999.16666666667
ENSG00000011347	SYT7	768	3005	1274	2334	1042	655	841	1489	1426
ENSG00000011405	PIK3C2A	4683	2355	5031	1314	NA	3076	4870	NA	3554.83333333333
ENSG00000011426	ANLN	413	NA	485	NA	75	NA	123	NA	274
ENSG00000011454	RABGAP1	5348	NA	4543	NA	3360	2486	4662	NA	4079.8
ENSG00000011465	DCN	59	12	51	11	379	1565	1650	1821	693.5
ENSG00000011485	PPP5C	2374	4828	2375	4038	2705	NA	2999	3686	3286.42857142857
ENSG00000011523	CEP68	NA	5157	4544	4890	NA	NA	3486	2570	4129.4
ENSG00000011566	MAP4K3	NA	4964	6833	4684	NA	NA	4799	NA	5320
ENSG00000011600	TYROBP	2561	1481	2730	1697	NA	NA	NA	NA	2117.25
ENSG00000011677	GABRA3	1411	2858	1553	3043	1076	1936	1109	1021	1750.875
ENSG00000012061	ERCC1	4461	4486	6271	NA	3475	NA	4836	3542	4511.83333333333
ENSG00000012171	SEMA3B	NA	NA	3200	NA	NA	NA	NA	NA	3200
ENSG00000012174	MBTPS2	4891	4578	NA	NA	NA	NA	3927	NA	4465.33333333333
ENSG00000012232	EXTL3	NA	5147	5196	NA	NA	NA	4539	NA	4960.66666666667
ENSG00000012660	ELOVL5	3612	862	3505	647	596	3108	2895	2233	2182.25
ENSG00000012822	CALCOCO1	5633	4353	4514	5228	NA	NA	3023	2584	4222.5
ENSG00000012963	UBR7	NA	NA	6740	NA	NA	NA	NA	NA	6740
ENSG00000013016	EHD3	4152	4205	5206	4420	2226	2525	4234	NA	3852.57142857143
ENSG00000013275	PSMC4	4501	4450	4974	4449	3473	NA	3389	2833	4009.85714285714
ENSG00000013288	MAN2B2	4040	4186	3411	5136	NA	3295	NA	NA	4013.6
ENSG00000013293	SLC7A14	1860	530	1279	855	2176	2081	1236	1681	1462.25
ENSG00000013297	CLDN11	397	858	593	343	34	964	89	159	429.625
ENSG00000013306	SLC25A39	4255	3396	5116	5125	NA	NA	3871	2859	4103.66666666667
ENSG00000013364	MVP	NA	NA	3708	NA	NA	NA	NA	NA	3708
ENSG00000013374	NUB1	4248	5089	5267	4386	NA	1885	4627	3046	4078.28571428571
ENSG00000013375	PGM3	NA	NA	6926	NA	NA	NA	NA	NA	6926
ENSG00000013392	RWDD2A	NA	3705	2815	4185	NA	NA	2965	2502	3234.4
ENSG00000013441	CLK1	4235	2701	3118	2037	2738	NA	2658	2332	2831.28571428571
ENSG00000013561	RNF14	3870	5565	5419	5825	2881	NA	3585	NA	4524.16666666667
ENSG00000013583	HEBP1	5529	4475	6654	5778	3346	3640	3638	2391	4431.375
ENSG00000013619	MAMLD1	2547	2324	2622	2545	NA	1775	1771	1548	2161.71428571429
ENSG00000014123	UFL1	5692	NA	6116	5268	2581	NA	NA	3699	4671.2
ENSG00000014216	CAPN1	3866	4175	5861	4211	NA	3386	3618	2508	3946.42857142857
ENSG00000014641	MDH1	109	124	105	130	286	370	198	269	198.875
ENSG00000014824	SLC30A9	3486	4024	2612	3118	3059	2065	2027	NA	2913
ENSG00000014919	COX15	NA	NA	6824	NA	NA	NA	NA	NA	6824
ENSG00000015153	YAF2	5525	4029	5054	2633	3211	NA	3886	NA	4056.33333333333
ENSG00000015171	ZMYND11	4179	4090	4915	4878	2804	2802	3090	NA	3822.57142857143
ENSG00000015592	STMN4	2029	776	2958	900	401	1064	977	1353	1307.25
ENSG00000015676	NUDCD3	2558	2799	2895	1969	1965	1532	2199	3540	2432.125
ENSG00000016082	ISL1	714	341	461	468	NA	835	347	286	493.142857142857
ENSG00000016864	GLT8D1	3723	3829	2334	3419	NA	NA	2620	2827	3125.33333333333
ENSG00000017260	ATP2C1	2190	2277	3330	2503	2556	2230	1640	1248	2246.75
ENSG00000017483	SLC38A5	NA	NA	3341	NA	NA	NA	1060	NA	2200.5
ENSG00000017797	RALBP1	4686	NA	5790	NA	NA	3635	NA	NA	4703.66666666667
ENSG00000018189	RUFY3	1345	801	1541	1017	2870	947	1444	1138	1387.875
ENSG00000018236	CNTN1	597	409	604	389	701	1077	476	1354	700.875
ENSG00000018408	WWTR1	2062	NA	1928	NA	326	1016	227	NA	1111.8
ENSG00000018510	AGPS	NA	NA	NA	NA	NA	NA	4628	NA	4628
ENSG00000018610	CXorf56	NA	NA	NA	NA	3081	NA	NA	NA	3081
ENSG00000018625	ATP1A2	946	196	862	230	619	275	1380	241	593.625
ENSG00000019144	PHLDB1	4014	NA	NA	5059	NA	NA	4846	3802	4430.25
ENSG00000019505	SYT13	452	840	491	821	422	885	741	933	698.125
ENSG00000019582	CD74	301	83	504	137	160	247	90	362	235.5
ENSG00000019995	ZRANB1	5524	4378	5777	5523	NA	NA	NA	NA	5300.5
ENSG00000020129	NCDN	151	234	167	170	338	207	273	278	227.25
ENSG00000020426	MNAT1	NA	NA	4943	NA	NA	1472	NA	3171	3195.33333333333
ENSG00000020577	SAMD4A	5723	2920	NA	3839	1327	NA	4246	NA	3611
ENSG00000021300	PLEKHB1	485	339	648	347	368	299	219	495	400
ENSG00000021355	SERPINB1	3382	2082	4824	2982	NA	NA	NA	NA	3317.5
ENSG00000021574	SPAST	NA	4500	NA	6058	NA	3754	NA	NA	4770.66666666667
ENSG00000021645	NRXN3	2984	463	2296	437	594	599	678	376	1053.375
ENSG00000021776	AQR	NA	NA	6641	NA	NA	NA	NA	NA	6641
ENSG00000022267	FHL1	234	902	220	699	463	334	366	1216	554.25
ENSG00000022277	RTF2	4809	4681	NA	5382	NA	3436	4424	3640	4395.33333333333
ENSG00000022355	GABRA1	290	243	351	427	362	360	560	318	363.875
ENSG00000022840	RNF10	5621	5185	5622	5158	NA	3825	4029	NA	4906.66666666667
ENSG00000023171	GRAMD1B	3594	4698	4072	5902	NA	NA	4735	NA	4600.2
ENSG00000023191	RNH1	4793	4678	6813	NA	3094	NA	2939	3355	4278.66666666667
ENSG00000023228	NDUFS1	3021	4001	2776	5145	NA	3694	4668	2800	3729.28571428571
ENSG00000023287	RB1CC1	4093	4762	5125	4554	NA	3689	NA	NA	4444.6
ENSG00000023318	ERP44	5642	5462	5572	4722	NA	NA	4693	NA	5218.2
ENSG00000023330	ALAS1	5672	4898	6182	5447	NA	NA	NA	NA	5549.75
ENSG00000023516	AKAP11	2476	2337	2617	1642	2089	869	2851	2568	2181.125
ENSG00000023572	GLRX2	5245	3485	5597	4331	NA	NA	4601	NA	4651.8
ENSG00000023697	DERA	NA	NA	5918	NA	NA	NA	NA	NA	5918
ENSG00000023734	STRAP	806	794	748	1048	1092	1737	501	944	958.75
ENSG00000023902	PLEKHO1	2040	3982	2743	2127	2458	NA	NA	NA	2670
ENSG00000023909	GCLM	3993	NA	6675	NA	2706	NA	4760	NA	4533.5
ENSG00000024048	UBR2	NA	5170	NA	NA	NA	NA	NA	3604	4387
ENSG00000024422	EHD2	NA	NA	5893	NA	NA	NA	NA	NA	5893
ENSG00000024862	CCDC28A	1994	1665	2246	2098	1958	1582	1147	1361	1756.375
ENSG00000025039	RRAGD	NA	NA	6327	NA	NA	NA	NA	NA	6327
ENSG00000025156	HSF2	NA	NA	NA	4196	NA	NA	3120	NA	3658
ENSG00000025293	PHF20	NA	NA	6798	NA	NA	3691	NA	NA	5244.5
ENSG00000025423	HSD17B6	2110	NA	1305	NA	NA	NA	NA	NA	1707.5
ENSG00000025770	NCAPH2	NA	NA	5399	4474	NA	NA	NA	NA	4936.5
ENSG00000025772	TOMM34	2317	2292	2891	2893	1404	2440	1879	3127	2405.375
ENSG00000025796	SEC63	5528	5527	5494	4110	3508	NA	4564	3215	4563.71428571429
ENSG00000025800	KPNA6	5362	4755	4477	3976	3575	3777	4430	2725	4134.625
ENSG00000026025	VIM	29	15	45	14	231	924	96	216	196.25
ENSG00000026297	RNASET2	5136	4923	6339	5808	NA	3687	NA	NA	5178.6
ENSG00000026508	CD44	488	200	635	358	155	577	238	181	354
ENSG00000026652	AGPAT4	NA	3801	NA	5490	NA	NA	NA	NA	4645.5
ENSG00000027697	IFNGR1	5075	NA	6933	NA	1739	NA	3917	NA	4416
ENSG00000027847	B4GALT7	3686	NA	4323	3983	NA	NA	NA	NA	3997.33333333333
ENSG00000028203	VEZT	4367	4396	4390	3657	NA	NA	3809	NA	4123.8
ENSG00000028277	POU2F2	NA	1922	3625	1565	NA	NA	1963	1694	2153.8
ENSG00000028528	SNX1	5531	NA	NA	NA	2922	NA	4957	NA	4470
ENSG00000028839	TBPL1	2182	1973	3028	2199	2884	2840	1703	1969	2347.25
ENSG00000029363	BCLAF1	3620	3009	3168	3159	2445	1719	3174	NA	2899.14285714286
ENSG00000029364	SLC39A9	NA	4908	6544	5605	NA	3809	2979	NA	4769
ENSG00000029725	RABEP1	5669	5236	6459	4600	NA	NA	NA	NA	5491
ENSG00000029993	HMGB3	NA	2616	5522	2917	NA	NA	NA	NA	3685
ENSG00000030582	GRN	3642	3195	3730	2858	3372	NA	4345	3272	3487.71428571429
ENSG00000031003	FAM13B	2376	5016	2645	2311	2228	3796	2248	3379	2999.875
ENSG00000031698	SARS	882	1045	1026	1347	1956	1050	1030	1156	1186.5
ENSG00000031823	RANBP3	NA	NA	5931	NA	NA	NA	4420	NA	5175.5
ENSG00000032219	ARID4A	NA	4162	5487	5475	2751	1606	3037	2787	3615
ENSG00000032389	EIPR1	2611	3305	2901	3863	NA	1906	1469	985	2434.28571428571
ENSG00000032444	PNPLA6	3480	4797	3105	5040	NA	NA	3847	NA	4053.8
ENSG00000032742	IFT88	3878	NA	3921	4352	NA	NA	NA	NA	4050.33333333333
ENSG00000033050	ABCF2	4867	5533	3677	5595	NA	3307	NA	NA	4595.8
ENSG00000033100	CHPF2	3191	4780	4587	4347	NA	NA	3385	NA	4058
ENSG00000033122	LRRC7	NA	1285	NA	2250	NA	267	NA	NA	1267.33333333333
ENSG00000033170	FUT8	5698	NA	6750	NA	NA	NA	NA	NA	6224
ENSG00000033178	UBA6	5295	4448	6613	5056	NA	NA	4249	3579	4873.33333333333
ENSG00000033627	ATP6V0A1	810	930	836	867	1377	1346	824	1148	1017.25
ENSG00000033800	PIAS1	5194	4832	5001	NA	NA	2547	4740	NA	4462.8
ENSG00000034053	APBA2	5743	3203	4823	3093	NA	NA	4890	3434	4197.66666666667
ENSG00000034239	EFCAB1	277	NA	308	NA	NA	NA	NA	NA	292.5
ENSG00000034510	TMSB10	228	97	185	98	275	221	115	49	158.5
ENSG00000034677	RNF19A	5596	NA	6467	NA	NA	NA	NA	NA	6031.5
ENSG00000034713	GABARAPL2	2030	1248	1443	1210	975	607	1093	517	1140.375
ENSG00000035141	FAM136A	3284	4750	4355	3487	NA	NA	3649	NA	3905
ENSG00000035403	VCL	3273	5496	3734	3358	3478	NA	4189	2285	3687.57142857143
ENSG00000035687	ADSS	5636	4590	NA	4637	NA	NA	NA	2845	4427
ENSG00000035862	TIMP2	872	696	957	511	412	580	605	659	661.5
ENSG00000036054	TBC1D23	NA	NA	6838	NA	NA	NA	NA	NA	6838
ENSG00000036257	CUL3	3743	NA	5140	4762	3271	NA	3558	NA	4094.8
ENSG00000036530	CYP46A1	1776	2663	1712	3114	1241	724	2430	1588	1906
ENSG00000036549	AC118549.1	NA	5651	5634	NA	NA	NA	NA	NA	5642.5
ENSG00000037042	TUBG2	2776	3408	3054	3235	2749	NA	2566	3614	3057.42857142857
ENSG00000037241	RPL26L1	3164	3702	5824	4772	NA	NA	2778	3707	3991.16666666667
ENSG00000037637	FBXO42	NA	NA	4431	5148	NA	NA	NA	NA	4789.5
ENSG00000038002	AGA	NA	NA	2145	NA	NA	NA	NA	NA	2145
ENSG00000038219	BOD1L1	NA	NA	NA	4305	NA	NA	NA	NA	4305
ENSG00000038274	MAT2B	2896	3509	3060	4261	2596	2587	2057	3250	3027
ENSG00000038358	EDC4	4523	4970	4776	4691	NA	NA	3921	3172	4342.16666666667
ENSG00000038382	TRIO	2708	2289	3164	2479	2137	NA	2375	NA	2525.33333333333
ENSG00000038427	VCAN	1901	NA	2737	NA	NA	1740	960	NA	1834.5
ENSG00000039123	MTREX	4618	2407	6521	5261	NA	3549	NA	2629	4164.16666666667
ENSG00000039319	ZFYVE16	NA	5347	6175	NA	NA	NA	4832	3155	4877.25
ENSG00000039523	RIPOR1	4291	2674	4007	3532	NA	NA	3748	3157	3568.16666666667
ENSG00000040199	PHLPP2	NA	NA	NA	5418	3428	NA	NA	NA	4423
ENSG00000040341	STAU2	3311	4485	4496	3026	3323	2879	4696	NA	3745.14285714286
ENSG00000040633	PHF23	5105	5320	5901	NA	NA	NA	4489	NA	5203.75
ENSG00000040731	CDH10	NA	3456	4560	3319	NA	NA	NA	NA	3778.33333333333
ENSG00000040933	INPP4A	2424	2619	2451	2884	2379	NA	2346	3774	2696.71428571429
ENSG00000041353	RAB27B	NA	NA	NA	2955	NA	1340	NA	NA	2147.5
ENSG00000041357	PSMA4	2296	2445	4297	2894	2636	3533	2138	2506	2843.125
ENSG00000041982	TNC	1800	610	2594	1172	1256	NA	NA	NA	1486.4
ENSG00000042445	RETSAT	NA	NA	6884	NA	NA	NA	NA	NA	6884
ENSG00000042493	CAPG	3269	NA	5499	NA	NA	NA	NA	NA	4384
ENSG00000042753	AP2S1	862	1788	825	1072	967	1627	889	1165	1149.375
ENSG00000043093	DCUN1D1	NA	NA	NA	6118	NA	NA	NA	NA	6118
ENSG00000043143	JADE2	NA	4524	4866	4817	NA	3264	3531	3810	4135.33333333333
ENSG00000043355	ZIC2	NA	458	NA	446	NA	101	NA	NA	335
ENSG00000044115	CTNNA1	4687	2171	4613	1720	2012	2340	2495	2988	2878.25
ENSG00000044574	HSPA5	1062	869	891	988	407	693	441	424	721.875
ENSG00000046651	OFD1	NA	NA	6356	NA	NA	NA	3180	NA	4768
ENSG00000046653	GPM6B	80	73	165	83	69	87	49	83	86.125
ENSG00000046889	PREX2	4986	2714	3569	3851	NA	3862	4159	1696	3548.14285714286
ENSG00000047056	WDR37	NA	3774	4607	3405	NA	NA	3683	NA	3867.25
ENSG00000047249	ATP6V1H	965	1583	926	1397	889	1586	1007	2214	1320.875
ENSG00000047315	POLR2B	2943	3380	2510	3361	3337	3885	2974	NA	3198.57142857143
ENSG00000047346	FAM214A	NA	4144	NA	4464	NA	NA	NA	NA	4304
ENSG00000047410	TPR	NA	4798	6474	NA	3585	NA	3883	NA	4685
ENSG00000047457	CP	NA	131	NA	142	NA	NA	NA	NA	136.5
ENSG00000047579	DTNBP1	4310	3122	3294	3470	3268	NA	4243	NA	3617.83333333333
ENSG00000047597	XK	NA	2103	NA	4023	NA	NA	NA	NA	3063
ENSG00000047648	ARHGAP6	2977	2345	6262	3200	NA	NA	1460	2071	3052.5
ENSG00000047849	MAP4	3862	2331	3570	2690	2054	557	2258	2269	2448.875
ENSG00000047932	GOPC	5643	5032	6202	3049	NA	NA	3636	NA	4712.4
ENSG00000048052	HDAC9	NA	3393	3387	4815	NA	2998	NA	NA	3648.25
ENSG00000048162	NOP16	NA	NA	NA	5943	NA	NA	NA	NA	5943
ENSG00000048342	CC2D2A	2863	NA	5503	NA	NA	NA	NA	NA	4183
ENSG00000048392	RRM2B	NA	5620	5798	5780	3571	NA	NA	NA	5192.25
ENSG00000048540	LMO3	1174	735	1070	752	314	201	913	422	697.625
