Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to11,Feature log2 fold change topic 3to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000171735,CAMTA1,70,-1.2442,188,1.40803,50,-1.6682,92,-0.7689
ENSG00000049245,VAMP3,248,2.47789,38,-2.0495,50,-0.6264,92,0.30707
ENSG00000049246,PER3,33,-0.0274,25,-1.0493,50,0.65525,92,1.68836
ENSG00000116288,PARK7,269,-0.2083,365,1.09716,50,-2.6890,92,-1.8057
ENSG00000116285,ERRFI1,29,0.11732,17,-1.5412,50,0.98196,92,2.06029
ENSG00000162426,SLC45A1,8,-2.2130,33,-0.2519,50,0.55618,92,1.57772
ENSG00000142599,RERE,58,-0.5995,91,0.50098,50,-0.7671,92,0.16009
ENSG00000074800,ENO1,372,-0.3898,577,1.31877,87,-2.5252,92,-2.4421
ENSG00000171612,SLC25A33,48,-0.1618,51,-0.2385,50,-0.0970,92,0.86654
ENSG00000188807,TMEM201,20,-0.4335,17,-1.4060,50,1.07617,92,2.16988
ENSG00000171603,CLSTN1,195,-0.7121,375,1.49209,50,-2.6685,92,-1.7850
ENSG00000178585,CTNNBIP1,45,-0.0343,40,-0.5259,50,0.15233,92,1.13479
ENSG00000162441,LZIC,89,1.31082,28,-1.5084,50,0.20479,92,1.19168
ENSG00000162444,RBP7,96,2.64699,2,-4.8393,50,0.96261,92,2.03792
ENSG00000130939,UBE4B,43,-0.2385,47,-0.2858,50,0.00419,92,0.97505
ENSG00000054523,KIF1B,301,0.42644,258,0.47037,50,-2.3155,92,-1.4277
ENSG00000142657,PGD,46,-0.6494,73,0.32069,50,-0.4865,92,0.45386
ENSG00000160049,DFFA,53,0.32674,35,-0.7956,50,0.21931,92,1.20746
ENSG00000142655,PEX14,16,-1.2724,32,-0.4336,50,0.53910,92,1.55873
ENSG00000120948,TARDBP,92,0.41053,69,-0.2471,50,-0.5643,92,0.37214
ENSG00000116649,SRM,43,-1.1631,102,0.83382,50,-0.8540,92,0.06967
ENSG00000171824,EXOSC10,26,-0.4119,27,-0.8489,50,0.63851,92,1.66960
ENSG00000198793,MTOR,24,-1.0112,44,-0.1066,50,0.16203,92,1.14530
ENSG00000120942,UBIAD1,27,0.36723,9,-2.3298,50,1.37082,92,2.52103
ENSG00000116661,FBXO2,181,-0.1117,223,0.82202,50,-2.0203,92,-1.1278
ENSG00000132879,FBXO44,35,-1.4512,104,0.95561,50,-0.8589,92,0.06461
ENSG00000116663,FBXO6,2,-4.9968,13,-3.9115,704,5.27968,92,0.41944
ENSG00000116670,MAD2L2,43,0.19323,30,-0.9210,50,0.42854,92,1.43641
ENSG00000177674,AGTRAP,34,0.52702,12,-2.0224,50,1.13091,92,2.23410
ENSG00000177000,MTHFR,14,-0.7230,14,-1.5963,50,1.27522,92,2.40557
ENSG00000011021,CLCN6,49,-0.9426,100,0.73224,50,-0.8521,92,0.07167
ENSG00000116685,KIAA2013,68,0.54889,41,-0.7613,50,0.01625,92,0.98801
ENSG00000083444,PLOD1,23,-1.0773,43,-0.1205,50,0.19776,92,1.18404
ENSG00000116688,MFN2,73,-0.4703,108,0.58508,50,-1.0060,92,-0.0879
ENSG00000116691,MIIP,15,-0.7961,17,-1.3408,50,1.12635,92,2.22873
ENSG00000048707,VPS13D,40,-0.2531,43,-0.3654,50,0.10076,92,1.07904
ENSG00000162496,DHRS3,30,-0.1161,24,-1.0566,50,0.69955,92,1.73814
ENSG00000162493,PDPN,21,-0.0138,10,-2.0956,50,1.37665,92,2.52812
ENSG00000116731,PRDM2,40,0.32119,24,-1.2165,50,0.63139,92,1.66163
ENSG00000189337,KAZN,113,0.91157,57,-0.6787,50,-0.4649,92,0.47657
ENSG00000142634,EFHD2,19,-1.7633,66,0.53616,50,-0.2603,92,0.69273
ENSG00000116138,DNAJC16,18,-0.8562,24,-0.8951,50,0.81526,92,1.86906
ENSG00000197312,DDI2,17,-0.4955,15,-1.5683,50,1.20175,92,2.31787
ENSG00000116786,PLEKHM2,32,-0.6947,47,-0.1229,50,0.05554,92,1.03028
ENSG00000065526,SPEN,52,0.46724,30,-1.0163,50,0.35765,92,1.35848
ENSG00000116809,ZBTB17,20,-0.2086,12,-1.8321,50,1.28505,92,2.41736
ENSG00000185519,FAM131C,24,-0.4380,24,-0.9887,50,0.76449,92,1.81145
ENSG00000288398,AL109627.1,7,-1.8423,17,-1.2025,50,1.21314,92,2.33140
ENSG00000037637,FBXO42,11,-1.7418,32,-0.3643,50,0.57708,92,1.60098
ENSG00000055070,SZRD1,60,0.72258,28,-1.2023,50,0.37104,92,1.37317
ENSG00000157191,NECAP2,46,0.82925,15,-1.8823,50,0.88535,92,1.94907
ENSG00000219481,NBPF1,52,0.58715,27,-1.1992,50,0.46015,92,1.47128
ENSG00000058453,CROCC,14,-0.7096,12,-1.7652,50,1.37362,92,2.52443
ENSG00000238142,BX284668.5,12,-1.2036,19,-1.0884,50,1.03786,92,2.12516
ENSG00000159363,ATP13A2,31,-2.4349,193,1.90530,50,-1.6405,92,-0.7406
ENSG00000117118,SDHB,90,0.07622,89,0.13845,50,-0.8265,92,0.09831
ENSG00000117115,PADI2,456,3.69996,27,-3.2871,50,-1.0397,92,-0.1228
ENSG00000179051,RCC2,25,-0.4157,26,-0.8947,50,0.67892,92,1.71493
ENSG00000074964,ARHGEF10L,21,-2.1941,30,-2.7756,707,4.36460,92,0.11102
ENSG00000117154,IGSF21,23,-0.9174,38,-0.3022,50,0.32022,92,1.31748
ENSG00000159423,ALDH4A1,24,-0.6297,30,-0.6368,50,0.53056,92,1.54924
ENSG00000127463,EMC1,23,-1.1941,49,0.06989,50,0.04653,92,1.02058
ENSG00000053372,MRTO4,17,-1.1440,32,-0.4569,50,0.52723,92,1.54554
ENSG00000053371,AKR7A2,63,-0.0419,63,-0.0838,50,-0.3790,92,0.56712
ENSG00000040487,SLC66A1,9,-1.1861,11,-1.8445,50,1.50659,92,2.68791
ENSG00000077549,CAPZB,143,-0.3973,189,0.21028,276,0.67021,92,-1.0320
ENSG00000173436,MICOS10,120,-0.8116,243,1.33971,50,-2.0558,92,-1.1639
ENSG00000158747,NBL1,27,-2.3607,157,1.66817,50,-1.3654,92,-0.4586
ENSG00000162545,CAMK2N1,95,-1.8949,364,0.84467,528,0.83220,92,-1.8510
ENSG00000090432,MUL1,32,-0.3933,36,-0.5084,50,0.31744,92,1.31445
ENSG00000183114,FAM43B,3,-5.5595,36,-3.3193,1367,5.25419,92,-0.6203
ENSG00000158828,PINK1,174,-0.9439,348,0.61973,465,0.64278,92,-1.8320
ENSG00000244038,DDOST,24,-0.6356,29,-0.6738,50,0.56539,92,1.58796
ENSG00000117245,KIF17,0,-9.1160,15,-1.2008,50,1.38535,92,2.53871
ENSG00000189410,SH2D5,0,-9.2356,18,-0.9685,50,1.24100,92,2.36461
ENSG00000127483,HP1BP3,152,0.10904,157,0.48751,50,-1.5771,92,-0.6756
ENSG00000075151,EIF4G3,62,-0.5203,93,0.47862,50,-0.7965,92,0.12947
ENSG00000117298,ECE1,37,0.35542,20,-1.4449,50,0.80397,92,1.85623
ENSG00000076864,RAP1GAP,27,-2.0566,125,1.34141,50,-1.0770,92,-0.1614
ENSG00000090686,USP48,72,0.44416,49,-0.5443,50,-0.1689,92,0.78992
ENSG00000218510,LINC00339,12,-1.0703,16,-1.3783,50,1.20924,92,2.32677
ENSG00000070831,CDC42,314,0.31224,293,0.60512,50,-2.4671,92,-1.5812
ENSG00000162552,WNT4,0,-4.8759,17,-1.0768,50,1.28829,92,2.42125
ENSG00000173372,C1QA,54,0.46528,32,-0.9634,50,0.30469,92,1.30051
ENSG00000159189,C1QC,45,0.47347,24,-1.2805,50,0.60410,92,1.63113
ENSG00000173369,C1QB,70,0.54669,43,-0.7129,50,-0.0414,92,0.92612
ENSG00000133216,EPHB2,29,0.27164,13,-1.8616,50,1.13740,92,2.24174
ENSG00000004487,KDM1A,20,-1.0562,37,-0.3051,50,0.36664,92,1.36834
ENSG00000169641,LUZP1,7,-2.3491,32,-0.2971,50,0.60999,92,1.63771
ENSG00000125944,HNRNPR,143,-0.5181,105,-1.9217,50,-2.0395,1261,3.55548
ENSG00000117318,ID3,86,1.48996,21,-1.8551,50,0.39228,92,1.39650
ENSG00000142676,RPL11,1075,1.51625,443,-0.3704,50,-3.3592,92,-2.4817
ENSG00000011007,ELOA,19,-0.5669,18,-1.2806,50,1.02611,92,2.11150
ENSG00000057757,PITHD1,133,-0.9613,300,1.55631,50,-2.3356,92,-1.4480
ENSG00000011009,LYPLA2,10,-2.0931,40,-0.0239,50,0.34486,92,1.34446
ENSG00000117308,GALE,3,-2.7335,14,-1.3425,50,1.37925,92,2.53128
ENSG00000117305,HMGCL,31,0.17261,18,-1.4788,50,0.91346,92,1.98132
ENSG00000179163,FUCA1,15,-1.0577,24,-0.8268,50,0.81179,92,1.86512
ENSG00000189266,PNRC2,80,0.63026,47,-0.6746,50,-0.1654,92,0.79359
ENSG00000188529,SRSF10,51,-0.0725,50,-0.2828,50,-0.1019,92,0.86131
ENSG00000001460,STPG1,8,-1.4872,13,-1.5874,50,1.40585,92,2.56375
ENSG00000001461,NIPAL3,195,0.65677,75,-1.8403,595,2.62011,92,-0.5867
ENSG00000117602,RCAN3,12,-1.5291,27,-0.6276,50,0.75289,92,1.79831
ENSG00000133226,SRRM1,64,0.30188,48,-0.4935,50,-0.1153,92,0.84701
ENSG00000169504,CLIC4,286,1.43594,42,-3.0140,694,2.99594,92,-0.5715
ENSG00000117614,SYF2,59,-0.0158,57,-0.1832,50,-0.2669,92,0.68575
ENSG00000117616,RSRP1,85,0.77776,45,-0.7978,50,-0.1429,92,0.81754
ENSG00000183726,TMEM50A,129,0.98874,63,-0.6530,50,-0.6102,92,0.32401
ENSG00000204178,MACO1,26,-0.4125,27,-0.8473,50,0.63735,92,1.66831
ENSG00000157978,LDLRAP1,111,2.66719,5,-4.0590,50,0.73995,92,1.78369
ENSG00000117643,MAN1C1,33,0.24778,18,-1.5106,50,0.90457,92,1.97111
ENSG00000162430,SELENON,56,0.41087,35,-0.8407,50,0.21120,92,1.19864
ENSG00000117640,MTFR1L,42,-0.7371,71,0.31848,50,-0.4314,92,0.51188
ENSG00000182749,PAQR7,7,-1.7571,14,-1.4804,50,1.37677,92,2.52827
ENSG00000117632,STMN1,1390,0.73048,1008,0.46406,50,-4.2970,92,-3.4241
ENSG00000175087,PDIK1L,11,-0.8750,10,-1.9422,50,1.50563,92,2.68672
ENSG00000142684,ZNF593,25,-1.0253,46,-0.0577,50,0.11796,92,1.09761
ENSG00000142669,SH3BGRL3,220,-0.2468,253,-0.0359,504,1.10808,92,-1.5391
ENSG00000158062,UBXN11,4,-2.7185,19,-0.9501,50,1.12754,92,2.23014
ENSG00000117682,DHDDS,13,-1.3039,26,-0.7099,50,0.77418,92,1.82242
ENSG00000198830,HMGN2,287,1.07529,150,-0.2513,50,-1.7350,92,-0.8371
ENSG00000117676,RPS6KA1,25,0.24568,10,-2.1720,50,1.33119,92,2.47297
ENSG00000117713,ARID1A,52,-0.2146,58,-0.0765,50,-0.2611,92,0.69184
ENSG00000060642,PIGV,17,-0.5346,15,-1.5312,50,1.18805,92,2.30161
ENSG00000204160,ZDHHC18,8,-2.1458,32,-0.3153,50,0.59916,92,1.62560
ENSG00000142751,GPN2,16,-0.9731,23,-0.9152,50,0.86034,92,1.92046
ENSG00000090273,NUDC,110,-0.3517,156,0.78358,50,-1.5065,92,-0.6033
ENSG00000253368,TRNP1,3,-4.2145,62,0.73857,50,-0.1242,92,0.83755
ENSG00000090020,SLC9A1,5,-2.5491,22,-0.7826,50,0.99836,92,2.07928
ENSG00000142784,WDTC1,36,-0.2573,37,-0.5224,50,0.26796,92,1.26041
ENSG00000186501,TMEM222,65,-0.2511,78,0.20548,50,-0.6159,92,0.31810
ENSG00000158195,WASF2,107,0.24631,22,-3.4606,702,4.03279,92,-0.0206
ENSG00000126705,AHDC1,15,-1.3373,32,-0.4049,50,0.52965,92,1.54823
ENSG00000126709,IFI6,81,-1.6138,287,1.91319,50,-2.2249,92,-1.3357
ENSG00000009780,FAM76A,21,-0.2503,15,-1.6248,50,1.16821,92,2.27811
ENSG00000117758,STX12,103,-0.0046,110,0.34057,50,-1.0906,92,-0.1754
ENSG00000117751,PPP1R8,54,0.44312,33,-0.9209,50,0.27509,92,1.26819
ENSG00000117748,RPA2,42,-0.5406,60,0.07384,50,-0.2433,92,0.71080
ENSG00000126698,DNAJC8,114,0.09193,115,0.31398,50,-1.1677,92,-0.2550
ENSG00000130770,ATP5IF1,161,-1.6204,589,2.34186,50,-3.2357,92,-2.3574
ENSG00000204138,PHACTR4,24,0.08928,11,-2.0076,50,1.29345,92,2.42746
ENSG00000242125,SNHG3,11,-1.0244,13,-1.5841,50,1.32978,92,2.47126
ENSG00000180098,TRNAU1AP,27,-0.0702,18,-1.3890,50,0.94390,92,2.01633
ENSG00000197989,SNHG12,8,-1.6768,17,-1.2084,50,1.19603,92,2.31108
ENSG00000120656,TAF12,20,-0.5284,19,-1.2143,50,0.96719,92,2.04321
ENSG00000198492,YTHDF2,55,-1.2461,72,-1.6575,705,3.31400,92,-0.4020
ENSG00000159023,EPB41,8,-1.8213,20,-0.9846,50,1.06346,92,2.15502
ENSG00000116350,SRSF4,50,-1.6481,44,-2.9923,50,-1.5541,1279,4.78791
ENSG00000116353,MECR,10,-1.7599,27,-0.5705,50,0.74723,92,1.79192
ENSG00000060656,PTPRU,19,-1.2365,41,-0.1509,50,0.27523,92,1.26834
ENSG00000162511,LAPTM5,106,0.81864,57,-0.6194,50,-0.4451,92,0.49737
ENSG00000162512,SDC3,111,-0.3116,153,0.74356,50,-1.4791,92,-0.5752
ENSG00000134644,PUM1,52,-1.3133,142,1.20505,50,-1.2843,92,-0.3752
ENSG00000060688,SNRNP40,43,-1.0143,21,-3.3371,684,4.46471,92,0.20121
ENSG00000121766,ZCCHC17,51,-1.0499,115,0.90224,50,-1.0215,92,-0.1040
ENSG00000121769,FABP3,17,-1.4654,42,-0.0527,50,0.24412,92,1.23445
ENSG00000162517,PEF1,52,-0.5783,79,0.36591,50,-0.5931,92,0.34197
ENSG00000084636,COL16A1,65,1.17712,19,-1.8268,50,0.61922,92,1.64801
ENSG00000121753,ADGRB2,31,-1.3680,81,0.67695,50,-0.5541,92,0.38286
ENSG00000184007,PTP4A2,568,1.59302,144,-1.7227,679,1.68781,92,-1.4923
ENSG00000121774,KHDRBS1,128,0.03470,137,0.45843,50,-1.3841,92,-0.4778
ENSG00000121775,TMEM39B,14,-0.7108,12,-1.7820,50,1.38365,92,2.53664
ENSG00000025800,KPNA6,22,-2.7777,38,-3.1509,50,-1.4607,1279,5.11411
ENSG00000084652,TXLNA,34,-0.2897,35,-0.5799,50,0.34088,92,1.34010
ENSG00000160050,CCDC28B,10,-1.2420,13,-1.6184,50,1.38776,92,2.54166
ENSG00000084623,EIF3I,93,-0.1115,106,0.37859,50,-1.0305,92,-0.1133
ENSG00000116478,HDAC1,34,0.37616,16,-1.6888,50,0.97688,92,2.05441
ENSG00000175130,MARCKSL1,1552,2.68197,212,-2.1797,655,0.62185,92,-2.3547
ENSG00000160058,BSDC1,63,0.22408,50,-0.4256,50,-0.1397,92,0.82102
ENSG00000176261,ZBTB8OS,32,-0.6651,47,-0.1454,50,0.06642,92,1.04200
ENSG00000162521,RBBP4,125,0.43352,97,-0.0143,50,-1.0043,92,-0.0862
ENSG00000162522,KIAA1522,2,-3.2997,13,-1.4919,50,1.49542,92,2.67405
ENSG00000134684,YARS,53,-1.0389,117,0.91615,50,-1.0495,92,-0.1329
ENSG00000116497,S100PBP,30,-0.5776,39,-0.3563,50,0.24591,92,1.23639
ENSG00000160097,FNDC5,6,-2.1620,16,-1.1947,50,1.24249,92,2.36639
ENSG00000121905,HPCA,3,-4.1636,60,0.67899,50,-0.0739,92,0.89130
ENSG00000121900,TMEM54,28,-0.6535,39,-0.3425,50,0.26311,92,1.25513
ENSG00000116514,RNF19B,14,-1.3462,30,-0.4954,50,0.60856,92,1.63610
ENSG00000004455,AK2,87,0.98951,38,-1.0625,50,-0.0082,92,0.96171
ENSG00000142920,AZIN2,34,0.31706,17,-1.5929,50,0.93453,92,2.00554
ENSG00000116525,TRIM62,30,0.60052,9,-2.4952,50,1.36308,92,2.51162
ENSG00000160094,ZNF362,27,0.27463,12,-2.0140,50,1.23018,92,2.35170
ENSG00000134686,PHC2,114,0.15876,53,-2.0179,550,3.03600,92,-0.1886
ENSG00000121904,CSMD2,3,-2.8368,14,-1.3256,50,1.37532,92,2.52650
ENSG00000163866,SMIM12,30,-1.2638,72,0.50993,50,-0.4029,92,0.54189
ENSG00000116544,DLGAP3,0,-5.4953,23,-0.6311,50,1.00060,92,2.08188
ENSG00000163867,ZMYM6,13,-1.0375,17,-1.2495,50,1.11699,92,2.21773
ENSG00000116560,SFPQ,163,0.37371,138,0.23555,50,-1.4541,92,-0.5497
ENSG00000146463,ZMYM4,31,-0.5410,39,-0.3851,50,0.25923,92,1.25090
ENSG00000142687,KIAA0319L,33,-0.9664,64,0.29656,50,-0.2871,92,0.66428
ENSG00000020129,NCDN,53,-2.6190,387,2.62891,50,-2.6004,92,-1.7161
ENSG00000126067,PSMB2,124,-0.0089,137,0.48575,50,-1.3759,92,-0.4694
ENSG00000142686,C1orf216,22,-1.6583,69,0.56815,50,-0.3252,92,0.62392
ENSG00000134698,AGO4,20,-0.1036,10,-2.0759,50,1.39330,92,2.54841
ENSG00000092847,AGO1,29,-0.3042,29,-0.8005,50,0.55429,92,1.57561
ENSG00000126070,AGO3,42,0.42849,22,-1.3332,50,0.67487,92,1.71038
ENSG00000116863,ADPRHL2,33,-0.1222,28,-0.8866,50,0.55395,92,1.57523
ENSG00000054116,TRAPPC3,42,-0.8200,75,0.40045,50,-0.4870,92,0.45326
ENSG00000116871,MAP7D1,380,1.13598,195,-0.2077,50,-2.1049,92,-1.2139
ENSG00000054118,THRAP3,59,-0.0899,61,-0.0936,50,-0.3286,92,0.62032
ENSG00000196182,STK40,14,-0.7272,14,-1.6138,50,1.28696,92,2.41966
ENSG00000181817,LSM10,31,-0.9693,58,0.19535,50,-0.1712,92,0.78740
ENSG00000116885,OSCP1,3,-3.1359,24,-0.6286,50,0.92985,92,2.00015
ENSG00000116898,MRPS15,28,-1.0065,53,0.09140,50,-0.0431,92,0.92427
ENSG00000163873,GRIK3,12,-1.1071,17,-1.2994,50,1.16439,92,2.27360
ENSG00000163875,MEAF6,42,-1.6649,148,1.38242,50,-1.3171,92,-0.4089
ENSG00000163877,SNIP1,11,-1.0982,15,-1.4300,50,1.24774,92,2.37267
ENSG00000163879,DNALI1,16,-0.7330,16,-1.3719,50,1.13236,92,2.23581
ENSG00000134697,GNL2,18,-0.2946,12,-1.8596,50,1.32602,92,2.46672
ENSG00000116922,C1orf109,10,-1.4183,19,-1.0922,50,1.07893,92,2.17310
ENSG00000183317,EPHA10,1,-4.1199,18,-0.9976,50,1.22224,92,2.34223
ENSG00000185090,MANEAL,6,-3.0988,51,0.39557,50,0.10094,92,1.07924
ENSG00000196449,YRDC,14,-0.8369,15,-1.5060,50,1.24377,92,2.36792
ENSG00000197982,C1orf122,454,1.10095,243,-0.1136,50,-2.3920,92,-1.5051
ENSG00000183431,SF3A3,29,-0.4506,33,-0.5870,50,0.41754,92,1.42428
ENSG00000183520,UTP11,15,-1.2765,30,-0.4990,50,0.59581,92,1.62187
ENSG00000116954,RRAGC,49,-0.0350,46,-0.3942,50,0.00519,92,0.97612
ENSG00000174574,AKIRIN1,94,-0.9418,132,-0.8947,704,2.52093,92,-0.9104
ENSG00000168653,NDUFS5,214,-1.2910,506,0.30652,50,-3.3390,1159,1.46510
ENSG00000127603,MACF1,195,0.54070,148,0.15239,50,-1.5821,92,-0.6808
ENSG00000090621,PABPC4,70,0.42073,48,-0.5528,50,-0.1375,92,0.82331
ENSG00000163909,HEYL,2,-3.4390,15,-1.2456,50,1.35595,92,2.50296
ENSG00000116983,HPCAL4,12,-3.6246,179,2.08545,50,-1.5106,92,-0.6076
ENSG00000084072,PPIE,51,0.29756,35,-0.7988,50,0.24189,92,1.23201
ENSG00000131236,CAP1,177,0.65540,121,-0.0306,50,-1.3468,92,-0.4394
ENSG00000131238,PPT1,111,-0.2223,143,0.64703,50,-1.4040,92,-0.4982
ENSG00000259943,AL050341.2,18,-0.7116,21,-1.0817,50,0.92015,92,1.98901
ENSG00000084073,ZMPSTE24,52,0.12565,43,-0.5231,50,0.04912,92,1.02337
ENSG00000049089,COL9A2,139,2.31991,18,-2.5304,50,0.18126,92,1.16614
ENSG00000084070,SMAP2,53,-0.7043,90,0.53272,50,-0.7356,92,0.19295
ENSG00000117016,RIMS3,4,-4.2466,78,1.05948,50,-0.4140,92,0.53017
ENSG00000066136,NFYC,28,-0.2425,25,-0.9576,50,0.66685,92,1.70138
ENSG00000179862,CITED4,20,-1.0073,34,-0.4044,50,0.44293,92,1.45227
ENSG00000171793,CTPS1,9,-1.5118,15,-1.3557,50,1.26821,92,2.39716
ENSG00000010803,SCMH1,5,-2.1702,14,-1.3904,50,1.36536,92,2.51439
ENSG00000127124,HIVEP3,11,-0.9762,11,-1.8030,50,1.44833,92,2.61585
ENSG00000198815,FOXJ3,30,-1.0270,60,0.23729,50,-0.1933,92,0.76388
ENSG00000177181,RIMKLA,2,-3.4783,23,-0.6478,50,0.96166,92,2.03683
ENSG00000127125,PPCS,57,-0.0356,56,-0.1936,50,-0.2387,92,0.71561
ENSG00000186409,CCDC30,7,-1.8271,16,-1.2388,50,1.23488,92,2.35730
ENSG00000171960,PPIH,16,-0.6809,17,-1.3615,50,1.11256,92,2.21252
ENSG00000065978,YBX1,234,1.80143,66,-1.2052,50,-0.9321,92,-0.0113
ENSG00000164008,C1orf50,17,-1.0835,29,-0.5810,50,0.61801,92,1.64667
ENSG00000177868,SVBP,26,-0.5351,31,-0.6296,50,0.49003,92,1.50431
ENSG00000117394,SLC2A1,124,0.95390,62,-0.6463,50,-0.5736,92,0.36233
ENSG00000117395,EBNA1BP2,57,-0.4034,76,0.24998,50,-0.5592,92,0.37748
ENSG00000179178,TMEM125,181,3.33377,6,-4.3690,50,0.25038,92,1.24126
ENSG00000066322,ELOVL1,499,2.39952,28,-3.9795,694,2.62980,92,-0.8133
ENSG00000159479,MED8,25,-0.4927,27,-0.8181,50,0.64115,92,1.67256
ENSG00000198198,SZT2,17,-0.3758,11,-1.9281,50,1.38717,92,2.54094
ENSG00000178922,HYI,37,0.29785,21,-1.3485,50,0.75469,92,1.80036
