gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank	n_naSamps
ENSG00000070756	PABPC1	NA	NA	NA	NA	307	NA	NA	NA	307	7
ENSG00000070808	CAMK2A	NA	NA	NA	260	NA	NA	NA	NA	260	7
ENSG00000070831	CDC42	126	NA	NA	NA	NA	NA	NA	NA	126	7
ENSG00000071082	RPL31	NA	NA	NA	202	NA	NA	NA	NA	202	7
ENSG00000072042	RDH11	NA	NA	NA	229	NA	NA	NA	NA	229	7
ENSG00000073969	NSF	NA	NA	NA	113	162	NA	NA	NA	137.5	6
ENSG00000074800	ENO1	121	NA	NA	NA	NA	NA	NA	NA	121	7
ENSG00000075151	EIF4G3	NA	NA	NA	295	NA	NA	NA	NA	295	7
ENSG00000075624	ACTB	NA	290	NA	NA	NA	NA	NA	NA	290	7
ENSG00000076864	RAP1GAP	115	NA	NA	NA	NA	NA	NA	NA	115	7
ENSG00000077942	FBLN1	NA	60	NA	NA	NA	NA	NA	NA	60	7
ENSG00000078018	MAP2	35	NA	44	NA	46	NA	NA	NA	41.6666666666667	5
ENSG00000078328	RBFOX1	86	NA	NA	NA	NA	NA	NA	NA	86	7
ENSG00000079215	SLC1A3	NA	285	NA	NA	NA	NA	55	NA	170	6
ENSG00000079459	FDFT1	NA	NA	NA	329	NA	NA	NA	NA	329	7
ENSG00000079689	SCGN	NA	NA	NA	NA	6	4	NA	NA	5	6
ENSG00000080824	HSP90AA1	NA	NA	NA	NA	150	NA	NA	NA	150	7
ENSG00000082556	OPRK1	NA	NA	NA	153	NA	NA	NA	NA	153	7
ENSG00000082805	ERC1	NA	NA	NA	NA	252	NA	NA	NA	252	7
ENSG00000084444	FAM234B	NA	NA	NA	88	NA	NA	NA	NA	88	7
ENSG00000084764	MAPRE3	NA	NA	NA	NA	254	NA	NA	NA	254	7
ENSG00000085063	CD59	NA	191	NA	NA	NA	NA	NA	NA	191	7
ENSG00000085365	SCAMP1	NA	254	NA	NA	NA	NA	NA	NA	254	7
ENSG00000085433	WDR47	NA	NA	NA	188	NA	NA	NA	NA	188	7
ENSG00000086289	EPDR1	157	NA	NA	NA	NA	NA	NA	NA	157	7
ENSG00000087085	ACHE	NA	NA	NA	279	NA	NA	NA	NA	279	7
ENSG00000087250	MT3	NA	NA	NA	38	NA	NA	NA	98	68	6
ENSG00000087460	GNAS	NA	19	NA	4	45	NA	38	44	30	3
ENSG00000088727	KIF9	NA	131	NA	NA	NA	NA	NA	NA	131	7
ENSG00000088986	DYNLL1	NA	144	NA	160	NA	NA	68	74	111.5	4
ENSG00000089009	RPL6	87	NA	NA	NA	NA	NA	43	NA	65	6
ENSG00000089157	RPLP0	NA	286	NA	273	NA	NA	NA	NA	279.5	6
ENSG00000089199	CHGB	194	NA	NA	170	NA	NA	NA	65	143	5
ENSG00000089737	DDX24	NA	NA	NA	317	NA	NA	NA	NA	317	7
ENSG00000090266	NDUFB2	NA	82	NA	NA	NA	NA	NA	NA	82	7
ENSG00000091129	NRCAM	NA	NA	NA	231	NA	NA	NA	NA	231	7
ENSG00000091592	NLRP1	NA	258	NA	NA	NA	NA	NA	NA	258	7
ENSG00000091664	SLC17A6	NA	121	NA	NA	84	NA	NA	NA	102.5	6
ENSG00000092096	SLC22A17	NA	274	NA	NA	275	NA	NA	42	197	5
ENSG00000092108	SCFD1	NA	NA	NA	NA	211	NA	NA	NA	211	7
ENSG00000092841	MYL6	NA	NA	NA	301	NA	NA	NA	NA	301	7
ENSG00000092964	DPYSL2	132	NA	NA	44	NA	NA	NA	NA	88	6
ENSG00000095596	CYP26A1	NA	23	NA	26	NA	NA	NA	NA	24.5	6
ENSG00000096384	HSP90AB1	160	NA	NA	NA	NA	NA	NA	NA	160	7
ENSG00000099194	SCD	NA	105	NA	60	NA	NA	NA	NA	82.5	6
ENSG00000099250	NRP1	NA	239	NA	NA	NA	NA	NA	NA	239	7
ENSG00000099795	NDUFB7	NA	NA	NA	NA	168	NA	NA	NA	168	7
ENSG00000099860	GADD45B	NA	185	NA	NA	44	NA	NA	NA	114.5	6
ENSG00000100030	MAPK1	NA	235	NA	NA	NA	NA	NA	NA	235	7
ENSG00000100095	SEZ6L	43	NA	NA	NA	86	NA	NA	NA	64.5	6
ENSG00000100097	LGALS1	NA	NA	NA	237	NA	NA	NA	122	179.5	6
ENSG00000100138	SNU13	NA	NA	NA	309	NA	NA	NA	NA	309	7
ENSG00000100142	POLR2F	NA	NA	NA	219	NA	NA	NA	NA	219	7
ENSG00000100316	RPL3	NA	114	NA	143	103	NA	NA	NA	120	5
ENSG00000100473	COCH	NA	NA	NA	138	NA	NA	NA	NA	138	7
ENSG00000100604	CHGA	NA	NA	NA	NA	130	NA	NA	NA	130	7
ENSG00000100650	SRSF5	NA	NA	NA	NA	233	NA	NA	NA	233	7
ENSG00000100911	PSME2	NA	NA	NA	NA	309	NA	NA	NA	309	7
ENSG00000101079	NDRG3	178	NA	NA	NA	NA	NA	NA	NA	178	7
ENSG00000101180	HRH3	103	NA	NA	NA	120	NA	NA	NA	111.5	6
ENSG00000101200	AVP	3	15	1	2	3	2	42	NA	9.71428571428571	1
ENSG00000101210	EEF1A2	91	NA	NA	NA	NA	NA	45	NA	68	6
ENSG00000101327	PDYN	NA	NA	NA	84	60	NA	NA	NA	72	6
ENSG00000101333	PLCB4	NA	NA	NA	132	NA	NA	NA	NA	132	7
ENSG00000101335	MYL9	NA	154	NA	NA	NA	NA	NA	NA	154	7
ENSG00000101405	OXT	NA	NA	42	71	22	11	NA	NA	36.5	4
ENSG00000101439	CST3	NA	27	40	11	67	NA	NA	41	37.2	3
ENSG00000101746	NOL4	135	NA	NA	NA	NA	NA	NA	NA	135	7
ENSG00000101856	PGRMC1	142	NA	NA	89	234	NA	NA	NA	155	5
ENSG00000102038	SMARCA1	NA	219	NA	NA	NA	NA	NA	NA	219	7
ENSG00000102109	PCSK1N	NA	102	NA	67	107	NA	33	23	66.4	3
ENSG00000102241	HTATSF1	NA	124	NA	NA	NA	NA	73	NA	98.5	6
ENSG00000102265	TIMP1	NA	NA	NA	NA	176	NA	NA	NA	176	7
ENSG00000102287	GABRE	NA	52	NA	83	NA	NA	NA	NA	67.5	6
ENSG00000102466	FGF14	NA	NA	NA	NA	NA	NA	NA	132	132	7
ENSG00000102678	FGF9	NA	NA	NA	324	NA	NA	NA	NA	324	7
ENSG00000102924	CBLN1	NA	NA	NA	66	NA	NA	NA	NA	66	7
ENSG00000103653	CSK	NA	NA	NA	NA	NA	NA	78	NA	78	7
ENSG00000104112	SCG3	NA	NA	NA	NA	NA	NA	35	NA	35	7
ENSG00000104327	CALB1	NA	104	NA	NA	41	NA	NA	59	68	5
ENSG00000104388	RAB2A	NA	NA	NA	220	NA	NA	NA	NA	220	7
ENSG00000104435	STMN2	69	NA	NA	NA	NA	NA	NA	NA	69	7
ENSG00000104490	NCALD	NA	NA	NA	NA	160	NA	NA	126	143	6
ENSG00000104549	SQLE	NA	NA	NA	NA	147	NA	NA	NA	147	7
ENSG00000104722	NEFM	NA	234	NA	109	NA	NA	NA	45	129.333333333333	5
ENSG00000104723	TUSC3	NA	NA	NA	215	NA	NA	NA	NA	215	7
ENSG00000104823	ECH1	NA	NA	NA	NA	NA	NA	NA	115	115	7
ENSG00000105193	RPS16	NA	135	NA	NA	NA	NA	NA	NA	135	7
ENSG00000105223	PLD3	44	NA	53	150	NA	NA	NA	NA	82.3333333333333	5
ENSG00000105258	POLR2I	NA	NA	NA	302	NA	NA	NA	NA	302	7
ENSG00000105270	CLIP3	NA	NA	NA	NA	NA	NA	NA	104	104	7
ENSG00000105290	APLP1	NA	NA	NA	NA	NA	NA	NA	108	108	7
ENSG00000105323	HNRNPUL1	NA	NA	NA	NA	112	NA	NA	NA	112	7
ENSG00000105619	TFPT	NA	266	NA	NA	NA	NA	NA	NA	266	7
ENSG00000105640	RPL18A	NA	289	NA	155	NA	NA	NA	NA	222	6
ENSG00000105701	FKBP8	NA	NA	NA	NA	NA	NA	62	NA	62	7
ENSG00000105819	PMPCB	NA	NA	NA	NA	153	NA	NA	NA	153	7
ENSG00000105954	NPVF	NA	NA	NA	1	NA	NA	NA	NA	1	7
ENSG00000106211	HSPB1	NA	NA	NA	NA	51	NA	NA	NA	51	7
ENSG00000106236	NPTX2	60	103	37	80	74	NA	66	80	71.4285714285714	1
ENSG00000106245	BUD31	NA	130	NA	NA	NA	NA	NA	NA	130	7
ENSG00000106278	PTPRZ1	NA	292	NA	171	NA	NA	NA	NA	231.5	6
ENSG00000106460	TMEM106B	NA	NA	NA	290	NA	NA	NA	NA	290	7
ENSG00000106799	TGFBR1	127	NA	NA	NA	NA	NA	NA	129	128	6
ENSG00000107317	PTGDS	NA	31	46	50	NA	NA	NA	111	59.5	4
ENSG00000107742	SPOCK2	138	NA	NA	256	NA	NA	NA	NA	197	6
ENSG00000107758	PPP3CB	99	NA	NA	NA	NA	NA	NA	NA	99	7
ENSG00000107796	ACTA2	156	48	NA	NA	NA	NA	NA	NA	102	6
ENSG00000108107	RPL28	NA	NA	NA	141	NA	NA	NA	NA	141	7
ENSG00000108389	MTMR4	NA	NA	NA	212	NA	NA	NA	NA	212	7
ENSG00000108551	RASD1	NA	62	NA	39	NA	NA	NA	NA	50.5	6
ENSG00000108654	DDX5	NA	NA	NA	NA	269	NA	NA	NA	269	7
ENSG00000108679	LGALS3BP	NA	229	NA	NA	NA	NA	NA	NA	229	7
ENSG00000108691	CCL2	NA	NA	NA	NA	48	NA	NA	NA	48	7
ENSG00000108828	VAT1	NA	198	NA	NA	NA	NA	NA	90	144	6
ENSG00000108854	SMURF2	NA	NA	NA	NA	66	NA	NA	NA	66	7
ENSG00000108861	DUSP3	NA	NA	NA	223	NA	NA	NA	NA	223	7
ENSG00000108946	PRKAR1A	NA	122	NA	240	NA	NA	NA	NA	181	6
ENSG00000109107	ALDOC	119	NA	NA	119	NA	NA	NA	NA	119	6
ENSG00000109255	NMU	NA	28	NA	18	79	NA	NA	NA	41.6666666666667	5
ENSG00000109332	UBE2D3	167	NA	NA	NA	NA	NA	NA	NA	167	7
ENSG00000109472	CPE	NA	211	NA	NA	106	NA	NA	NA	158.5	6
ENSG00000109475	RPL34	33	53	NA	47	182	NA	NA	NA	78.75	4
ENSG00000109738	GLRB	NA	140	NA	NA	NA	NA	NA	NA	140	7
ENSG00000109846	CRYAB	NA	NA	NA	NA	212	NA	NA	NA	212	7
ENSG00000109971	HSPA8	106	NA	NA	NA	99	NA	NA	24	76.3333333333333	5
ENSG00000110436	SLC1A2	NA	273	NA	86	61	NA	NA	NA	140	5
ENSG00000110700	RPS13	NA	134	NA	NA	NA	NA	NA	NA	134	7
ENSG00000110888	CAPRIN2	NA	NA	NA	NA	192	NA	NA	NA	192	7
ENSG00000111237	VPS29	NA	NA	NA	NA	175	NA	NA	NA	175	7
ENSG00000111341	MGP	NA	21	NA	NA	141	NA	NA	NA	81	6
ENSG00000111596	CNOT2	NA	NA	NA	NA	232	NA	NA	NA	232	7
ENSG00000111640	GAPDH	NA	85	NA	252	NA	NA	41	50	107	4
ENSG00000111674	ENO2	182	NA	NA	NA	NA	NA	NA	NA	182	7
ENSG00000111678	C12orf57	NA	NA	NA	306	NA	NA	NA	NA	306	7
ENSG00000111775	COX6A1	128	NA	NA	NA	NA	NA	NA	NA	128	7
ENSG00000111885	MAN1A1	165	203	NA	248	NA	NA	NA	NA	205.333333333333	5
ENSG00000111897	SERINC1	64	NA	NA	95	NA	NA	NA	NA	79.5	6
ENSG00000111907	TPD52L1	122	NA	NA	NA	NA	NA	NA	106	114	6
ENSG00000112096	SOD2	NA	NA	NA	NA	288	NA	NA	NA	288	7
ENSG00000112305	SMAP1	NA	NA	NA	NA	111	NA	NA	NA	111	7
ENSG00000112306	RPS12	NA	70	NA	NA	NA	NA	NA	NA	70	7
ENSG00000112309	B3GAT2	NA	NA	NA	NA	196	NA	NA	89	142.5	6
ENSG00000112531	QKI	NA	NA	47	NA	NA	NA	NA	NA	47	7
ENSG00000112576	CCND3	NA	281	NA	NA	NA	NA	NA	NA	281	7
ENSG00000112902	SEMA5A	80	NA	NA	NA	NA	NA	NA	NA	80	7
ENSG00000113140	SPARC	NA	55	NA	37	72	1	77	66	51.3333333333333	2
ENSG00000113319	RASGRF2	NA	NA	51	221	NA	NA	NA	NA	136	6
ENSG00000113327	GABRG2	NA	NA	NA	303	NA	NA	NA	NA	303	7
ENSG00000113387	SUB1	NA	NA	NA	209	NA	NA	NA	NA	209	7
ENSG00000113460	BRIX1	NA	NA	NA	NA	200	NA	NA	NA	200	7
ENSG00000113645	WWC1	NA	NA	NA	NA	94	NA	NA	NA	94	7
ENSG00000114391	RPL24	NA	NA	NA	100	183	NA	NA	NA	141.5	6
ENSG00000114646	CSPG5	153	NA	NA	323	NA	NA	NA	NA	238	6
ENSG00000115138	POMC	67	33	30	22	248	8	18	40	58.25	0
ENSG00000115268	RPS15	NA	149	NA	254	NA	NA	NA	NA	201.5	6
ENSG00000115355	CCDC88A	NA	NA	NA	NA	157	NA	NA	NA	157	7
ENSG00000115414	FN1	NA	NA	NA	NA	216	NA	NA	NA	216	7
ENSG00000115461	IGFBP5	26	110	54	25	43	NA	49	27	47.7142857142857	1
ENSG00000115541	HSPE1	NA	NA	NA	NA	69	NA	NA	NA	69	7
ENSG00000115756	HPCAL1	NA	206	NA	305	NA	NA	NA	76	195.666666666667	5
ENSG00000115828	QPCT	NA	194	NA	NA	NA	NA	NA	64	129	6
ENSG00000116014	KISS1R	151	NA	NA	NA	NA	NA	NA	NA	151	7
ENSG00000116661	FBXO2	180	NA	NA	116	NA	NA	NA	NA	148	6
ENSG00000116675	DNAJC6	NA	NA	NA	261	NA	NA	NA	NA	261	7
ENSG00000116729	WLS	NA	168	NA	NA	NA	NA	NA	NA	168	7
ENSG00000116983	HPCAL4	68	NA	NA	NA	312	NA	NA	NA	190	6
ENSG00000117054	ACADM	NA	NA	NA	216	NA	NA	NA	NA	216	7
ENSG00000117152	RGS4	NA	NA	NA	NA	282	NA	NA	NA	282	7
ENSG00000117600	PLPPR4	NA	NA	NA	140	NA	NA	NA	NA	140	7
ENSG00000117632	STMN1	NA	NA	NA	186	NA	NA	NA	NA	186	7
ENSG00000117906	RCN2	NA	NA	NA	213	NA	NA	NA	NA	213	7
ENSG00000118181	RPS25	NA	201	NA	284	NA	NA	NA	NA	242.5	6
ENSG00000118271	TTR	NA	37	NA	NA	NA	NA	NA	3	20	6
ENSG00000118432	CNR1	NA	252	NA	52	NA	NA	NA	NA	152	6
ENSG00000118702	GHRH	NA	5	NA	3	NA	NA	23	NA	10.3333333333333	5
ENSG00000118705	RPN2	NA	153	NA	NA	NA	NA	NA	NA	153	7
ENSG00000118785	SPP1	NA	NA	NA	NA	63	NA	NA	NA	63	7
ENSG00000118946	PCDH17	NA	NA	NA	NA	139	NA	NA	NA	139	7
ENSG00000119013	NDUFB3	NA	186	NA	NA	NA	NA	NA	NA	186	7
ENSG00000119698	PPP4R4	152	NA	NA	NA	NA	NA	NA	NA	152	7
ENSG00000119782	FKBP1B	189	NA	NA	NA	NA	NA	NA	NA	189	7
ENSG00000119866	BCL11A	NA	NA	NA	NA	284	NA	NA	NA	284	7
ENSG00000120129	DUSP1	NA	187	NA	NA	NA	NA	NA	NA	187	7
ENSG00000120694	HSPH1	NA	NA	NA	NA	34	NA	NA	NA	34	7
ENSG00000120727	PAIP2	NA	NA	NA	NA	303	NA	NA	NA	303	7
ENSG00000120738	EGR1	NA	NA	NA	NA	274	NA	NA	NA	274	7
ENSG00000120837	NFYB	NA	NA	NA	NA	201	NA	NA	NA	201	7
ENSG00000120885	CLU	NA	NA	NA	315	82	NA	34	140	142.75	4
ENSG00000121413	ZSCAN18	NA	NA	NA	NA	308	NA	NA	NA	308	7
ENSG00000121957	GPSM2	NA	NA	NA	NA	123	NA	NA	NA	123	7
ENSG00000122026	RPL21	NA	97	NA	NA	NA	NA	NA	NA	97	7
ENSG00000122068	FYTTD1	NA	173	NA	NA	NA	NA	NA	NA	173	7
ENSG00000122585	NPY	56	34	49	20	NA	NA	64	NA	44.6	3
ENSG00000122786	CALD1	NA	NA	NA	NA	90	NA	NA	NA	90	7
ENSG00000122862	SRGN	NA	NA	NA	NA	209	NA	NA	NA	209	7
ENSG00000123349	PFDN5	NA	NA	NA	196	NA	NA	NA	NA	196	7
ENSG00000123416	TUBA1B	12	42	21	45	241	NA	NA	NA	72.2	3
ENSG00000123560	PLP1	10	77	26	13	NA	NA	NA	34	32	3
ENSG00000123612	ACVR1C	112	238	NA	NA	87	NA	NA	NA	145.666666666667	5
ENSG00000124172	ATP5F1E	65	64	NA	30	104	NA	85	NA	69.6	3
ENSG00000124225	PMEPA1	NA	NA	NA	NA	172	NA	NA	NA	172	7
ENSG00000124299	PEPD	NA	NA	NA	NA	206	NA	NA	NA	206	7
ENSG00000124733	MEA1	163	261	NA	NA	NA	NA	NA	NA	212	6
ENSG00000124762	CDKN1A	NA	NA	NA	NA	249	NA	NA	NA	249	7
ENSG00000124767	GLO1	NA	212	NA	NA	NA	NA	NA	NA	212	7
ENSG00000125144	MT1G	NA	155	NA	NA	NA	NA	NA	NA	155	7
ENSG00000125148	MT2A	NA	242	NA	226	105	NA	NA	NA	191	5
ENSG00000125249	RAP2A	74	NA	NA	NA	NA	NA	NA	NA	74	7
ENSG00000125354	SEPTIN6	NA	NA	NA	NA	NA	NA	75	NA	75	7
ENSG00000125355	TMEM255A	95	108	68	NA	NA	NA	NA	NA	90.3333333333333	5
ENSG00000125462	C1orf61	NA	81	NA	48	236	NA	NA	127	123	4
ENSG00000125505	MBOAT7	100	NA	NA	NA	NA	NA	NA	NA	100	7
ENSG00000125691	RPL23	NA	NA	NA	NA	NA	NA	NA	134	134	7
ENSG00000125814	NAPB	NA	NA	NA	NA	238	NA	NA	NA	238	7
ENSG00000125841	NRSN2	NA	NA	NA	NA	129	NA	NA	NA	129	7
ENSG00000125851	PCSK2	NA	227	NA	NA	NA	NA	NA	135	181	6
ENSG00000125868	DSTN	NA	249	NA	NA	NA	NA	NA	NA	249	7
ENSG00000125869	LAMP5	90	NA	NA	NA	NA	NA	NA	NA	90	7
ENSG00000125931	CITED1	NA	NA	NA	283	NA	NA	48	NA	165.5	6
ENSG00000125968	ID1	NA	NA	NA	NA	55	NA	NA	NA	55	7
ENSG00000125971	DYNLRB1	85	NA	NA	NA	NA	NA	NA	NA	85	7
ENSG00000125977	EIF2S2	NA	NA	NA	NA	264	NA	NA	NA	264	7
ENSG00000126709	IFI6	NA	159	NA	NA	226	NA	1	73	114.75	4
ENSG00000126767	ELK1	146	NA	NA	235	NA	NA	NA	NA	190.5	6
ENSG00000126950	TMEM35A	15	222	NA	277	NA	NA	NA	46	140	4
ENSG00000127022	CANX	NA	NA	57	NA	NA	NA	NA	NA	57	7
ENSG00000127054	INTS11	NA	265	NA	NA	NA	NA	NA	NA	265	7
ENSG00000127184	COX7C	NA	NA	NA	59	138	NA	NA	NA	98.5	6
ENSG00000127314	RAP1B	NA	250	NA	NA	NA	NA	NA	NA	250	7
ENSG00000127540	UQCR11	NA	271	NA	251	NA	NA	NA	NA	261	6
ENSG00000127561	SYNGR3	NA	NA	NA	268	NA	NA	NA	NA	268	7
ENSG00000127603	MACF1	NA	NA	NA	NA	311	NA	NA	NA	311	7
ENSG00000127824	TUBA4A	111	NA	NA	NA	NA	NA	NA	NA	111	7
ENSG00000127955	GNAI1	NA	NA	NA	NA	276	NA	NA	NA	276	7
ENSG00000128016	ZFP36	NA	1	NA	NA	NA	NA	NA	NA	1	7
ENSG00000128245	YWHAH	NA	NA	NA	93	NA	NA	NA	NA	93	7
ENSG00000128463	EMC4	NA	NA	NA	NA	292	NA	NA	NA	292	7
ENSG00000128564	VGF	41	22	41	29	37	NA	NA	30	33.3333333333333	2
ENSG00000128609	NDUFA5	114	NA	NA	NA	NA	NA	NA	NA	114	7
ENSG00000128610	FEZF1	20	NA	29	236	127	NA	NA	NA	103	4
ENSG00000128656	CHN1	88	NA	NA	56	261	NA	NA	139	136	4
ENSG00000128683	GAD1	NA	47	NA	NA	NA	NA	NA	138	92.5	6
ENSG00000128739	SNRPN	NA	NA	NA	NA	135	NA	76	NA	105.5	6
ENSG00000129055	ANAPC13	NA	NA	NA	265	NA	NA	NA	NA	265	7
ENSG00000129244	ATP1B2	164	NA	NA	286	185	NA	NA	NA	211.666666666667	5
ENSG00000129355	CDKN2D	NA	NA	NA	300	NA	NA	NA	NA	300	7
ENSG00000129625	REEP5	NA	NA	NA	217	NA	NA	NA	NA	217	7
ENSG00000130203	APOE	NA	76	31	57	NA	NA	NA	85	62.25	4
ENSG00000130208	APOC1	NA	NA	NA	271	NA	NA	NA	97	184	6
ENSG00000130255	RPL36	NA	240	NA	72	NA	NA	NA	NA	156	6
ENSG00000130414	NDUFA10	NA	NA	NA	258	NA	NA	NA	NA	258	7
ENSG00000130511	SSBP4	NA	169	NA	NA	NA	NA	NA	NA	169	7
ENSG00000130540	SULT4A1	NA	NA	NA	176	NA	NA	NA	NA	176	7
ENSG00000130643	CALY	NA	73	NA	144	91	NA	30	49	77.4	3
ENSG00000130770	ATP5IF1	NA	225	NA	NA	285	NA	47	NA	185.666666666667	5
ENSG00000130822	PNCK	77	NA	NA	NA	NA	NA	NA	NA	77	7
ENSG00000131016	AKAP12	168	NA	NA	274	NA	NA	NA	NA	221	6
ENSG00000131095	GFAP	5	6	4	8	19	7	21	2	9	0
ENSG00000131171	SH3BGRL	155	NA	NA	NA	NA	NA	NA	NA	155	7
ENSG00000131174	COX7B	105	NA	NA	NA	NA	NA	NA	NA	105	7
ENSG00000131495	NDUFA2	172	NA	NA	NA	NA	NA	NA	NA	172	7
ENSG00000131507	NDFIP1	NA	NA	NA	134	NA	NA	NA	NA	134	7
ENSG00000131711	MAP1B	104	NA	NA	NA	NA	NA	51	NA	77.5	6
ENSG00000132002	DNAJB1	NA	NA	NA	NA	28	NA	NA	NA	28	7
ENSG00000132432	SEC61G	NA	174	NA	NA	NA	NA	NA	NA	174	7
ENSG00000132639	SNAP25	NA	NA	NA	111	305	NA	NA	NA	208	6
ENSG00000132670	PTPRA	NA	171	NA	NA	NA	NA	NA	NA	171	7
ENSG00000132821	VSTM2L	73	NA	NA	NA	NA	NA	NA	NA	73	7
ENSG00000132872	SYT4	NA	NA	NA	326	NA	NA	NA	94	210	6
ENSG00000132932	ATP8A2	NA	NA	NA	308	NA	NA	NA	NA	308	7
ENSG00000133083	DCLK1	NA	192	NA	NA	NA	NA	NA	NA	192	7
ENSG00000133112	TPT1	NA	80	NA	NA	65	NA	NA	NA	72.5	6
ENSG00000133134	BEX2	46	NA	NA	328	219	NA	NA	NA	197.666666666667	5
ENSG00000133169	BEX1	NA	NA	NA	142	164	NA	NA	33	113	5
ENSG00000133318	RTN3	158	NA	NA	112	215	NA	NA	NA	161.666666666667	5
ENSG00000133392	MYH11	NA	89	NA	NA	NA	NA	NA	NA	89	7
ENSG00000133636	NTS	21	NA	NA	NA	NA	NA	NA	NA	21	7
ENSG00000133687	TMTC1	NA	NA	NA	NA	85	NA	NA	NA	85	7
