NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
LBHD2	1	LBHD2	
WNT5B	1	WNT5B	
HAPLN4	1	HAPLN4	
LINC00645	1	LINC00645	
RFPL2	1	RFPL2	
PAQR9-AS1	1	PAQR9-AS1	
MT1H	1	MT1H	
KCNA4	1	KCNA4	
MPPED1	1	MPPED1	
CLEC4G	1	CLEC4G	
SOX1-OT	1	SOX1-OT	
ATF3	1	ATF3	
TRPC6	1	TRPC6	
CCN3	1	CCN3	
ADGRG6	1	ADGRG6	
PIWIL2	1	PIWIL2	
TEX26	1	TEX26	
AFF2	1	AFF2	
GAP43	1	GAP43	
ESR1	1	ESR1	
DYSF	1	DYSF	
SLC7A10	1	SLC7A10	
TMEM132D	1	TMEM132D	
OTOF	1	OTOF	
DCAF12L2	1	DCAF12L2	
MARCHF11	1	MARCH11	
MROCKI	1	LINC01268	
EPCAM	1	EPCAM	
C17orf107	1	C17orf107	
VWC2L	1	VWC2L	
ADRA2A	1	ADRA2A	
CRABP1	1	CRABP1	
C22orf42	1	C22orf42	
NPPC	1	NPPC	
FABP6	1	FABP6	
GLRA3	1	GLRA3	
SLC13A5	1	SLC13A5	
RBFOX1	1	RBFOX1	
CYGB	1	CYGB	
SPAG4	1	SPAG4	
PTPN5	1	PTPN5	
LINC02245	1	LINC02245	
KCNJ4	1	KCNJ4	
PGR	1	PGR	
SOSTDC1	1	SOSTDC1	
C11orf16	1	C11orf16	
TSTD1	1	TSTD1	
CPNE7	1	CPNE7	
LBH	1	LBH	
CABLES1	1	CABLES1	
TMEM74B	1	TMEM74B	
VWC2	1	VWC2	
ASH1L-AS1	1	ASH1L-AS1	
VWA5B2	1	VWA5B2	
LINC01341	1	LINC01341	
OLFM3	1	OLFM3	
LEPR	1	LEPR	
TDRD9	1	TDRD9	
MCAM	1	MCAM	
TOB1-AS1	1	TOB1-AS1	
PCDH11X	1	PCDH11X	
CDH18	1	CDH18	
TMEM215	1	TMEM215	
AKAP12	1	AKAP12	
GLP1R	1	GLP1R	
TP53I3	1	TP53I3	
DDC	1	DDC	
CACNA1I	1	CACNA1I	
NOS1AP	1	NOS1AP	
MIR4453HG	1	MIR4453HG	
DGKK	1	DGKK	
LANCL3	1	LANCL3	
MAP3K21	1	MAP3K21	
SLC27A6	1	SLC27A6	
NRGN	1	NRGN	
LINC00900	1	LINC00900	
NRG1	1	NRG1	
HES5	1	HES5	
KLK7	1	KLK7	
CD8B	1	CD8B	
KCNH6	1	KCNH6	
DCTN1-AS1	1	DCTN1-AS1	
SYTL5	1	SYTL5	
MT1G	1	MT1G	
ERAS	1	ERAS	
BRS3	1	BRS3	
LINC01122	1	LINC01122	
DRD4	1	DRD4	
GULP1	1	GULP1	
MEIS3	1	MEIS3	
SLC17A6	1	SLC17A6	
KCNK4	1	KCNK4	
SAPCD1-AS1	1	SAPCD1-AS1	
TMEM44	1	TMEM44	
GPR68	1	GPR68	
MPPED2	1	MPPED2	
CENPN	1	CENPN	
STBD1	1	STBD1	
TNNT1	1	TNNT1	
CDT1	1	CDT1	
NPNT	1	NPNT	
GLS2	1	GLS2	
FAM86C1P	1	FAM86C1	
PMAIP1	1	PMAIP1	
GJB6	1	GJB6	
KCNK3	1	KCNK3	
PALM3	1	PALM3	
TMEM182	1	TMEM182	
GPR83	1	GPR83	
RBM24	1	RBM24	
AGTR1	1	AGTR1	
MAPK13	1	MAPK13	
FKBP1B	1	FKBP1B	
TMEM179	1	TMEM179	
ROBO2	1	ROBO2	
SLC1A2	1	SLC1A2	
CBLN1	1	CBLN1	
SFRP5	1	SFRP5	
AMER3	1	AMER3	
CACNA2D3	1	CACNA2D3	
F12	1	F12	
LAIR2	1	LAIR2	
C2orf80	1	C2orf80	
CA12	1	CA12	
CCDC184	1	CCDC184	
SYCE1	1	SYCE1	
PDE1A	1	PDE1A	
CRH	1	CRH	
RNF128	1	RNF128	
KL	1	KL	
ZNF674-AS1	1	ZNF674-AS1	
RELN	1	RELN	
RIT2	1	RIT2	
FSTL4	1	FSTL4	
CFC1	1	CFC1	
ARG2	1	ARG2	
KCNIP1	1	KCNIP1	
GLT1D1	1	GLT1D1	
SCARF2	1	SCARF2	
RASD2	1	RASD2	
TRIM7	1	TRIM7	
MYADML2	1	MYADML2	
TTC39A	1	TTC39A	
GREB1L	1	GREB1L	
ZNF786	1	ZNF786	
FAAH2	1	FAAH2	
CARTPT	1	CARTPT	
ST8SIA4	1	ST8SIA4	
STK26	1	STK26	
OPRM1	1	OPRM1	
EPHA8	1	EPHA8	
FZD2	1	FZD2	
DLX1	1	DLX1	
BEAN1	1	BEAN1	
CCNA1	1	CCNA1	
SGCZ	1	SGCZ	
PROX1	1	PROX1	
CYP4X1	1	CYP4X1	
PCDH19	1	PCDH19	
PLD5	1	PLD5	
C11orf97	1	C11orf97	
CCBE1	1	CCBE1	
C2orf66	1	C2orf66	
CXCL5	1	CXCL5	
SORCS1	1	SORCS1	
C16orf95	1	C16orf95	
TMEM271	1	TMEM271	
NKX2-8	1	NKX2-8	
STMN2	1	STMN2	
PNMA5	1	PNMA5	
LY96	1	LY96	
GPX3	1	GPX3	
SLITRK4	1	SLITRK4	
ENC1	1	ENC1	
GPRIN1	1	GPRIN1	
PEG13	1	PEG13	
QPCT	1	QPCT	
ABHD12B	1	ABHD12B	
COX6A2	1	COX6A2	
OCA2	1	OCA2	
USP27X	1	USP27X	
CYSLTR2	1	CYSLTR2	
TMEM196	1	TMEM196	
SSTR3	1	SSTR3	
MYT1	1	MYT1	
PPARGC1B	1	PPARGC1B	
IL27RA	1	IL27RA	
KHDRBS2	1	KHDRBS2	
ZNF433	1	ZNF433	
KLF5	1	KLF5	
SLC4A10	1	SLC4A10	
RADX	1	RADX	
PRG4	1	PRG4	
ELAVL2	1	ELAVL2	
PIM2	1	PIM2	
KCNH1	1	KCNH1	
C14orf39	1	C14orf39	
SLC1A6	1	SLC1A6	
CHRM5	1	CHRM5	
DHRS13	1	DHRS13	
ZNF835	1	ZNF835	
FGF9	1	FGF9	
SLC22A18	1	SLC22A18	
GLRA2	1	GLRA2	
GALNT14	1	GALNT14	
CDR2	1	CDR2	
HTR7	1	HTR7	
KCNC2	1	KCNC2	
SCN9A	1	SCN9A	
OPALIN	1	OPALIN	
TNFAIP8L1	1	TNFAIP8L1	
LRRTM4	1	LRRTM4	
MAGEE2	1	MAGEE2	
KCNG1	1	KCNG1	
ICAM5	1	ICAM5	
KCNJ16	1	KCNJ16	
PRLHR	1	PRLHR	
SEZ6L	1	SEZ6L	
STXBP5-AS1	1	STXBP5-AS1	
GJD2	1	GJD2	
SLC8A2	1	SLC8A2	
GRID2	1	GRID2	
RTP5	1	RTP5	
MICAL2	1	MICAL2	
AMPH	1	AMPH	
CRYM	1	CRYM	
MAGEL2	1	MAGEL2	
SOCS3	1	SOCS3	
GNG4	1	GNG4	
NR0B1	1	NR0B1	
LHX1-DT	1	LHX1-DT	
ATP2B3	1	ATP2B3	
KRT18	1	KRT18	
HPCA	1	HPCA	
GNG8	1	GNG8	
EPHA3	1	EPHA3	
AK7	1	AK7	
GABBR2	1	GABBR2	
SYT1	1	SYT1	
EPHA10	1	EPHA10	
GABRA5	1	GABRA5	
ZNF155	1	ZNF155	
PLIN5	1	PLIN5	
RBFOX3	1	RBFOX3	
SULT4A1	1	SULT4A1	
SH2D3C	1	SH2D3C	
TOX2	1	TOX2	
GOLT1A	1	GOLT1A	
CCKBR	1	CCKBR	
UNC5A	1	UNC5A	
OXTR	1	OXTR	
TMEM17	1	TMEM17	
KCNMB2	1	KCNMB2	
LINC01497	1	LINC01497	
GALNT9	1	GALNT9	
N4BP3	1	N4BP3	
GABRD	1	GABRD	
CNN1	1	CNN1	
VSTM5	1	VSTM5	
HTR5A	1	HTR5A	
SHLD1	1	SHLD1	
PDZD7	1	PDZD7	
PPP1R1C	1	PPP1R1C	
VAT1L	1	VAT1L	
DNASE1L2	1	DNASE1L2	
RALYL	1	RALYL	
GREM2	1	GREM2	
PDZRN4	1	PDZRN4	
BEX5	1	BEX5	
CREG2	1	CREG2	
CALCA	1	CALCA	
LRRC10B	1	LRRC10B	
KCNC1	1	KCNC1	
MAL2	1	MAL2	
SMIM18	1	SMIM18	
LINC01608	1	LINC01608	
CELF5	1	CELF5	
ZRANB3	1	ZRANB3	
DIRAS3	1	DIRAS3	
NEFH	1	NEFH	
FRMPD4	1	FRMPD4	
ZC2HC1C	1	ZC2HC1C	
LNP1	1	LNP1	
THBS4	1	THBS4	
RET	1	RET	
EPHA7	1	EPHA7	
SNCG	1	SNCG	
MX2	1	MX2	
THY1	1	THY1	
KCNIP4	1	KCNIP4	
RAB3B	1	RAB3B	
TUBA8	1	TUBA8	
ZNF208	1	ZNF208	
RGR	1	RGR	
ASPHD2	1	ASPHD2	
RAB3C	1	RAB3C	
STAR	1	STAR	
MPP3	1	MPP3	
HBQ1	1	HBQ1	
LYPD6B	1	LYPD6B	
SLC6A15	1	SLC6A15	
GPAT3	1	GPAT3	
WDR4	1	WDR4	
RESP18	1	RESP18	
RGS7BP	1	RGS7BP	
NPTX2	1	NPTX2	
PNMT	1	PNMT	
SIX6	1	SIX6	
IGSF1	1	IGSF1	
KCTD16	1	KCTD16	
HCN1	1	HCN1	
COL7A1	1	COL7A1	
ANKRD34C	1	ANKRD34C	
SLX4	1	SLX4	
CCR10	1	CCR10	
SPRYD4	1	SPRYD4	
UBE3D	1	UBE3D	
SHISAL1	1	SHISAL1	
PPP1R14C	1	PPP1R14C	
NKX2-1	1	NKX2-1	
PLPPR3	1	PLPPR3	
ODAD2	1	ARMC4	
ELMOD1	1	ELMOD1	
SLITRK3	1	SLITRK3	
NPM3	1	NPM3	
SEMA3E	1	SEMA3E	
RDH10	1	RDH10	
BICDL1	1	BICDL1	
TGFBR3L	1	TGFBR3L	
SUSD2	1	SUSD2	
HHIP-AS1	1	HHIP-AS1	
LHX5-AS1	1	LHX5-AS1	
PABPC1L2B	1	PABPC1L2B	
SHLD3	1	SHLD3	
INPP4B	1	INPP4B	
KCNH3	1	KCNH3	
GLYCTK	1	GLYCTK	
ERC2	1	ERC2	
RAPGEF4	1	RAPGEF4	
CACNB2	1	CACNB2	
BEX1	1	BEX1	
TSPAN19	1	TSPAN19	
CCDC183	1	CCDC183	
EXOC3-AS1	1	EXOC3-AS1	
FGF13	1	FGF13	
KCND1	1	KCND1	
CHAD	1	CHAD	
ARHGAP36	1	ARHGAP36	
ZBTB8B	1	ZBTB8B	
SLC27A2	1	SLC27A2	
POU6F2	1	POU6F2	
KRT222	1	KRT222	
SOX21	1	SOX21	
LZTS1	1	LZTS1	
IGF2BP2	1	IGF2BP2	
C2CD4C	1	C2CD4C	
SSTR1	1	SSTR1	
VSTM2A-OT1	1	VSTM2A-OT1	
FAM226B	1	FAM226B	
URB1-AS1	1	URB1-AS1	
TLCD1	1	TLCD1	
LAMP5	1	LAMP5	
RASGRF2-AS1	1	RASGRF2-AS1	
NPY2R	1	NPY2R	
PKIB	1	PKIB	
NPVF	1	NPVF	
GPRIN2	1	GPRIN2	
CTXN1	1	CTXN1	
PRKCG	1	PRKCG	
HPRT1	1	HPRT1	
ERICH5	1	ERICH5	
SHC3	1	SHC3	
TMSB4Y	1	TMSB4Y	
PABPC1L2A	1	PABPC1L2A	
LMO1	1	LMO1	
FDXACB1	1	FDXACB1	
SHISA7	1	SHISA7	
KNSTRN	1	KNSTRN	
PRC1	1	PRC1	
FLVCR1-DT	1	FLVCR1-DT	
TGFBI	1	TGFBI	
TNFAIP6	1	TNFAIP6	
HMX2	1	HMX2	
GRIK1	1	GRIK1	
SDS	1	SDS	
RIMS2	1	RIMS2	
SOX1	1	SOX1	
TINCR	1	TINCR	
NTM-AS1	1	NTM-AS1	
ABCD2	1	ABCD2	
SLC2A13	1	SLC2A13	
HRH1	1	HRH1	
INPP5J	1	INPP5J	
CALY	1	CALY	
PLPPR5	1	PLPPR5	
ADGRA1-AS1	1	ADGRA1-AS1	
SYT6	1	SYT6	
APBA1	1	APBA1	
MUC12	1	MUC12	
HELLS	1	HELLS	
FNDC10	1	FNDC10	
ACHE	1	ACHE	
SOX21-AS1	1	SOX21-AS1	
EPHX4	1	EPHX4	
GDPD5	1	GDPD5	
ANKRD34A	1	ANKRD34A	
CHGB	1	CHGB	
SYN2	1	SYN2	
ST7-AS1	1	ST7-AS1	
PEG10	1	PEG10	
RAB9B	1	RAB9B	
C2orf81	1	C2orf81	
HCK	1	HCK	
VWA5A	1	VWA5A	
MREG	1	MREG	
SHISA6	1	SHISA6	
SPTSSB	1	SPTSSB	
ARHGDIG	1	ARHGDIG	
CD22	1	CD22	
SRD5A1	1	SRD5A1	
NAGS	1	NAGS	
EPS8L2	1	EPS8L2	
PDE10A	1	PDE10A	
METTL1	1	METTL1	
PPM1J	1	PPM1J	
PODNL1	1	PODNL1	
ZNF829	1	ZNF829	
DLX2	1	DLX2	
HTR2C	1	HTR2C	
LYSMD4	1	LYSMD4	
GRM7	1	GRM7	
TMEM74	1	TMEM74	
CDH13	1	CDH13	
KCNJ11	1	KCNJ11	
AVPR1A	1	AVPR1A	
NCALD	1	NCALD	
CYP26A1	1	CYP26A1	
BEST4	1	BEST4	
CHAF1B	1	CHAF1B	
CAMKV	1	CAMKV	
ZNF41	1	ZNF41	
KCNIP2	1	KCNIP2	
ADORA2B	1	ADORA2B	
LINC00839	1	LINC00839	
ZC3H10	1	ZC3H10	
SEMA4A	1	SEMA4A	
CELF3	1	CELF3	
FABP3	1	FABP3	
LYPD6	1	LYPD6	
HS6ST3	1	HS6ST3	
ZFHX4	1	ZFHX4	
GAD2	1	GAD2	
CACNA1G	1	CACNA1G	
ME3	1	ME3	
DHX58	1	DHX58	
ZCCHC18	1	ZCCHC18	
PERP	1	PERP	
MAPT-AS1	1	MAPT-AS1	
CAMK2N2	1	CAMK2N2	
RSPO2	1	RSPO2	
EEF2K	1	EEF2K	
SKAP1	1	SKAP1	
MMP17	1	MMP17	
PBX3	1	PBX3	
FLG-AS1	1	FLG-AS1	
ABHD15	1	ABHD15	
LIN7A	1	LIN7A	
ARHGAP18	1	ARHGAP18	
TMEM121B	1	TMEM121B	
DRD2	1	DRD2	
ISG20	1	ISG20	
ASIC3	1	ASIC3	
FXYD7	1	FXYD7	
SLC7A3	1	SLC7A3	
PNCK	1	PNCK	
CLUL1	1	CLUL1	
ZBED9	1	ZBED9	
TMEM130	1	TMEM130	
XK	1	XK	
RTN4RL1	1	RTN4RL1	
HSD17B6	1	HSD17B6	
NAP1L5	1	NAP1L5	
COL8A2	1	COL8A2	
TAFA2	1	TAFA2	
SENP8	1	SENP8	
TTPA	1	TTPA	
FBXO41	1	FBXO41	
BMAL2	1	ARNTL2	
TEKT2	1	TEKT2	
NDEL1	1	NDEL1	
RXFP1	1	RXFP1	
RGS7	1	RGS7	
FAM184B	1	FAM184B	
CHRM3	1	CHRM3	
CAMK2A	1	CAMK2A	
TAGLN3	1	TAGLN3	
CDH10	1	CDH10	
MYO15A	1	MYO15A	
C1QL2	1	C1QL2	
CA8	1	CA8	
PTPRR	1	PTPRR	
ACTL6B	1	ACTL6B	
KCNK12	1	KCNK12	
PLIN4	1	PLIN4	
INSM1	1	INSM1	
SH2D5	1	SH2D5	
CRIM1-DT	1	CRIM1-DT	
RELL2	1	RELL2	
ABCG4	1	ABCG4	
BAG2	1	BAG2	
BEND7	1	BEND7	
SMN1	1	SMN1	
AKAP14	1	AKAP14	
PHLDA2	1	PHLDA2	
GLB1L2	1	GLB1L2	
CRISPLD2	1	CRISPLD2	
SYT5	1	SYT5	
NANOS1	1	NANOS1	
TPBG	1	TPBG	
KLRG1	1	KLRG1	
LINC01235	1	LINC01235	
CKMT1A	1	CKMT1A	
MELTF	1	MELTF	
SLC7A14	1	SLC7A14	
SYCE1L	1	SYCE1L	
TMEM91	1	TMEM91	
PDIK1L	1	PDIK1L	
ARPP21	1	ARPP21	
LDB1	1	LDB1	
RGS16	1	RGS16	
SDCBP2	1	SDCBP2	
MLLT11	1	MLLT11	
SMPD3	1	SMPD3	
CA10	1	CA10	
DPP10-AS1	1	DPP10-AS1	
CHRM1	1	CHRM1	
RAB15	1	RAB15	
PAK3	1	PAK3	
CENPW	1	CENPW	
SATB2-AS1	1	SATB2-AS1	
P2RX5	1	P2RX5	
CALB2	1	CALB2	
FTCD	1	FTCD	
ENTREP3	1	FAM189B	
ARL15	1	ARL15	
UTP4	1	UTP4	
SMG8	1	SMG8	
HTRA3	1	HTRA3	
KCNT1	1	KCNT1	
KCND2	1	KCND2	
BIRC3	1	BIRC3	
SOCS1	1	SOCS1	
TUBB3	1	TUBB3	
BACH2	1	BACH2	
RGS17	1	RGS17	
NUDT11	1	NUDT11	
TMEM225B	1	TMEM225B	
B3GALT5	1	B3GALT5	
BEGAIN	1	BEGAIN	
RNF175	1	RNF175	
ZNF205	1	ZNF205	
ZNF669	1	ZNF669	
NTN4	1	NTN4	
LKAAEAR1	1	LKAAEAR1	
RERG	1	RERG	
FAM66D	1	FAM66D	
TMEM35A	1	TMEM35A	
MGARP	1	MGARP	
SIX3	1	SIX3	
AKAP5	1	AKAP5	
DLX5	1	DLX5	
BNIP1	1	BNIP1	
TRPV2	1	TRPV2	
HPR	1	HPR	
DHX8	1	DHX8	
CAMK1G	1	CAMK1G	
TUBA4A	1	TUBA4A	
CDH7	1	CDH7	
MEG9	1	MEG9	
TSPAN13	1	TSPAN13	
GNG3	1	GNG3	
PLCXD2	1	PLCXD2	
PARVB	1	PARVB	
VSNL1	1	VSNL1	
TENM1	1	TENM1	
NELL2	1	NELL2	
DOK6	1	DOK6	
MGAT5B	1	MGAT5B	
UBE2QL1	1	UBE2QL1	
PPL	1	PPL	
MIR762HG	1	MIR762HG	
PAQR9	1	PAQR9	
SLC35E4	1	SLC35E4	
CDYL2	1	CDYL2	
WIPF3	1	WIPF3	
WNT7B	1	WNT7B	
LSM11	1	LSM11	
CDKN2D	1	CDKN2D	
ARHGAP44	1	ARHGAP44	
GABRA3	1	GABRA3	
L1CAM	1	L1CAM	
GUCY1A1	1	GUCY1A1	
HAS2-AS1	1	HAS2-AS1	
LINC01579	1	LINC01579	
TSPAN12	1	TSPAN12	
CCNE1	1	CCNE1	
LINC01616	1	LINC01616	
DEUP1	1	DEUP1	
OR2L13	1	OR2L13	
SMYD2	1	SMYD2	
JPH3	1	JPH3	
ALKAL2	1	ALKAL2	
SYNGR3	1	SYNGR3	
ZC3HC1	1	ZC3HC1	
DOK4	1	DOK4	
RTP4	1	RTP4	
TRMO	1	TRMO	
OSBPL10	1	OSBPL10	
ARHGEF28	1	ARHGEF28	
ZNF865	1	ZNF865	
CELF4	1	CELF4	
ARHGEF33	1	ARHGEF33	
SERAC1	1	SERAC1	
IRX3	1	IRX3	
FKBP11	1	FKBP11	
SUOX	1	SUOX	
NFKBIE	1	NFKBIE	
DUSP8	1	DUSP8	
LRFN2	1	LRFN2	
CTXN2	1	CTXN2	
DTX3L	1	DTX3L	
ATP8A2	1	ATP8A2	
SLC12A5	1	SLC12A5	
TACR3	1	TACR3	
ZNF554	1	ZNF554	
LHFPL4	1	LHFPL4	
SUSD4	1	SUSD4	
FBLL1	1	FBLL1	
SLC25A15	1	SLC25A15	
PINLYP	1	PINLYP	
DBX2	1	DBX2	
STIM2-AS1	1	STIM2-AS1	
PRR29	1	PRR29	
RSPO4	1	RSPO4	
PIGZ	1	PIGZ	
MAP4K1	1	MAP4K1	
SPTBN2	1	SPTBN2	
MYH7B	1	MYH7B	
TBC1D30	1	TBC1D30	
EFCAB10	1	EFCAB10	
SPTB	1	SPTB	
JPH4	1	JPH4	
KLHL35	1	KLHL35	
SMIM10L2B	1	SMIM10L2B	
PUS7	1	PUS7	
LINC01106	1	LINC01106	
RFLNA	1	RFLNA	
MANEAL	1	MANEAL	
JRK	1	JRK	
NGB	1	NGB	
SAMD10	1	SAMD10	
RINL	1	RINL	
PCSK2	1	PCSK2	
PPM1E	1	PPM1E	
ATP1A3	1	ATP1A3	
TAFA4	1	TAFA4	
PCDH7	1	PCDH7	
MYT1L	1	MYT1L	
ZNF14	1	ZNF14	
PCP4	1	PCP4	
CSRNP3	1	CSRNP3	
DISC1	1	DISC1	
CPA4	1	CPA4	
CHRNA4	1	CHRNA4	
SLIT2	1	SLIT2	
GPR176	1	GPR176	
LINC02192	1	LINC02192	
OXSM	1	OXSM	
EFCAB7	1	EFCAB7	
CLSTN3	1	CLSTN3	
WDR55	1	WDR55	
TRIB3	1	TRIB3	
TENT5A	1	TENT5A	
ARSG	1	ARSG	
NPTX1	1	NPTX1	
DNAL4	1	DNAL4	
DNM1	1	DNM1	
TCERG1L	1	TCERG1L	
LRRC45	1	LRRC45	
PNMA6F	1	PNMA6F	
ELAVL4	1	ELAVL4	
ACTR3B	1	ACTR3B	
SGPP2	1	SGPP2	
GFRA1	1	GFRA1	
FAM218A	1	FAM218A	
PCSK1	1	PCSK1	
EPDR1	1	EPDR1	
CALN1	1	CALN1	
CNNM1	1	CNNM1	
ZNF586	1	ZNF586	
GPR26	1	GPR26	
PSPN	1	PSPN	
DACH1	1	DACH1	
SLC25A22	1	SLC25A22	
SLC35F4	1	SLC35F4	
LINC00513	1	LINC00513	
SCN4B	1	SCN4B	
PNMA3	1	PNMA3	
CDHR3	1	CDHR3	
CARMIL2	1	CARMIL2	
SHF	1	SHF	
ASAH2B	1	ASAH2B	
NRIP3	1	NRIP3	
LINC01322	1	LINC01322	
FBXL14	1	FBXL14	
AQP11	1	AQP11	
CELF6	1	CELF6	
VPS37D	1	VPS37D	
TMEM241	1	TMEM241	
TNFSF9	1	TNFSF9	
TMCO4	1	TMCO4	
ENOX1	1	ENOX1	
FAM153A	1	FAM153A	
SLIT1	1	SLIT1	
CKMT1B	1	CKMT1B	
CORO6	1	CORO6	
ETNPPL	1	ETNPPL	
SYN1	1	SYN1	
NEFL	1	NEFL	
TOLLIP-DT	1	TOLLIP-AS1	
TSNAXIP1	1	TSNAXIP1	
CD24	1	CD24	
CCDC136	1	CCDC136	
LMCD1-AS1	1	LMCD1-AS1	
SYT12	1	SYT12	
POMZP3	1	POMZP3	
FGFBP3	1	FGFBP3	
GAD1	1	GAD1	
PRKAR1B	1	PRKAR1B	
ZBED8	1	ZBED8	
SH3D21	1	SH3D21	
BAIAP3	1	BAIAP3	
PIERCE2	1	C15orf65	
ZNF425	1	ZNF425	
CAND2	1	CAND2	
ALDH1A3	1	ALDH1A3	
FGF12	1	FGF12	
CRPPA	1	CRPPA	
C4orf50	1	C4orf50	
MMAA	1	MMAA	
APOC1	1	APOC1	
LGI2	1	LGI2	
RCE1	1	RCE1	
PACSIN1	1	PACSIN1	
SCN8A	1	SCN8A	
TAC1	1	TAC1	
HEATR6	1	HEATR6	
C11orf80	1	C11orf80	
RTN2	1	RTN2	
ZNF613	1	ZNF613	
PDE2A	1	PDE2A	
SPRY1	1	SPRY1	
IGFN1	1	IGFN1	
EID2B	1	EID2B	
CORT	1	CORT	
SLC9A5	1	SLC9A5	
NRG4	1	NRG4	
GPR22	1	GPR22	
ESYT1	1	ESYT1	
TRMT9B	1	TRMT9B	
KCNC3	1	KCNC3	
TIGD1	1	TIGD1	
TMEM200A	1	TMEM200A	
NTS	1	NTS	
MTERF1	1	MTERF1	
HYLS1	1	HYLS1	
PON3	1	PON3	
TMEM100	1	TMEM100	
CLEC2L	1	CLEC2L	
UNC13A	1	UNC13A	
DNAJA4	1	DNAJA4	
POPDC3	1	POPDC3	
FMO2	1	FMO2	
ZCWPW2	1	ZCWPW2	
HAP1	1	HAP1	
NEK8	1	NEK8	
DNAJC12	1	DNAJC12	
SNAP25-AS1	1	SNAP25-AS1	
CBLN2	1	CBLN2	
TBC1D19	1	TBC1D19	
SYT4	1	SYT4	
GPRASP2	1	GPRASP2	
MAMLD1	1	MAMLD1	
KIF17	1	KIF17	
FAR2	1	FAR2	
MTUS2	1	MTUS2	
OPRL1	1	OPRL1	
KCNH5	1	KCNH5	
HECW1	1	HECW1	
SMKR1	1	SMKR1	
INAFM1	1	INAFM1	
