ensg	z	p	f	g	d	meth	c	t	misc
ENSG00000077380	NA	NA	NA	DYNC1I2	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GSE87112_Neural_Progenitor_Cell
ENSG00000087470	NA	NA	NA	DNM1L	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_cis_eQTLs
ENSG00000087470	NA	NA	NA	DNM1L	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000087470	NA	NA	NA	DNM1L	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000106868	NA	NA	NA	SUSD1	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_cis_eQTLs
ENSG00000106868	NA	NA	NA	SUSD1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000106868	NA	NA	NA	SUSD1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000106868	NA	NA	NA	SUSD1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Caudate_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Caudate_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Caudate_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Caudate_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Nucleus_accumbens_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Nucleus_accumbens_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Nucleus_accumbens_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Putamen_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Putamen_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Putamen_basal_ganglia
ENSG00000110975	NA	NA	NA	SYT10	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GTEx/v8_Brain_Putamen_basal_ganglia
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_eQTLs:CMC_SVA_cis
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_PsychENCODE_eQTLs
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_PsychENCODE_eQTLs
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_PsychENCODE_eQTLs
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_PsychENCODE_eQTLs
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_PsychENCODE_eQTLs
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_PsychENCODE_eQTLs
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_PsychENCODE_eQTLs
ENSG00000115840	NA	NA	NA	SLC25A12	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_SVA_cis
ENSG00000118946	NA	NA	NA	PCDH17	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	Neural_Progenitor_Cell
ENSG00000118946	NA	NA	NA	PCDH17	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GSE87112_Neural_Progenitor_Cell
ENSG00000118946	NA	NA	NA	PCDH17	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GSE87112_Neural_Progenitor_Cell
ENSG00000119314	NA	NA	NA	PTBP3	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_cis_eQTLs
ENSG00000119314	NA	NA	NA	PTBP3	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000119314	NA	NA	NA	PTBP3	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000119314	NA	NA	NA	PTBP3	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000128708	NA	NA	NA	HAT1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	CMC_CMC_NoSVA_cis
ENSG00000148153	NA	NA	NA	INIP	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_cis_eQTLs
ENSG00000148153	NA	NA	NA	INIP	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154305	NA	NA	NA	MIA3	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	EP_correlation_cell_type_oneway
ENSG00000154305	NA	NA	NA	MIA3	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	FANTOM5_EP_correlation_cell_type_oneway
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000154309	NA	NA	NA	DISP1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	eQTLGen_eQTLGen_cis_eQTLs
ENSG00000163638	NA	NA	NA	ADAMTS9	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	Neural_Progenitor_Cell
ENSG00000163638	NA	NA	NA	ADAMTS9	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GSE87112_Neural_Progenitor_Cell
ENSG00000163638	NA	NA	NA	ADAMTS9	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GSE87112_Neural_Progenitor_Cell
ENSG00000164151	NA	NA	NA	KIAA0947	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	Promoter_anchored_loops
ENSG00000164151	NA	NA	NA	KIAA0947	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_Promoter_anchored_loops
ENSG00000183770	NA	NA	NA	FOXL2	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	Adult_Cortex
ENSG00000183770:ENSG00000206262	NA	NA	NA	NA	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	Giusti-Rodriguez_et_al_2019_Adult_Cortex
ENSG00000185551	NA	NA	NA	NR2F2	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	Neural_Progenitor_Cell
ENSG00000185551	NA	NA	NA	NR2F2	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GSE87112_Neural_Progenitor_Cell
ENSG00000206262	NA	NA	NA	C3orf72	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	Adult_Cortex
ENSG00000268484	NA	NA	NA	AC087477.1	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	Promoter_anchored_loops:Neural_Progenitor_Cell
ENSG00000268484	NA	NA	NA	AC087477.1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_Promoter_anchored_loops
ENSG00000268484	NA	NA	NA	AC087477.1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GSE87112_Neural_Progenitor_Cell
ENSG00000268821	NA	NA	NA	AC068039.1	Panic	FUMAgenemapping_indep_gwassnp_p1e-5_only_BJM	ForstnerAwasthi19	FUMA_internal	Promoter_anchored_loops:Neural_Progenitor_Cell
ENSG00000268821	NA	NA	NA	AC068039.1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_Promoter_anchored_loops
ENSG00000268821	NA	NA	NA	AC068039.1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	PsychENCODE_Promoter_anchored_loops
ENSG00000268821	NA	NA	NA	AC068039.1	Panic	FUMAgenemapping_gwassnp_p1e-5_or_LD-R0.6partner_BJM	ForstnerAwasthi19	FUMA_internal	GSE87112_Neural_Progenitor_Cell
