Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000116273,PHF13,4,-2.3149,24,0.37297,23,0.37850,13,-0.6063,18,-0.1562
ENSG00000041988,THAP3,23,0.24052,29,0.81715,18,-0.2132,11,-0.9059,14,-0.5503
ENSG00000007923,DNAJC11,55,0.72628,34,-0.0285,29,-0.3405,48,0.50335,31,-0.1933
ENSG00000171735,CAMTA1,122,-0.9676,216,-0.1092,337,0.94735,128,-0.8929,166,-0.5836
ENSG00000049245,VAMP3,41,-0.1958,81,1.22038,24,-1.2488,26,-0.8759,50,0.13746
ENSG00000049246,PER3,18,-1.2250,48,0.36647,41,0.07994,31,-0.3719,40,0.00463
ENSG00000116288,PARK7,422,0.03817,408,-0.0173,423,0.05845,402,-0.0381,401,-0.0532
ENSG00000116285,ERRFI1,13,-0.8433,18,-0.4533,35,0.95219,22,-0.0827,17,-0.5522
ENSG00000162426,SLC45A1,22,-0.5367,20,-0.7869,46,0.88670,29,-0.1452,28,-0.2177
ENSG00000142599,RERE,50,-1.2044,109,-0.0394,133,0.39908,91,-0.3194,112,0.01450
ENSG00000074800,ENO1,592,-0.0621,593,-0.0751,632,0.05570,926,0.65412,524,-0.3055
ENSG00000171612,SLC25A33,47,-0.4212,82,0.56702,61,-0.0491,21,-1.5901,62,0.00566
ENSG00000188807,TMEM201,8,-1.3068,21,0.15418,23,0.42639,15,-0.3595,17,-0.1916
ENSG00000171603,CLSTN1,285,-0.6615,402,-0.1619,561,0.57440,378,-0.2275,380,-0.2640
ENSG00000178585,CTNNBIP1,27,-0.9709,52,0.03426,65,0.57959,16,-1.7464,50,-0.0219
ENSG00000162441,LZIC,50,0.48617,43,0.28196,26,-0.7075,28,-0.4221,45,0.36735
ENSG00000130939,UBE4B,36,-0.2361,48,0.28882,49,0.34624,36,-0.2042,29,-0.6299
ENSG00000054523,KIF1B,154,-0.9950,327,0.20293,297,0.02049,300,0.02865,303,0.05886
ENSG00000142657,PGD,52,-0.3636,70,0.12807,72,0.21409,34,-0.9979,67,0.04864
ENSG00000241563,CORT,12,-2.6143,9,-3.2039,4,-4.4008,41,-0.8016,243,4.42919
ENSG00000160049,DFFA,32,-0.1439,24,-0.7196,33,-0.1244,23,-0.6729,55,0.92291
ENSG00000142655,PEX14,10,-1.5343,32,0.26595,39,0.78646,33,0.24690,14,-1.2489
ENSG00000120948,TARDBP,71,-0.1365,85,0.16142,86,0.20690,70,-0.1704,66,-0.3144
ENSG00000116649,SRM,117,0.18120,94,-0.1866,107,0.06058,109,0.07221,104,0.00041
ENSG00000171824,EXOSC10,20,-0.6313,40,0.58406,28,-0.1718,37,0.32022,24,-0.3968
ENSG00000198793,MTOR,36,-0.2285,40,-0.0854,57,0.76490,44,0.11113,23,-1.0318
ENSG00000116661,FBXO2,420,0.83260,337,0.59879,175,-0.7254,154,-0.7507,243,-0.0642
ENSG00000132879,FBXO44,92,-0.2364,96,-0.2092,114,0.12713,178,0.82113,91,-0.3007
ENSG00000116663,FBXO6,4,-2.1148,22,0.51550,25,0.86935,9,-0.9637,9,-1.0971
ENSG00000116670,MAD2L2,53,0.94517,33,0.22618,22,-0.5624,32,0.14123,27,-0.1873
ENSG00000177000,MTHFR,20,0.44587,19,0.39639,14,-0.2336,15,0.00087,12,-0.3870
ENSG00000011021,CLCN6,99,-0.0911,109,0.06954,136,0.59787,35,-1.6723,86,-0.3816
ENSG00000116685,KIAA2013,43,0.18592,45,0.34056,37,-0.0532,27,-0.5235,34,-0.2008
ENSG00000083444,PLOD1,27,0.01713,33,0.42845,28,0.14974,15,-0.8261,21,-0.4103
ENSG00000116688,MFN2,105,-0.3753,118,-0.2340,153,0.29611,109,-0.3194,143,0.11607
ENSG00000116691,MIIP,6,-1.6087,15,-0.2071,13,-0.5275,29,0.82170,25,0.69842
ENSG00000048707,VPS13D,26,-0.9143,48,0.00519,48,-0.0327,53,0.14225,55,0.24958
ENSG00000162496,DHRS3,3,-2.7128,55,2.16160,4,-2.9642,16,-0.5431,24,0.14102
ENSG00000162493,PDPN,16,0.03882,29,1.32147,5,-2.0892,6,-1.4647,21,0.51792
ENSG00000116731,PRDM2,15,-1.0562,29,-0.1446,25,-0.4515,63,1.15774,36,0.29380
ENSG00000189337,KAZN,12,-2.3569,44,-0.5745,73,0.45511,72,0.28982,70,0.31393
ENSG00000142634,EFHD2,34,-0.0762,38,0.10625,50,0.81722,8,-2.1361,24,-0.7239
ENSG00000116138,DNAJC16,26,-0.0693,33,0.37577,29,0.14765,25,-0.1324,20,-0.5514
ENSG00000197312,DDI2,10,-0.7366,15,-0.1934,25,0.98394,16,-0.0509,9,-0.9788
ENSG00000116786,PLEKHM2,29,-0.7148,55,0.36655,32,-0.7299,61,0.44464,56,0.39810
ENSG00000065526,SPEN,9,-2.1337,51,0.51254,38,-0.1147,37,-0.0991,42,0.10063
ENSG00000116809,ZBTB17,8,-0.9489,12,-0.5198,15,-0.1420,9,-0.9382,27,1.05563
ENSG00000185519,FAM131C,63,1.61993,18,-0.5408,23,-0.0551,5,-2.3220,24,0.01868
ENSG00000037637,FBXO42,22,-0.2955,35,0.51321,31,0.29049,20,-0.4461,18,-0.7372
ENSG00000055070,SZRD1,30,-0.1574,37,0.24125,19,-1.0297,35,0.12169,47,0.72512
ENSG00000157191,NECAP2,18,0.14877,19,0.32292,13,-0.4632,13,-0.3247,18,0.22494
ENSG00000219481,NBPF1,33,0.76496,25,0.37630,24,0.34918,4,-2.4061,13,-0.8264
ENSG00000058453,CROCC,2,-2.4184,17,0.38105,18,0.54719,15,0.14617,9,-0.7334
ENSG00000159363,ATP13A2,279,0.66452,165,-0.2061,229,0.49324,78,-1.3104,149,-0.4020
ENSG00000117118,SDHB,72,-0.2592,71,-0.3415,88,0.08125,100,0.26286,94,0.19950
ENSG00000117115,PADI2,34,-0.6376,44,-0.3061,19,-1.8484,19,-1.5080,121,2.04797
ENSG00000179051,RCC2,20,-0.4618,27,-0.0141,37,0.71687,16,-0.7735,20,-0.5227
ENSG00000074964,ARHGEF10L,43,0.09826,51,0.44973,39,-0.0673,15,-1.4919,39,-0.0456
ENSG00000117154,IGSF21,13,-1.5062,7,-2.6267,66,1.73351,13,-1.4487,37,0.08429
ENSG00000159423,ALDH4A1,7,-1.9127,26,-0.0197,16,-0.9315,41,0.72395,41,0.94401
ENSG00000127463,EMC1,49,0.04269,50,0.11212,54,0.29351,34,-0.5303,40,-0.3235
ENSG00000053372,MRTO4,32,-0.0824,44,0.50991,36,0.11821,30,-0.2168,24,-0.6548
ENSG00000053371,AKR7A2,86,0.43971,71,0.15829,59,-0.1931,38,-0.8204,69,0.11962
ENSG00000077549,CAPZB,167,-0.1204,209,0.29319,173,-0.0934,158,-0.2103,174,-0.0710
ENSG00000173436,MICOS10,244,-0.2114,339,0.38643,271,-0.0627,176,-0.7125,276,-0.0199
ENSG00000158747,NBL1,216,0.65806,164,0.26374,114,-0.4618,118,-0.2967,145,0.02670
ENSG00000169914,OTUD3,13,-0.3236,13,-0.3818,19,0.33364,23,0.56469,14,-0.2117
ENSG00000162545,CAMK2N1,244,-1.2144,456,-0.3140,478,-0.2567,1065,1.11280,629,0.30397
ENSG00000090432,MUL1,50,0.44556,47,0.44568,46,0.43257,17,-1.1758,20,-1.0824
ENSG00000183114,FAM43B,27,-0.5841,41,0.08082,52,0.65173,37,-0.1038,26,-0.7623
ENSG00000158828,PINK1,341,-0.0204,255,-0.5552,386,0.24985,396,0.21652,365,0.10907
ENSG00000244038,DDOST,37,0.45563,38,0.66408,25,-0.2413,25,-0.1272,19,-0.7083
ENSG00000117245,KIF17,19,0.15167,35,1.57563,14,-0.4676,10,-0.7901,6,-1.6771
ENSG00000189410,SH2D5,0,-6.0175,5,-2.5206,40,1.04469,90,2.11368,16,-0.8772
ENSG00000127483,HP1BP3,106,-0.8966,168,-0.2264,250,0.64770,189,-0.0107,159,-0.3292
ENSG00000075151,EIF4G3,90,-0.2893,95,-0.2505,148,0.74060,79,-0.4935,85,-0.4507
ENSG00000117298,ECE1,24,0.23284,34,1.02032,16,-0.5097,9,-1.3010,17,-0.3738
ENSG00000076864,RAP1GAP,67,-1.0852,83,-0.9001,143,0.08921,483,2.18588,92,-0.7278
ENSG00000090686,USP48,48,-0.2649,73,0.49935,49,-0.2986,65,0.20713,51,-0.1960
ENSG00000218510,LINC00339,19,0.27668,18,0.21214,15,-0.0846,14,-0.1776,14,-0.1794
ENSG00000070831,CDC42,293,-0.0475,306,0.02640,380,0.53334,139,-1.1841,250,-0.3492
ENSG00000162552,WNT4,0,-7.3336,43,1.40942,30,0.69567,0,-8.8666,7,-1.8967
ENSG00000173372,C1QA,6,-1.8345,23,0.07431,3,-3.1575,23,0.11997,50,2.00567
ENSG00000173369,C1QB,0,-6.0385,36,0.76547,8,-1.9897,26,0.08746,43,1.21963
ENSG00000004487,KDM1A,37,-0.4081,54,0.23209,65,0.73879,30,-0.6984,28,-0.9561
ENSG00000169641,LUZP1,25,-0.3785,26,-0.3988,43,0.65829,31,-0.0369,27,-0.3231
ENSG00000125944,HNRNPR,58,-1.1667,139,0.22463,122,-0.0269,153,0.33498,123,-0.0100
ENSG00000117318,ID3,74,1.31708,31,-0.1295,23,-0.7483,7,-2.1877,44,0.58174
ENSG00000142676,RPL11,447,-0.3167,488,-0.2172,467,-0.3295,511,-0.1062,759,0.67042
ENSG00000011007,ELOA,10,-1.3066,26,0.23154,25,0.15159,18,-0.3996,24,0.08884
ENSG00000057757,PITHD1,342,0.28153,297,0.07042,339,0.37994,135,-1.1527,238,-0.3459
ENSG00000011009,LYPLA2,51,0.47543,35,-0.1178,44,0.34059,59,0.73675,20,-1.1128
ENSG00000117308,GALE,13,-0.1729,16,0.24804,14,-0.0231,18,0.32861,12,-0.3305
ENSG00000117305,HMGCL,30,0.25643,27,0.17602,28,0.22189,11,-1.2270,22,-0.2179
ENSG00000179163,FUCA1,6,-1.9770,30,0.52478,30,0.60604,14,-0.7483,15,-0.7045
ENSG00000189266,PNRC2,29,-0.9077,70,0.55367,50,-0.1407,59,0.15708,47,-0.2309
ENSG00000188529,SRSF10,47,-0.3752,83,0.65343,68,0.27877,43,-0.5012,36,-0.8880
ENSG00000001461,NIPAL3,111,0.52080,48,-0.9027,97,0.43990,74,-0.1266,81,0.01756
ENSG00000117602,RCAN3,70,1.10344,43,0.35899,39,0.17469,9,-2.0809,22,-0.8583
ENSG00000133226,SRRM1,45,-0.3181,72,0.51817,47,-0.3383,44,-0.3603,58,0.07128
ENSG00000169504,CLIC4,42,-0.3271,58,0.20657,23,-1.5336,31,-0.7761,95,1.33597
ENSG00000117614,SYF2,40,-0.8685,76,0.12182,79,0.23563,52,-0.4895,73,0.03849
ENSG00000117616,RSRP1,41,-0.4837,76,0.58221,49,-0.2900,58,0.03422,52,-0.1530
ENSG00000183726,TMEM50A,38,-0.7783,61,-0.1070,65,0.04719,88,0.50735,66,0.06268
ENSG00000204178,MACO1,37,0.28122,29,-0.1153,35,0.28972,29,-0.1344,26,-0.3319
ENSG00000117643,MAN1C1,46,0.99041,9,-1.5990,30,0.42353,42,0.84861,20,-0.3632
ENSG00000162430,SELENON,43,0.04839,47,0.21794,34,-0.4316,53,0.37970,43,0.06445
ENSG00000117640,MTFR1L,69,-0.2267,89,0.21940,81,0.03469,103,0.40301,64,-0.3941
ENSG00000182749,PAQR7,10,-0.5545,18,0.50314,9,-0.8680,18,0.37618,17,0.36451
ENSG00000117632,STMN1,1630,0.74858,911,-0.2222,1227,0.40853,397,-1.4433,877,-0.2920
ENSG00000175087,PDIK1L,9,-0.8434,24,0.99549,17,0.23083,7,-1.1398,8,-0.9968
ENSG00000142684,ZNF593,90,0.97960,39,-0.4224,65,0.65581,18,-1.5379,35,-0.6241
ENSG00000142669,SH3BGRL3,541,1.59988,158,-0.5075,171,-0.4142,168,-0.3348,212,0.03037
ENSG00000158062,UBXN11,16,-0.5741,33,0.70296,21,-0.2346,21,-0.1416,20,-0.2718
ENSG00000117682,DHDDS,32,0.49698,28,0.39458,24,0.06103,18,-0.3946,16,-0.6607
ENSG00000198830,HMGN2,76,-1.6833,345,0.82134,225,-0.0707,165,-0.5349,205,-0.2391
ENSG00000117713,ARID1A,30,-1.0606,72,0.35226,56,-0.1409,58,-0.0559,65,0.13041
ENSG00000204160,ZDHHC18,47,0.66661,39,0.43112,28,-0.2400,35,0.19230,21,-0.6793
ENSG00000142751,GPN2,15,-0.6087,23,0.08158,29,0.62572,24,0.09690,14,-0.8194
ENSG00000090273,NUDC,92,-0.8776,189,0.30357,172,0.12395,114,-0.5414,162,-0.0008
ENSG00000253368,TRNP1,63,0.33370,39,-0.4818,64,0.51911,36,-0.5378,47,-0.1733
ENSG00000090020,SLC9A1,11,-0.8099,15,-0.4092,27,0.78538,28,0.57832,13,-0.7266
ENSG00000142784,WDTC1,36,-0.0661,33,-0.2683,44,0.34584,40,0.07753,35,-0.1806
ENSG00000186501,TMEM222,79,-0.0892,110,0.55785,87,0.07734,58,-0.5739,63,-0.5145
ENSG00000158195,WASF2,8,-1.8428,38,0.53824,16,-1.1202,20,-0.5911,47,1.03119
ENSG00000126705,AHDC1,10,-2.1180,46,0.17567,59,0.81047,28,-0.5947,30,-0.5833
ENSG00000126709,IFI6,674,1.13809,756,1.93698,109,-2.0379,68,-2.3964,198,-0.9510
ENSG00000009780,FAM76A,15,-0.6834,29,0.44261,22,-0.1319,21,-0.1647,23,-0.0285
ENSG00000117758,STX12,87,-0.4492,113,-0.0546,138,0.39239,89,-0.4119,109,-0.1226
ENSG00000117751,PPP1R8,19,-0.9573,30,-0.3081,50,0.79821,39,0.14478,27,-0.5377
ENSG00000117748,RPA2,69,-0.4717,118,0.45944,103,0.21707,92,-0.0266,65,-0.6551
ENSG00000126698,DNAJC8,68,-1.0124,146,0.18916,156,0.35745,84,-0.6967,126,-0.0944
ENSG00000130770,ATP5IF1,869,0.37057,905,0.55431,707,0.05822,474,-0.5785,458,-0.7391
ENSG00000204138,PHACTR4,12,-0.3981,15,-0.0209,15,-0.0272,33,1.27993,11,-0.6202
ENSG00000242125,SNHG3,27,0.70892,19,0.15886,18,0.03558,26,0.64788,9,-1.0837
ENSG00000180098,TRNAU1AP,32,0.59617,20,-0.1851,27,0.41584,18,-0.3460,16,-0.5487
ENSG00000197989,SNHG12,5,-1.5573,18,0.17964,20,0.54566,7,-1.1940,15,-0.1110
ENSG00000120656,TAF12,23,0.29550,25,0.56850,23,0.44567,7,-1.4339,10,-1.1427
ENSG00000198492,YTHDF2,94,0.37784,77,0.06693,84,0.28105,46,-0.7459,61,-0.3597
ENSG00000159023,EPB41,23,-0.0491,23,-0.0903,23,-0.1061,60,1.51297,15,-0.8333
ENSG00000116350,SRSF4,37,-0.6115,51,-0.1317,62,0.26673,55,0.01037,55,0.00836
ENSG00000116353,MECR,20,-0.6766,33,0.10478,34,0.16541,29,-0.1314,31,-0.0277
ENSG00000060656,PTPRU,76,1.27363,41,0.30498,41,0.34783,11,-1.7477,15,-1.3891
ENSG00000162511,LAPTM5,22,-0.7909,55,0.78826,15,-1.6799,47,0.34346,52,0.66854
ENSG00000162512,SDC3,92,-1.1658,269,0.64037,190,-0.0768,135,-0.5785,189,-0.0767
ENSG00000134644,PUM1,109,-0.7829,182,0.01040,265,0.93285,111,-0.7527,115,-0.8191
ENSG00000060688,SNRNP40,5,-1.7647,25,0.67253,14,-0.5320,15,-0.3020,22,0.37204
ENSG00000121766,ZCCHC17,137,-0.0454,125,-0.2261,191,0.72573,76,-0.9340,112,-0.4219
ENSG00000121769,FABP3,51,0.59725,24,-0.6295,33,-0.1202,36,0.06784,42,0.36095
ENSG00000162517,PEF1,55,-0.3912,72,0.05170,88,0.50120,66,-0.1102,52,-0.5418
ENSG00000084636,COL16A1,4,-2.5614,23,-0.1579,29,0.30148,32,0.39090,27,0.12812
ENSG00000121753,ADGRB2,23,-2.1156,51,-1.0624,104,0.24117,317,2.11743,70,-0.5307
ENSG00000184007,PTP4A2,101,-0.7582,150,-0.1818,146,-0.2574,140,-0.2598,236,0.73221
ENSG00000121774,KHDRBS1,112,-0.6313,187,0.21180,179,0.14292,195,0.23774,143,-0.2960
ENSG00000121775,TMEM39B,4,-1.7956,18,0.35015,19,0.49751,18,0.27631,10,-0.7721
ENSG00000025800,KPNA6,30,-0.6153,53,0.35580,52,0.36358,36,-0.3147,33,-0.5506
ENSG00000084652,TXLNA,40,0.00113,63,0.98414,30,-0.5795,34,-0.2349,31,-0.4438
ENSG00000160050,CCDC28B,8,-0.7790,19,0.63925,9,-0.7464,26,0.98518,12,-0.1925
ENSG00000084623,EIF3I,116,0.03693,125,0.19806,110,-0.0540,107,-0.0820,106,-0.1263
ENSG00000116478,HDAC1,18,-0.3525,41,1.31870,21,-0.1381,8,-1.5597,12,-1.0675
ENSG00000175130,MARCKSL1,58,-2.1159,237,-0.0057,253,0.13660,133,-0.8943,313,0.55599
ENSG00000160058,BSDC1,54,-0.1244,68,0.30640,63,0.17289,47,-0.3245,47,-0.3882
ENSG00000176261,ZBTB8OS,48,0.01877,69,0.76917,46,-0.0585,38,-0.3590,31,-0.7772
ENSG00000162521,RBBP4,107,0.11321,117,0.32763,100,0.01021,97,-0.0316,79,-0.4244
ENSG00000162522,KIAA1522,13,-0.3324,17,0.02769,17,0.00603,21,0.32974,16,-0.0603
ENSG00000134684,YARS,86,-0.4563,102,-0.2265,165,0.85960,65,-0.8840,89,-0.4743
ENSG00000116497,S100PBP,32,-0.3483,64,0.94278,42,0.07237,33,-0.3349,21,-1.1444
ENSG00000160097,FNDC5,11,-1.0781,8,-1.6488,41,1.60234,17,-0.4272,18,-0.4475
ENSG00000121905,HPCA,6,-4.4507,15,-3.4138,43,-1.9253,1122,5.05768,48,-1.6257
ENSG00000121900,TMEM54,55,0.52254,52,0.52978,30,-0.5964,21,-0.9462,42,0.12089
ENSG00000116514,RNF19B,27,-0.2018,29,-0.1432,40,0.54784,26,-0.2987,25,-0.3810
ENSG00000004455,AK2,65,0.75431,63,0.93502,21,-1.2070,31,-0.4052,38,-0.1134
ENSG00000142920,AZIN2,22,0.16568,16,-0.4209,23,0.37530,13,-0.6494,21,0.07539
ENSG00000160094,ZNF362,14,-0.4997,21,0.16879,20,0.12430,13,-0.5113,19,0.03300
ENSG00000134686,PHC2,41,-0.3833,67,0.46608,43,-0.4274,62,0.23732,53,0.01346
ENSG00000163866,SMIM12,111,0.41606,107,0.46138,87,0.04833,76,-0.1797,55,-0.7846
ENSG00000116544,DLGAP3,9,-1.3956,10,-1.4870,26,0.21649,74,1.98458,21,-0.1723
ENSG00000163867,ZMYM6,25,0.19403,28,0.47631,21,-0.1364,18,-0.2768,18,-0.3569
ENSG00000116560,SFPQ,107,-0.6165,161,0.01707,179,0.25906,159,0.00122,149,-0.1254
ENSG00000146463,ZMYM4,44,-0.1522,52,0.12703,55,0.26028,26,-0.9837,47,-0.0858
ENSG00000142687,KIAA0319L,54,-0.3081,78,0.30318,68,0.04616,65,-0.0351,58,-0.2561
ENSG00000020129,NCDN,216,-1.2455,226,-1.3463,500,0.05822,1949,2.45770,335,-0.6848
ENSG00000126067,PSMB2,158,0.21010,150,0.15736,144,0.08544,124,-0.1759,118,-0.3027
ENSG00000142686,C1orf216,67,0.02845,54,-0.3698,86,0.61830,37,-0.9020,61,-0.1626
ENSG00000134698,AGO4,8,-1.0429,23,0.59207,14,-0.4478,14,-0.2687,20,0.25728
ENSG00000092847,AGO1,22,-0.6156,30,-0.1821,36,0.19995,25,-0.4259,38,0.28425
ENSG00000126070,AGO3,11,-1.6786,40,0.34792,37,0.21042,21,-0.6960,35,0.03738
ENSG00000116863,ADPRHL2,16,-0.4096,24,0.31072,19,-0.1044,11,-0.8807,23,0.21484
ENSG00000054116,TRAPPC3,57,-0.2223,69,0.09304,82,0.52193,41,-0.7117,51,-0.4612
ENSG00000116871,MAP7D1,187,-0.0334,187,-0.0383,181,-0.1235,210,0.14699,205,0.13038
ENSG00000054118,THRAP3,75,-0.0841,89,0.22655,80,0.02529,90,0.19350,66,-0.3350
ENSG00000196182,STK40,21,0.47118,13,-0.3531,20,0.48632,12,-0.3852,13,-0.3780
ENSG00000181817,LSM10,54,-0.0642,88,0.92856,52,-0.1579,26,-1.1954,42,-0.5620
ENSG00000116885,OSCP1,29,-0.0627,47,0.97336,23,-0.4897,29,-0.0657,22,-0.5846
ENSG00000116898,MRPS15,36,-0.7811,76,0.48036,62,0.09946,50,-0.2884,51,-0.2899
ENSG00000163873,GRIK3,2,-3.8705,11,-1.6771,55,1.51370,26,-0.2850,30,-0.0629
ENSG00000163875,MEAF6,130,-0.5402,224,0.38339,233,0.53531,70,-1.4816,138,-0.5406
ENSG00000163877,SNIP1,14,-0.2510,19,0.20670,22,0.56243,8,-1.1004,13,-0.5467
ENSG00000163879,DNALI1,27,0.42002,43,1.72162,13,-0.8279,2,-3.1857,11,-1.0551
ENSG00000134697,GNL2,14,0.02249,21,0.89256,12,-0.2074,5,-1.3456,11,-0.4469
ENSG00000116922,C1orf109,9,-1.1165,15,-0.3507,27,0.83917,20,0.12148,14,-0.5033
ENSG00000183317,EPHA10,9,-1.0427,9,-1.2378,35,1.72908,27,0.62905,6,-1.8080
ENSG00000185090,MANEAL,55,0.06091,77,0.76453,55,0.07204,37,-0.5402,31,-0.9347
ENSG00000196449,YRDC,17,0.05776,21,0.50029,16,-0.0620,12,-0.4838,14,-0.3417
ENSG00000197982,C1orf122,247,-0.1083,314,0.33953,215,-0.4316,135,-1.0297,331,0.44735
ENSG00000183431,SF3A3,35,-0.0603,29,-0.3898,47,0.56395,38,0.07685,30,-0.3749
ENSG00000183520,UTP11,25,-0.7644,30,-0.5490,53,0.61672,31,-0.4401,44,0.12709
ENSG00000116954,RRAGC,45,-0.0791,49,0.08077,51,0.16196,29,-0.7477,47,0.00023
ENSG00000174574,AKIRIN1,178,0.24532,217,0.73474,153,0.01745,77,-1.0318,102,-0.7300
